"","Artikeln.Nr.","Link","Erscheinungsjahr","Erscheinungsnr.","Medium","Titel","Autor","Abschnitt.Nr.","Zeitbezug","Land","Region","Thematische.Bewertung","Bewertung","Kommentare"
"503",45,"http://www.zeit.de/2009/27/Banken/komplettansicht?print=true",2009,27,"Zeit","Der n?chste Orkan","Mark Schieritz",20,"Gegenwart","Deutschland","-","unbereites Berlin",0,""
"504",46,"http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true",2009,29,"Zeit","Die neuen Einschl?ge","Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel",1,"Gegenwart, Zukunft","Welt","-","verschlimmerter Hunger, trauriger Hunger-Rekord-Weltern?hrungsorganisation-UN, startende G8-Initiative-Nahrungsmittel-Versorgung",-2,""
"505",46,"http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true",2009,29,"Zeit","Die neuen Einschl?ge","Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel",2,"Gegenwart","Welt","-","?berraschende Entwicklung, sinkende Nahrungsmittel-Preise, gute Ernten, sinkende Nachfrage-Fleisch, sinkende Nachfrage-Milch, gedr?ckte Preise, niedriger ?lpreis, konkurrierende Nahrungsmittel-Treibstoffe",1,""
"506",46,"http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true",2009,29,"Zeit","Die neuen Einschl?ge","Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel",3,"Gegenwart","Entwicklungsl?nder, Ukraine, Brasilien","-","hohe Lebensmittelpreise-Entwicklungsl?nder-Auswahl, nicht-funktionaler Markt, steigende Arbeitslosigkeit, sinkende Aussaat-Kredite, sinkende D?nger-Kredite",-2,"Ist Entwicklungsl?nder ein Land? Sonst Welt..."
"507",46,"http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true",2009,29,"Zeit","Die neuen Einschl?ge","Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel",4,"Gegenwart","ãarme L?nderà","","aufgekaufte Ackerfl?chen, steigende land-grabs, m?glich-unterbrochene Landwirtschafts-Produktion, unklar Lebensmittel-Anbau",-2,"dito"
"508",46,"http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true",2009,29,"Zeit","Die neuen Einschl?ge","Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel",5,"Gegenwart, Zukunft","Welt","-","verlorenes Auto-Verkauf-Geld, negativer Auto-Gewinn-Automobilindustrie, kaum-ausgelastete Fabriken, langsam-steigendes Absatzniveau, schlechte Automobilbauer-Finanzen, negative Automobilbranche-Entwicklung",-2,""
"509",46,"http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true",2009,29,"Zeit","Die neuen Einschl?ge","Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel",6,"Vergangenheit, Gegenwart, Zukunft","Welt, Deutschland","-","betroffene Automobilindustrie-Deutschland, sinkende Produktionszahlen-Volkswagen-Daimler-BMW-Audi-Opel-Ford-Porsche, halbierte LKW-Produktion, rote LKW-Produzenten-Zahlen, leichte VW-Gewinne, Porsche-Gewinne, m?glich-anhaltender Trend",-1,""
"510",46,"http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true",2009,29,"Zeit","Die neuen Einschl?ge","Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel",7,"Gegenwart","Deutschland","-","weinender Automobilindustrie-Verbands-VDA-Chef-Matthias-Wissmann, erste Talfahrt-Bremsungs-Anzeichen-Matthias-Wissmann, sinkende Minus-Raten-BMW-Daimler",-1,""
"511",46,"http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true",2009,29,"Zeit","Die neuen Einschl?ge","Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel",8,"Gegenwart","Deutschland, China","-","Glimpflich-davongekommener VW-Konzern, verbliebener Wachsumsmarkt-China, eingef?hrte Abwrack-Pr?mie, unterst?tzter Kleinwagen-Verkauf, steigender Abwrack-Pr?mien-Konsum, vorgezogene K?ufe, m?glich Absatz-Einbruch",-1,""
"512",46,"http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true",2009,29,"Zeit","Die neuen Einschl?ge","Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel",9,"Gegenwart","Deutschland","-","Schwach-schrumpfende Stammbelegschaften, abgebaute Vorkrisen-Stellen, helfende Kurzarbeit, arbeitslose Zeitarbeiter, m?glich-leichte Belebung-VDA, m?glich-steigende Auslandsauftr?ge",-2,""
"513",46,"http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true",2009,29,"Zeit","Die neuen Einschl?ge","Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel",10,"Gegenwart, Zukunft","Deutschland","-","fragliche Stammbelegschaft-Haltung, wachstums-basierte Personal-Planung, m?glich-arbeitslose Stammbelegschaft-Branchenexperten",-2,""
"514",46,"http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true",2009,29,"Zeit","Die neuen Einschl?ge","Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel",11,"Gegenwart, Zukunft","Deutschland","-","tiefster-drohender Einbruch-Maschinenbau, schleichender Anfang, dramatisch-verst?rkter Auftrags-R?ckgang, einbrechende Produktion-VDMA-Chef-Hannes-Hesse, m?glich-verlorene Arbeitspl?tze, still-verabschiedete Zeitarbeiter",-3,"soll ich die Hysterie in meine Bewertung aufnehmen? 20% Einbruch in einem Sektor ist viel. Aber der Autor l?sst das so klingen als sei die Welt am Ende... 2006 haben wir ja nicht in der Steinzeit gelebt"
"515",46,"http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true",2009,29,"Zeit","Die neuen Einschl?ge","Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel",12,"Gegenwart","Deutschland","-","viele Maschinenbau-Besch?ftigte, erzielter Rekordumsatz, leidende Paradebranche, anhaltende Konjunkturflaute",-1,""
"516",46,"http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true",2009,29,"Zeit","Die neuen Einschl?ge","Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel",13,"Gegenwart, Zukunft","Deutschland","-","versuchte Stammbelegschaft-Erhaltung, familiengef?hrte Mittelst?ndler, schwierige Ingenieurs-Suche, schwierige Fachkr?fte-Suche, steigender Stellenabbau-Festanstellungen-Heidelberger-Druck-Gildemeister-Schuler",-2,""
"517",46,"http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true",2009,29,"Zeit","Die neuen Einschl?ge","Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel",14,"Gegenwart, Zukunft","Welt, Deutschland","-","anhaltender Abschwung, aufger?stete Maschinen-Welt, verz?gerter Konjunktur-Branchen-Einbruch, verz?gerte Erholung",-2,""
"518",46,"http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true",2009,29,"Zeit","Die neuen Einschl?ge","Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel",15,"Zukunft","Deutschland","-","erwartete Aufstiegs-Insolvenzen, fehlendes Vorfinanzierungs-Geld, m?glich-n?tige Staats-B?rgschaften",-1,""
"519",46,"http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true",2009,29,"Zeit","Die neuen Einschl?ge","Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel",16,"Gegenwart","USA","-","n?tige Haushaltsdefizit-Bek?mpfung-Arnold-Schwarzenegger, versuchte Fiskal-Z?gelung-Kalifornien-Arnold-Schwarzenegger, halluzinatorischer Haushaltsentwurf-Demokraten-Arnold-Schwarzenegger",0,""
"520",46,"http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true",2009,29,"Zeit","Die neuen Einschl?ge","Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel",17,"Gegenwart","USA","-","drohender Finanzkollaps-Kalifornien, ineffiziente Spielchen, fehlende Gesetzgeber-Einigung-Defizit-Abbau, abgelehnte Ausgabenk?rzungen-Demokraten, abgelehnte Steuererh?hungen-Republikaner",-2,""
"521",46,"http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true",2009,29,"Zeit","Die neuen Einschl?ge","Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel",18,"Gegenwart, Zukunft","USA","-","ausgerufener Finanz-Notstand, begonnene Schuldschein-Zahlung, herabgestuftes Kalifornien-Rating, gesteigerte Dramatik-Budgetprobleme, m?glich-wiederholendes Haushalts-Fiasko",-3,""
"522",46,"http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true",2009,29,"Zeit","Die neuen Einschl?ge","Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel",19,"Gegenwart, Zukunft","USA","-","verhakte Parlament-Regierung, restriktive Gesetzgebung-Kalifornien, ungl?ckliche Direkt-Demokratie-Form, herbeigef?hrte Reichen-Volksentscheide, n?tig-neue Kalifornien-Verfassung-Arnold-Schwarzenegger",-2,""
"523",46,"http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true",2009,29,"Zeit","Die neuen Einschl?ge","Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel",20,"Gegenwart, Vergangenheit","USA","-","n?tig-?berholtes Steuersystem, riesige Einnahmen-Ausf?lle, starke Einkommenssteuer-Abh?ngiggkeit, beschr?nkte Grundsteuer, schwankende Staats-Einnahmen, teure Immobilien, nicht-profitierender Staat",-3,""
"524",46,"http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true",2009,29,"Zeit","Die neuen Einschl?ge","Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel",21,"Gegenwart, Zukunft","USA","-","n?tig Ausgaben-Einschr?nkung-Schwarzenegger, abgeblockte Budget-Macht-Initiativen, n?tig-sinkende Rentenanspr?che-Staatsdiener-Schwarzenegger, m?gliche  Demokraten-Zusage, aufgestellte Budget-Bedingung, frustrierter Schwarzenegger, andauernder Budget-Konflikt",-2,""
"525",46,"http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true",2009,29,"Zeit","Die neuen Einschl?ge","Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel",22,"Gegenwart","Russland","-","zuspitzende Krise, ausgegebene Durchhalte-Parolen-Regierung, gef?hrliches Spiel, schrumpfende Wirtschaft, schrumpfende Devisen-Reserven, staatsdominierte Rohstoff-Produktion, zu-billige Rohstoffe",-2,""
"526",46,"http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true",2009,29,"Zeit","Die neuen Einschl?ge","Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel",23,"Gegenwart","Russland","-","steigender ?lpreis, falsche Krisen-Ende-Hoffnung-Regierung, anhaltende Wachstumsschw?che, abgemilderte Sozial-Krisen-Folgen, zu-niedrige Unternehmens-Freiheits-Reformen, zu-wenig Wirtschafts-Diversifizierung, abh?ngige Justiz, unmodernes Bildungs-System, un-funktionale Gesundheits-F?rsroge, unzureichende Korruptions-Bek?mpfung",-2,""
"527",46,"http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true",2009,29,"Zeit","Die neuen Einschl?ge","Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel",24,"Gegenwart","Russland","-","unsicheres Krisen-Ende, drohende Zweit-Krisen-Welle, steigender-fauler Kredit-Anteil-Experten, vorsichtige Finanzmarkt-Entscheider, hohe Zinsen, fehlendes Billig-Geld",-2,""
"528",46,"http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true",2009,29,"Zeit","Die neuen Einschl?ge","Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel",25,"Gegenwart","Russland","-","gl?nzende Getreide-Exporte, steigende B?rsenkurse, leicht-sinkende Arbeitslosigkeit, dominierende Mono-Stadt-Unternehmen",1,""
"529",47,"http://www.zeit.de/2009/31/Opel/komplettansicht?print=true",2009,31,"Zeit","Erst raus, dann rein","Marc Brost + Heike Buchter",1,"Gegenwart","Deutschland, USA","-","nicht-zuf?llige Springer-Konzern-Bieterkampf-Erkenntnis, wechselnde Bieterkampf-Favouriten",0,""
"530",47,"http://www.zeit.de/2009/31/Opel/komplettansicht?print=true",2009,31,"Zeit","Erst raus, dann rein","Marc Brost + Heike Buchter",2,"Gegenwart","Deutschland","-","deutscher Star-Banker, Vorsitzender-Dresdner-Bank-Leonhard-Fischer",0,""
"531",47,"http://www.zeit.de/2009/31/Opel/komplettansicht?print=true",2009,31,"Zeit","Erst raus, dann rein","Marc Brost + Heike Buchter",3,"Gegenwart","Deutschland, USA","-","geleitete US-Investment-Firma-RHJ-International-Fischer",-1,""
"532",47,"http://www.zeit.de/2009/31/Opel/komplettansicht?print=true",2009,31,"Zeit","Erst raus, dann rein","Marc Brost + Heike Buchter",4,"Gegenwart, Vergangenheit","Deutschland, USA","-","personelle Investment-Firma-Boulevardmedien-Verbindung-D?pfner, neue Personalunion-Vorstand-IHJ-International-Boulevardmedien-D?pfner",-1,""
"533",47,"http://www.zeit.de/2009/31/Opel/komplettansicht?print=true",2009,31,"Zeit","Erst raus, dann rein","Marc Brost + Heike Buchter",5,"Gegenwart, Vergangenheit","Deutscland, ?sterreich, USA","-","irritierende Opel-?bernahme-Wendungen, irritierende Opel-?bernahme Entwicklungen, dramatische Nachtsitzungen, inszenierte Opel-Rettungsaktion-Bundesregierung, favorisierter Opel-K?ufer-Magna",0,""
"534",47,"http://www.zeit.de/2009/31/Opel/komplettansicht?print=true",2009,31,"Zeit","Erst raus, dann rein","Marc Brost + Heike Buchter",6,"Gegenwart, Vergangenheit","Deutschland, USA","-","gew?hrter ?berbr?ckungskredit, herausgel?ste Adam-Opel-GmbH, f?hrende Treuh?nder, hinzugekommene B?rgschaft, groõe Staatsb?rgerschaft",-1,""
"535",47,"http://www.zeit.de/2009/31/Opel/komplettansicht?print=true",2009,31,"Zeit","Erst raus, dann rein","Marc Brost + Heike Buchter",7,"Gegenwart","Deutschland, USA","-","offizielle Bieter-Verhandlungen-GM, vorl?ufiger GM-Favorit, z?he Verhandlungen, getrickste Verhandlungen, get?uschte Verhandlungen, wieder-erstarkte Detroit-Amerikaner-Selbstbewusstsein",-2,""
"536",47,"http://www.zeit.de/2009/31/Opel/komplettansicht?print=true",2009,31,"Zeit","Erst raus, dann rein","Marc Brost + Heike Buchter",8,"Gegenwart, Vergangenheit","USA","-","schnelle Insolvenz-R?ckkehr-GM, unvorstellbare R?ckkehr-GM, jahrelange Rechtsstreits-Experten, qu?lender Verfall-Experten",0,""
"537",47,"http://www.zeit.de/2009/31/Opel/komplettansicht?print=true",2009,31,"Zeit","Erst raus, dann rein","Marc Brost + Heike Buchter",9,"Gegenwart, Vergangenheit","USA","-","ausgenutzte Konkursrecht-Spielr?ume-Autoteam-Obama, staatlich-finanzierter Notverkauf, abgewickelter Rest, drastisch-reduzierte Schulden-GM, neues Staatsunternehmen-GM",-1,""
"538",47,"http://www.zeit.de/2009/31/Opel/komplettansicht?print=true",2009,31,"Zeit","Erst raus, dann rein","Marc Brost + Heike Buchter",10,"Gegenwart","Deutschland, USA","-","sp?rbare Folgen, altes Verhandlungsgebahren, schmachvolle Zweitplatzierung-GM-Detroit, inakzeptabler Minderheitsgesellschafter-Status-GM-Opel",0,""
"539",47,"http://www.zeit.de/2009/31/Opel/komplettansicht?print=true",2009,31,"Zeit","Erst raus, dann rein","Marc Brost + Heike Buchter",11,"Gegenwart","USA","-","schnelle Konkurs-Abweisung-GM, ?hnliche Manager-Detroit-GM, alter Marketing-Chef-Bob-Lutz",-2,""
"540",47,"http://www.zeit.de/2009/31/Opel/komplettansicht?print=true",2009,31,"Zeit","Erst raus, dann rein","Marc Brost + Heike Buchter",12,"Gegenwart, Vergangenheit","USA","-","selbstbewusstes Detroit, weitermachende GM-Jungs",0,""
"541",47,"http://www.zeit.de/2009/31/Opel/komplettansicht?print=true",2009,31,"Zeit","Erst raus, dann rein","Marc Brost + Heike Buchter",13,"Gegenwart, Vergangenheit","USA","-","involvierter Finanzinvestor-Ripplewood, vertrautes Management-GM, durchleuchtete Autobranche-Ripplewood, gesuchte-angeschlagene Zulieferer, gesuchte-sanierungsreife Tochterfirmen",0,""
"542",47,"http://www.zeit.de/2009/31/Opel/komplettansicht?print=true",2009,31,"Zeit","Erst raus, dann rein","Marc Brost + Heike Buchter",14,"Gegenwart, Vergangenheit","Deutschland, USA","-","Personalunion-Ripplewood-Ford-Chrysler-Tom-Stalkamp, gute Top-Management-Dr?hte, alte Deutschland-Verbindung-DaimlerChrysler-Vorstend-Stalkamp, verschwiegener Stalkamp",-2,""
"543",47,"http://www.zeit.de/2009/31/Opel/komplettansicht?print=true",2009,31,"Zeit","Erst raus, dann rein","Marc Brost + Heike Buchter",15,"Gegenwart, Zukunft","USA","-","bestrittene Einstiegs-Ger?chte-Ripplewood-IHJ-International, m?glich R?ckkauf-Platzhalter-Funktion-Ripplewood, ?blich-kurzfristige Finanzinvestoren-Haltung",-1,""
"544",47,"http://www.zeit.de/2009/31/Opel/komplettansicht?print=true",2009,31,"Zeit","Erst raus, dann rein","Marc Brost + Heike Buchter",16,"Gegenwart, Zukunft","USA","-","geschmiedete Gr?õen-R?ckkehr-Pl?ne, geplanter Delphi-R?ckkauf-GM, m?glicher Delphi-R?ckkauf-GM",0,"Ich merke, dass meine Bewertungen negativer werden, denke aber, dass das an den Texten liegt."
"545",48,"http://www.zeit.de/2009/33/Konsum/komplettansicht?print=true",2009,33,"Zeit","Konsum kommt nicht in Gang","Gunhild L?tge",1,"Gegenwart, Vergangenheit","Deutschland","-","N?tig-steigende Einkommen, negative Inflationsrate, fallende Preise, eigentliche Sensation, ungebrochene Kauflaune, nicht-profitierender Einzelhandel",1,""
"546",48,"http://www.zeit.de/2009/33/Konsum/komplettansicht?print=true",2009,33,"Zeit","Konsum kommt nicht in Gang","Gunhild L?tge",2,"Vergangenheit","Deutschland","-","niedrigere Energie-Preise, billigeres Heiz?l, billigeres Benzin, billigeres Diesel, gest?tzte Konjunktur-Verbraucher, berliner Geldsegen, nicht-wachsende L?hne, nicht-wachsende Geh?lter",1,""
"547",48,"http://www.zeit.de/2009/33/Konsum/komplettansicht?print=true",2009,33,"Zeit","Konsum kommt nicht in Gang","Gunhild L?tge",3,"Vergangenheit","Deutschland","-","zur?ck-flieõende Pendlerpauschalen-Milliarden, herabgesetzter Krankenversicherungs-Einheitsbeitrag, hereingesp?ltes Konjunktur-Paket-Geld-Bundesb?rger, wirkungsvolle Unterst?tzung-Niedrig-Einkommen-Pauschalen",2,""
"548",48,"http://www.zeit.de/2009/33/Konsum/komplettansicht?print=true",2009,33,"Zeit","Konsum kommt nicht in Gang","Gunhild L?tge",4,"Vergangenheit,Gegenwart","Deutschland","-","ausgel?ster Abwrack-Pr?mie-Konsumrausch, steigende PKW-Neuzulassungen",1,""
"549",48,"http://www.zeit.de/2009/33/Konsum/komplettansicht?print=true",2009,33,"Zeit","Konsum kommt nicht in Gang","Gunhild L?tge",5,"Vergangenheit,Gegenwart","Deutschland","-","empfindlicher Einzelhandel-Umsatzschwung, k?nstlich-angefachter Boom, gebundene Kaufkraft, fehlender Einzelhandel-Konsum, hart-getroffene Sparten, drastischer Umsatzeinbruch-M?belverband, entzogene Kaufkraft",-1,""
"550",48,"http://www.zeit.de/2009/33/Konsum/komplettansicht?print=true",2009,33,"Zeit","Konsum kommt nicht in Gang","Gunhild L?tge",6,"Vergangenheit,Gegenwart","Deutschland","-","hoffnungsvolle Einzelh?ndler, m?glich-stagnierende Ums?tze, realer Umsatz-Zur?ckgang",0,""
"551",48,"http://www.zeit.de/2009/33/Konsum/komplettansicht?print=true",2009,33,"Zeit","Konsum kommt nicht in Gang","Gunhild L?tge",7,"Vergangenheit, Gegenwart, Zukunft","Deutschland","-","m?glich Strohfeuer-Konjunkturpakete, tempor?re Abwrackpr?mien-Euphorie-Autoh?user-Branchenverband-Chef, konkrete Postbank-Volkswirte, m?glich-vorgezogener Konsum, m?glich Konsum-Einbruch",-1,""
"552",48,"http://www.zeit.de/2009/33/Konsum/komplettansicht?print=true",2009,33,"Zeit","Konsum kommt nicht in Gang","Gunhild L?tge",8,"Vergangenheit, Gegenwart, Zukunft","Deutschland","-","sorgenvolle Marktforscher, m?glich-steigende Arbeitslosen-Zahlen, m?glich-steigende Insolvenzen, auslaufende Kurzarbeit, ?ngstliche Deutsche, steigende Zukunftsangst, anhaltender Konsum, m?glich-drastische Arbeitsmarkt-Verschlimmerung, m?glich-negative Konsum-Entwicklung",-2,""
"553",48,"http://www.zeit.de/2009/33/Konsum/komplettansicht?print=true",2009,33,"Zeit","Konsum kommt nicht in Gang","Gunhild L?tge",9,"Vergangenheit,Gegenwart","Deutschland","-","stagnierende Einkommen, getrichene-?bertarifliche Betriebs-Leistungen, gestrichene-?bertarifliche Betriebs-Boni, sinkende Gesamt-Bruttolohn-Summe",-2,""
"554",48,"http://www.zeit.de/2009/33/Konsum/komplettansicht?print=true",2009,33,"Zeit","Konsum kommt nicht in Gang","Gunhild L?tge",10,"Gegenwart","Deutschland","-","n?tig-vorsichtiges Prek?r-Job-Besch?ftigte-Haushalten, stagnierende Effektivl?hne, sinkende Effektivl?hne, sp?rbare Kostenentlastung, sinkender-privater Verbrauch-Ralph-Solveen-Commerzbank, negative Gehaltsentwicklung-Ralph-Solveen",-2,""
"555",48,"http://www.zeit.de/2009/33/Konsum/komplettansicht?print=true",2009,33,"Zeit","Konsum kommt nicht in Gang","Gunhild L?tge",11,"Gegenwart, Zukunft","Deutschland","-","wachsende Konsum-Unterst?tzer-Zahl-?konomen, steigende Einkommens-Schieflage-Dirk-Schumacher-Goldman-Sachs-Chefvolkswirt, n?tig Real-Netto-Lohn-Steigerung-Dirk-Schumacher, n?tig-lehrende Vergangenheits-Fehler-Institut-der-Deutschen-Wirtschaft-IW, begrenzte Verdienst-Zuwachs-M?glichkeit-Bev?lkerungskreise-IW, deutlich-steigende Gewinn-Einkommen-IW, schm?lernde Merhwertsteuer-Erh?hung, sinkende Kaufkraft, n?tig Klein-und-Mittlere-Einkommens-Entlastung-Michael-H?ther, n?tig-sinkende L?hne-Arbeitgeberpr?sident-Dieter-Hundt, m?gliche Negativ-Spirale-DGB-?konom-Hirschel",-2,""
"556",49,"http://www.zeit.de/2009/34/01-Banken/komplettansicht?print=true",2009,34,"Zeit","Der Banken?berfall","Uwe Jean Heuser",1,"Gegenwart","Deutschland, Schweiz, Groõbritannien, USA","Frankfurt","staatlich-gerettete Finanzindustrie, gedrehtes-groões Rad, abr?umende Geldh?user, hohe Goldman-Sachs-Bank-Gewinne, zur?ckgelegte Boni-Milliarden, riesige Gewinne-Barclays-Credit-Suisse-JP-Morgan-Deutsche-Bank, kr?ftig-verdienende Topleute",-2,""
"557",49,"http://www.zeit.de/2009/34/01-Banken/komplettansicht?print=true",2009,34,"Zeit","Der Banken?berfall","Uwe Jean Heuser",2,"Gegenwart","Welt","-","neue Abermilliarden-Staats-Schulden, ausgel?ster Abschwung-Finanzbranche, unbeeindruckte Banken-F?hrungsetagen, angeschlagenes Gerechtigkeitsempfinden",-3,""
"558",49,"http://www.zeit.de/2009/34/01-Banken/komplettansicht?print=true",2009,34,"Zeit","Der Banken?berfall","Uwe Jean Heuser",3,"Gegenwart","Welt","-","knappe Wirtschafts-Kredite, einige Banken-Schwierigkeiten, gedrehtes-groões-Rad-lucky-few, hohe Geb?hren, warm-laufende Aktienspekulanten, unver?nderte Derivate-K?nstler",-1,""
"559",49,"http://www.zeit.de/2009/34/01-Banken/komplettansicht?print=true",2009,34,"Zeit","Der Banken?berfall","Uwe Jean Heuser",4,"Gegenwart, Zukunft","Welt","-","m?glich-n?chster Goldrausch, m?glich-steigende Umweltunternehmen-Aktienkurse, m?glich-attraktiver Klimagasemissions-Handel, m?gliche Spekulation",1,""
"560",49,"http://www.zeit.de/2009/34/01-Banken/komplettansicht?print=true",2009,34,"Zeit","Der Banken?berfall","Uwe Jean Heuser",5,"Gegenwart, Vergangenheit","Welt, Amerika","-","volatiles Markt-Lebens-Prinzip, n?tige Wellenbewegungen-Markt, erm?glichtest Wachstum, erm?glichte Innovation, unn?tige Schwankungs-Verst?rkung-Banken, profitable Schwankungen-Banken, nicht-hinnehmbares Verhalten-Banken, hohe Verdienst-Schieflage-Finanzinstitute",-1,""
"561",49,"http://www.zeit.de/2009/34/01-Banken/komplettansicht?print=true",2009,34,"Zeit","Der Banken?berfall","Uwe Jean Heuser",6,"Gegenwart","Welt","-","geforderte Moral-Finanzmanager, unrealistische Forderungen, anhaltende Profit-Orientierung",-1,""
"562",49,"http://www.zeit.de/2009/34/01-Banken/komplettansicht?print=true",2009,34,"Zeit","Der Banken?berfall","Uwe Jean Heuser",7,"Gegenwart","USA","-","Entsetzter-oberster Anwalt-New-York-Andrew-Cuomo, riesige-ausgesch?ttete Boni, krankes System, gegeneinander-ausgespielte Institute, gigantischer Profitdruck-Banken-Branche",-2,""
"563",49,"http://www.zeit.de/2009/34/01-Banken/komplettansicht?print=true",2009,34,"Zeit","Der Banken?berfall","Uwe Jean Heuser",8,"Gegenwart","Welt","-","n?tig-staatlicher Widerstand, n?tig-steigende Bankenregulierung, n?tig-begrenztes-sch?dliches Treiben, n?tig-steigendes Eigenkapital, n?tig-m?õige Verschuldung, n?tig-l?ckenlose Aufsicht, n?tig-kontrollierte Fonds, n?tig-offene Banken-Gesch?fte, n?tige Seri?sit?ts-Pr?fung, n?tig-b?rsennotierte Derivate, n?tig-ver?ndertes Banken-Bonus-System",0,""
"564",49,"http://www.zeit.de/2009/34/01-Banken/komplettansicht?print=true",2009,34,"Zeit","Der Banken?berfall","Uwe Jean Heuser",9,"Gegenwart","Welt, Deutschland, Amerika, Groõbritannien","-","vorteilhafte Finanz-Stabilit?t, kr?ftig-bezahlendes Deutschland, h?ngenbleibende Gewinne-New-York-London, abgelehnte Regeln-Amerikaner, abgelehnte Regeln-Briten, n?tig-k?mpfende Regulierer-Deutschen, n?tig-umfassende Reformen",-1,""
"565",49,"http://www.zeit.de/2009/34/01-Banken/komplettansicht?print=true",2009,34,"Zeit","Der Banken?berfall","Uwe Jean Heuser",10,"Gegenwart","Deutschland","-","n?tige Krisen-Lern-Debatte, m?glich-regionale L?sungen, langfristig-positives Eigenkapital-Banken",1,""
"566",49,"http://www.zeit.de/2009/34/01-Banken/komplettansicht?print=true",2009,34,"Zeit","Der Banken?berfall","Uwe Jean Heuser",11,"Gegenwart","Deutschland","-","unzureichende Bankenrettung, n?tige Bankenregulierung, unklare Reichweite-Vorschl?ge-Angela-Merkel",0,""
"567",50,"http://www.zeit.de/2009/40/Arbeit-Loehne/komplettansicht?print=true",2009,40,"Zeit","Mehr Jobs, weniger Geld","Kolja Rudzio",1,"Gegenwart","Deutschland","-","bek?mpfte Arbeitslosigkeit-Angela-Merkel, sinkende Arbeitslosigkeit, geringste Arbeitslosigkeit-Deutschland",3,""
