"","Artikeln.Nr.","Link","Erscheinungsjahr","Erscheinungsnr.","Medium","Titel","Autor","Abschnitt.Nr.","Zeitbezug","Land","Region","Thematische.Bewertung","Bewertung","Kommentar","Zeit","issue.abschnitt"
"91",8,"http://www.zeit.de/2006/10/Argument_10/komplettansicht?print=true",2006,10,"Zeit","Bester Laune am Abgrund entlang","Klaus-Peter Schmid",2,"Gegenwart","Deutschland","Berlin","aufdrehende Konjunktur, Zuversicht, Optimismus, exportgetrieben Erholung, inl„ndische Investitionst„tigkeit, DIHK, Zukunftserwartungen",3,"","","8 2"
"92",8,"http://www.zeit.de/2006/10/Argument_10/komplettansicht?print=true",2006,10,"Zeit","Bester Laune am Abgrund entlang","Klaus-Peter Schmid",3,"Vergangenheit","Deutschland","Berlin","DIHK, Zuversicht,gnstiger ifo-Gesch„ftslimaindex, steigender Konsum, GfK",3,"","","8 3"
"93",8,"http://www.zeit.de/2006/10/Argument_10/komplettansicht?print=true",2006,10,"Zeit","Bester Laune am Abgrund entlang","Klaus-Peter Schmid",4,"Gegenwart","Deutschland ","Berlin","politische Debatte, Bundesrat, abnehmendes Gezeter, Erich Witte, neue Regierung, sicherer Eindruck ",3,"","","8 4"
"94",8,"http://www.zeit.de/2006/10/Argument_10/komplettansicht?print=true",2006,10,"Zeit","Bester Laune am Abgrund entlang","Klaus-Peter Schmid",5,"Gegenwart","Deuscthland","","abnehmende Verunsicherung, optimistische Zukunftsentscheidungen, Rentenalter, Entscheidungskraft",2,"","","8 5"
"95",8,"http://www.zeit.de/2006/10/Argument_10/komplettansicht?print=true",2006,10,"Zeit","Bester Laune am Abgrund entlang","Klaus-Peter Schmid",6,"Zukunft","Deutschland","","Ludwig Erhard, Wirtschaftspolitik, Psychologier, gute Laune, Konjunktur, Merker-Faktor, Rentabilit„t",1,"","","8 6"
"96",8,"http://www.zeit.de/2006/10/Argument_10/komplettansicht?print=true",2006,10,"Zeit","Bester Laune am Abgrund entlang","Klaus-Peter Schmid",7,"Gegenwart","Deutschland","","Groáe Koalition, solide Wirtschaft, Exportweltmeister, Euro, ™lpreise, weiterlaufende Weltkonjunktur",2,"","","8 7"
"97",8,"http://www.zeit.de/2006/10/Argument_10/komplettansicht?print=true",2006,10,"Zeit","Bester Laune am Abgrund entlang","Klaus-Peter Schmid",8,"Gegenwart","Deutschland ","","wachsende Binnennachfrage, wachsende Bauwirtschaft, zunehmende Industrieproduktion,solider Mittelstand, Michael Gr”mling, IW, Tahlsole, Karl Schiller, Wachstumschancen, Angela Merkel,stagniernde Reformen",2,"","","8 8"
"98",8,"http://www.zeit.de/2006/10/Argument_10/komplettansicht?print=true",2006,10,"Zeit","Bester Laune am Abgrund entlang","Klaus-Peter Schmid",9,"Zukunft","Deutschland","","groáe Belastung, steigende Mehrwertsteuer, steigende Wachstumsrate, DIHT, Binnennachfrage, bauf„llige Konjunktur",-1,"","","8 9"
"99",8,"http://www.zeit.de/2006/10/Argument_10/komplettansicht?print=true",2006,10,"Zeit","Bester Laune am Abgrund entlang","Klaus-Peter Schmid",10,"Gegenwart","Deutschland","","hochgespannte Erwartungen, stagnierende Wirtschaft, steigende Arbeitlosenzahl, Teilzeitjobs",-2,"","","8 10"
"100",8,"http://www.zeit.de/2006/10/Argument_10/komplettansicht?print=true",2006,10,"Zeit","Bester Laune am Abgrund entlang","Klaus-Peter Schmid",11,"Zukunft","Deutschland","","Merkel-Faktor, vorsichtiges Plus, Wirtschaftsleistung, Vertrauen, Konjunktur, psychologisches Wunder",0,"","","8 11"
"101",9,"http://www.zeit.de/2006/11/Argument_11/komplettansicht?print=true",2006,11,"Zeit","Aktien sind keine Schn„ppchen mehr","Robert von Heusinger",1,"Gegenwart","Deutschland","","Aktienmarkt, steigende Kurse, hohe Unternehmensgewinne, Dax",3,"","","9 1"
"102",9,"http://www.zeit.de/2006/11/Argument_11/komplettansicht?print=true",2006,11,"Zeit","Aktien sind keine Schn„ppchen mehr","Robert von Heusinger",2,"Gegenwart","Deutschland","","Das, kr„ftige Gewinne, Aktiengesellschaftem, Atlanta, FMC, EON, Siemens, Deutsche Telekom, Euphorie",2,"","","9 2"
"103",9,"http://www.zeit.de/2006/11/Argument_11/komplettansicht?print=true",2006,11,"Zeit","Aktien sind keine Schn„ppchen mehr","Robert von Heusinger",3,"Vergangenheit","Deutschland","","Blase, hohe Kurse",0,"","","9 3"
"104",9,"http://www.zeit.de/2006/11/Argument_11/komplettansicht?print=true",2006,11,"Zeit","Aktien sind keine Schn„ppchen mehr","Robert von Heusinger",4,"Vergangenheit","Deutschland","","Euphorie, B”rse, vorauseilender Unternehmensgewinn, Deutsche bank, wachsende Gewinne, Kurs-Gewinn-Verh„ltnis, Oppenheim, Jahresgewinn",1,"","","9 4"
"105",9,"http://www.zeit.de/2006/11/Argument_11/komplettansicht?print=true",2006,11,"Zeit","Aktien sind keine Schn„ppchen mehr","Robert von Heusinger",5,"Gegenwart","Deutschland","","gnstige Aktien,Haken",1,"","","9 5"
"106",9,"http://www.zeit.de/2006/11/Argument_11/komplettansicht?print=true",2006,11,"Zeit","Aktien sind keine Schn„ppchen mehr","Robert von Heusinger",6,"Gegenwart","Deutschland","","hohe Gewinne, hohe Eigenkapitalrenditen, Analysten, gnstige Aktien, historisches Mittel, Kurs-Gewinn-Verh„ltnis, Globalisierung, schwach-steigende L”hne, auáergew”hnliche Renditen",1,"","","9 6"
"107",9,"http://www.zeit.de/2006/11/Argument_11/komplettansicht?print=true",2006,11,"Zeit","Aktien sind keine Schn„ppchen mehr","Robert von Heusinger",7,"Gegenwart","Deuschland, USA","","rekordverd„chtige Gewinnmargen, Investitionen, steigende Zinsen, Lohnkrzungen, steigende Rohstoffpreise, fallender Dollarkurs",-1,"","","9 7"
"108",9,"http://www.zeit.de/2006/11/Argument_11/komplettansicht?print=true",2006,11,"Zeit","Aktien sind keine Schn„ppchen mehr","Robert von Heusinger",8,"Zukunft","Europa","","bertriebener Optimismus, Morgan Stanley, Analysten, steigende Margen, Rekord",1,"","","9 8"
"109",9,"http://www.zeit.de/2006/11/Argument_11/komplettansicht?print=true",2006,11,"Zeit","Aktien sind keine Schn„ppchen mehr","Robert von Heusinger",9,"Zukunft","USA, Europa, Japan","","Notenbanken, teureres Geld, Ben Bernanke, berschieáende Wirtschaft, EZB, Jean-Claude-Trichet, Inflationsrisiken, Leitzins, steigende Prognosen",-1,"","","9 9"
"110",9,"http://www.zeit.de/2006/11/Argument_11/komplettansicht?print=true",2006,11,"Zeit","Aktien sind keine Schn„ppchen mehr","Robert von Heusinger",10,"Gegenwart","Welt","","Finanzm„rkte, Zinserh”hungen, teurer Wetten, h”here Renditen, Staatsanleihen, Geldmarktpapiere, weniger Risiken, Schwellenl„nder, europ„ische Aktien, Risikofreude",-1,"","","9 10"
"111",9,"http://www.zeit.de/2006/11/Argument_11/komplettansicht?print=true",2006,11,"Zeit","Aktien sind keine Schn„ppchen mehr","Robert von Heusinger",11,"Gegenwart","Welt","","fehlende Blasenbildung",1,"","","9 11"
"112",10,"http://www.zeit.de/2006/14/Kolumne/komplettansicht?print=true",2006,14,"Zeit","Karstadt kauft sich selbst","Marcus Rohwetter",1,"Vergangenheit","Deutschland","Nordhein-Westfalen, Essen","Thomas Middelhoff, KarstadtQuelle, vielseitige Trennung, gr”áter Immobiliendeal",-1,"","","10 1"
"113",10,"http://www.zeit.de/2006/14/Kolumne/komplettansicht?print=true",2006,14,"Zeit","Karstadt kauft sich selbst","Marcus Rohwetter",2,"Gegenwart","Deutschland","Nordhein-Westfalen, Essen","K„ufer, Whitehall-Fond, Goldman Sachs, andere Interessenten, Schulden",1,"","","10 2"
"114",10,"http://www.zeit.de/2006/14/Kolumne/komplettansicht?print=true",2006,14,"Zeit","Karstadt kauft sich selbst","Marcus Rohwetter",3,"Zukunft","Deutschland","Nordhein-Westfalen, Essen","Pump-Finanzierung, Goldman Sachs, Karstadt, Privatanleger, Milliardendeal, Mieteinnahmen",-2,"","","10 3"
"115",10,"http://www.zeit.de/2006/14/Kolumne/komplettansicht?print=true",2006,14,"Zeit","Karstadt kauft sich selbst","Marcus Rohwetter",4,"Zukunft","Deutschland","Nordhein-Westfalen, Essen","Middelhoff, Karstadt, Bilanz-Show, Versandhandel, Gesamtumsatz, Lonsdale, Quelle",0,"","","10 4"
"116",11,"http://www.zeit.de/2006/16/Argument/komplettansicht?print=true",2006,16,"Zeit","Mehr K„mpfe, weniger Kampfkraft","Kolja Rudzio",1,"Zukunft, Gegenwart","Deutschland","","h„ufen Streiks, aufbegehren Gewarkschaften, h„rter Tarifauseinandersetzungen, zugenommen K„mpfe, weniger Kampkraft, verloren-gehen gleichm„áige-Lohnentwicklung   ",-2,"","1 Stunde 30 Minuten","11 1"
"117",11,"http://www.zeit.de/2006/16/Argument/komplettansicht?print=true",2006,16,"Zeit","Mehr K„mpfe, weniger Kampfkraft","Kolja Rudzio",2,"Vergangenheit, Gegenwart, Zukunft","Deutschland","","IG-Metall, wegweisend Tarifabschlsse,ungleich Tarifabschlsse, gemeinsamen Trends",1,"","","11 2"
"118",11,"http://www.zeit.de/2006/16/Argument/komplettansicht?print=true",2006,16,"Zeit","Mehr K„mpfe, weniger Kampfkraft","Kolja Rudzio",3,"Gegenwart","Deutschland","","Warnstreiks, demonstrieren Kampfkraft-IG-Metall, ver.di, historische Niederlage-ver.di, kein Mehr-Geld, mehr Arbeit, frchten Nullrunde, gesenkt L”hne, kaum-gr”áer Gegens„tze",-3,"Metaller = IG-Metall","","11 3"
"119",11,"http://www.zeit.de/2006/16/Argument/komplettansicht?print=true",2006,16,"Zeit","Mehr K„mpfe, weniger Kampfkraft","Kolja Rudzio",4,"Gegenwart, Vergangenheit","Deutschland","Niedersachsen","zersplittern Branchen-Tarife, unterschiedlichsten Regeln, BAT, TV”D, lokale Sondervereinbarungen, neue Niedrigstlohngruppen, privater Branchen-Tarife, Einzelvereinbarungen, betriebliche ™ffnungsklauseln, Betriebsteilen-Auslagerung, ausscheren Fl„chenvereinbarungen, geringer Lohnabschlsse-Wert, weit-abweichend Lohnentwicklung ",-2,"BAT = Bundesangestelltentarifvertrag, TV”D = Tarifvertrag-fr-den-”ffentlichen-Dienst","","11 4"
"120",11,"http://www.zeit.de/2006/16/Argument/komplettansicht?print=true",2006,16,"Zeit","Mehr K„mpfe, weniger Kampfkraft","Kolja Rudzio",5,"Gegenwart, Vergangenheit","Deutschland","","schwerer Lohnunterschiedsverringerung, h”here Geh„lter-Kampf, einheitliche L”hne-Kampf, „hnliche Tarifsteigerungen-Kampf, zusammenbleibend Lohngefge-Kampf, Systemaufl”sung, gravierenden  Gesellschaftsfolgen ",-2,"","","11 5"
"121",11,"http://www.zeit.de/2006/16/Argument/komplettansicht?print=true",2006,16,"Zeit","Mehr K„mpfe, weniger Kampfkraft","Kolja Rudzio",6,"Gegenwart, Zukunft","Deutschland","","eigene Berufsgruppen-Tarifk„mpfe, ausreizen Blockadem”glichkeiten, lamlegen Wirtschaftsbereiche",-2,"","","11 6"
"122",11,"http://www.zeit.de/2006/16/Argument/komplettansicht?print=true",2006,16,"Zeit","Mehr K„mpfe, weniger Kampfkraft","Kolja Rudzio",7,"Zukunft, Gegenwart","Deutschland","","auseinander-driften L”hne, ungetrbt Lohnetwicklung-™konomen,extrem- groáe Lohnunterschiede-Qualifikation, groám”glichste Marktefiizienz-™konomen, keine Marktgerechtigkeit-™konomen ",-1,"","","11 7"
"123",11,"http://www.zeit.de/2006/16/Argument/komplettansicht?print=true",2006,16,"Zeit","Mehr K„mpfe, weniger Kampfkraft","Kolja Rudzio",8,"Gegenwart, Zukunft","Deutschland","","khle Marktlogik, beeinflussen Einkommenverteilung, entgegenwirken Gewerkschaft-Schw„che, steigen Spitzensteuersatz, n”tiger Kombilohn",-1,"Verneinungen?","","11 8"
"124",11,"http://www.zeit.de/2006/16/Argument/komplettansicht?print=true",2006,16,"Zeit","Mehr K„mpfe, weniger Kampfkraft","Kolja Rudzio",9,"Gegenwart, Vergangenheit","Deutschland, Osteuropa","","dringlicher Herstellung-Aufstiegschancen, fallend Aussichten, abwandern Industriejobs, unsichersten Niedriglohnsektor, notwendig-kmmern Bildungschancen,  notwendig-kmmern Aufstiegschancen",-2,"","","11 9"
"125",11,"http://www.zeit.de/2006/16/Argument/komplettansicht?print=true",2006,16,"Zeit","Mehr K„mpfe, weniger Kampfkraft","Kolja Rudzio",10,"Gegenwart","Deutschland","","vorbergehend Gewerkschaftsgruppen-St„rle-Gewinn, Machtschwund, machtlos Staat, kmmern Gesellschaftsfolgen",-1,"","","11 10"
"126",12,"http://www.zeit.de/2006/21/Altana_xml/komplettansicht?print=true",2006,21,"Zeit","Ein Konzern wird zerlegt","Cerstin Gammelin",1,"Gegenwart, Vergangenheit","Deutschland","","Altana, Schweigen-Verhandlungen, verhindern ”ffentliche Unruhe, verhandelt Arbeitspl„tze, Quandt, Pharmaforschung-Zukunft",-1,"Kommunikationschef-Altana = Thomas-Gauly, Generalbevollm„chtigte-Altana = Thomas-Gauly","1 Stunde","12 1"
"127",12,"http://www.zeit.de/2006/21/Altana_xml/komplettansicht?print=true",2006,21,"Zeit","Ein Konzern wird zerlegt","Cerstin Gammelin",2,"Gegenwart, Zukunft","Deutschland","Hessen,Bad-Homburg","Quandt, deutsche Wurzeln-Schweickardt, Altana, Zukunft-Ausland,scheitern weltweiten Wettbewerb, BMW",-1,"","","12 2"
"128",12,"http://www.zeit.de/2006/21/Altana_xml/komplettansicht?print=true",2006,21,"Zeit","Ein Konzern wird zerlegt","Cerstin Gammelin",3,"Zukunft, Gegenwart","Deutschland","","Aufl”sen-Schweickardt, verselbstst„tigen-Schweickardt, Eckart, vergr”áern kritische-B”rsenmasse-Schweickardt Deutsche Bank, Goldman Sachs, Firmensuche-Schweickardt",0,"","","12 3"
"129",12,"http://www.zeit.de/2006/21/Altana_xml/komplettansicht?print=true",2006,21,"Zeit","Ein Konzern wird zerlegt","Cerstin Gammelin",4,"Gegenwart, Vergangenheit, Zukunft","Deutschland","","medikamentgebunden Zuwachsraten, Altana, kein-ad„quates Nachfolgepr„parat, absehbare Lcke-Analyst, heiáen Verhandlungsphasen-Analyst, schmelzen Einnahmen-Analyst",-2,"","","12 4"
"130",12,"http://www.zeit.de/2006/21/Altana_xml/komplettansicht?print=true",2006,21,"Zeit","Ein Konzern wird zerlegt","Cerstin Gammelin",5,"Zukunft, Gegenwart, Vergangenheit","Deutschland","Baden-Wrttemberg, Singen; Baden-Wrttemberg, Konstanz","intensive Gespr„che-Schweickardt, sparen Gebhren-B”rsianer, nerv”s Konzernstimmung, Altana, Zukunftsangst, hemmt kreativen-Forschungsgeist, Zukunfsunsicherheit",-2,"","","12 5"
"131",12,"http://www.zeit.de/2006/21/Altana_xml/komplettansicht?print=true",2006,21,"Zeit","Ein Konzern wird zerlegt","Cerstin Gammelin",6,"Gegenwart, Vergangenheit, Zukunft","Deutschland","Brandenburg, Oranienburg","Gesch„ftsrckzug-Klatten, Byk-Gulden-Werke, Altana, ausl”sen Renditerausch, unklar Zukunft",-1,"","","12 6"
"132",12,"http://www.zeit.de/2006/21/Altana_xml/komplettansicht?print=true",2006,21,"Zeit","Ein Konzern wird zerlegt","Cerstin Gammelin",7,"Gegenwart, Vergangenheit","Deutschland","","Stark-steigende Forschungskosten-Schweickardt, krzere Vermarktungszeiten-Schweickardt, patentgeschtzte Medikamente-Schweickardt, milliardenschwere Rckrufrisiken-Schweickardt, signifikant-ver„nderten-strategischen Rahmenbedingungen-Schweickardt, Pharmagesch„fts”ffnung-Klatten, aufgeben Mehrheitsaktion„rin-Position-Klatten",-1,"","","12 7"
"133",12,"http://www.zeit.de/2006/21/Altana_xml/komplettansicht?print=true",2006,21,"Zeit","Ein Konzern wird zerlegt","Cerstin Gammelin",8,"Gegenwart, Zukunft","Deutschlnad, Japan, USA, Europa","","wegweisend Verhandlungsergebnis, ankurbeln Forschung, Altana, Novartis, Boehringer-Ingelheim, zulasten Labore",-1,"Bodensee?","","12 8"
"134",13,"http://www.zeit.de/2006/22/E-Wellenenergie_xml/komplettansicht?print=true",2006,22,"Zeit","Strom aus der Welle","Lothar Lochmaier",1,"Vergangenheit, Gegenwart","Groábritannien, Schottland","","Bewegung-Strom, erste Wellenkraftwerk",1,"","1 Stunde","13 1"
"135",13,"http://www.zeit.de/2006/22/E-Wellenenergie_xml/komplettansicht?print=true",2006,22,"Zeit","Strom aus der Welle","Lothar Lochmaier",2,"Vergangeheit, Gegenwart","Schottland","","Pelamis, alternativ Stromerzeugung",0,"griechisch ","","13 2"
"136",13,"http://www.zeit.de/2006/22/E-Wellenenergie_xml/komplettansicht?print=true",2006,22,"Zeit","Strom aus der Welle","Lothar Lochmaier",3,"Gegenwart","Schottland","","Pelamis, aussichtreisten Stromumwandel-Projekte",2,"","","13 3"
"137",13,"http://www.zeit.de/2006/22/E-Wellenenergie_xml/komplettansicht?print=true",2006,22,"Zeit","Strom aus der Welle","Lothar Lochmaier",4,"Gegenwart, Zukunft","Deutschland","","deutsche Standort-Chancen, kaum Platz, EnBW, geeigneten Standort-EnBW",1,"","","13 4"
"138",13,"http://www.zeit.de/2006/22/E-Wellenenergie_xml/komplettansicht?print=true",2006,22,"Zeit","Strom aus der Welle","Lothar Lochmaier",5,"Gegenwart, Zukunft","Schottland, Europa, Groábritannien","","Energiewende, Prototypen-EMEC, Pelamis, berall einsatzf„hig-Mill",2,"European-Marine-Energy-Centre = EMEC; EMEC-Direktor = Mill;wie zusammenfassen???","","13 5"
"139",13,"http://www.zeit.de/2006/22/E-Wellenenergie_xml/komplettansicht?print=true",2006,22,"Zeit","Strom aus der Welle","Lothar Lochmaier",6,"Gegenwart, Zukunft","Schottland, England, Portugal","","standortunabh„ngig-Pelamis, OPD, Enersis, gr”áerern Auftrag, Wellenenergiekonverter, weitere-hinzukommen Energieschlangen",1,"Ocean-Power-Delivery = OPD, Energieschlangen = Pelamis","","13 6"
"140",13,"http://www.zeit.de/2006/22/E-Wellenenergie_xml/komplettansicht?print=true",2006,22,"Zeit","Strom aus der Welle","Lothar Lochmaier",7,"Gegenwart","Schottland, Groábritannien, England, USA, Spanien, Frankreich","","Meer-Energiegewinnung, bemhen Wagniskapital, SMD-Hydrovision, Marine-Current- Turbines, Seagen, Ocean-Power-Technologies, Iberdola, arbeitet Prototyp, PowerBuoy",1,"","","13 7"
"141",13,"http://www.zeit.de/2006/22/E-Wellenenergie_xml/komplettansicht?print=true",2006,22,"Zeit","Strom aus der Welle","Lothar Lochmaier",8,"Zukunft, Vergangenheit","Deutschland, England, Welt","Sachsen, Leipzig","Meeresenergieparks-Zukunft, enorm Stromernte",2,"","","13 8"
"142",13,"http://www.zeit.de/2006/22/E-Wellenenergie_xml/komplettansicht?print=true",2006,22,"Zeit","Strom aus der Welle","Lothar Lochmaier",9,"Gegenwart, Zukunft","Welt","","vergleichbaren Kosten, baldigen H”henflug-Pelamis, wirtschaftlich Meerenergiegewinnung",2,"","","13 9"
"143",13,"http://www.zeit.de/2006/22/E-Wellenenergie_xml/komplettansicht?print=true",2006,22,"Zeit","Strom aus der Welle","Lothar Lochmaier",10,"Gegenwart, Zukunft","Schottland, Saudi-Arbien, Europa, USA","","Standortkonkurenz",0,"","","13 10"
"144",13,"http://www.zeit.de/2006/22/E-Wellenenergie_xml/komplettansicht?print=true",2006,22,"Zeit","Strom aus der Welle","Lothar Lochmaier",11,"Vergangenheit, Gegenwart","USA","","EPRI, hoch amerikanisches-Standortpotential, l„ngfristigiger Orientierung-Energieprojekte",1,"Electric-Power-Research-Institute = EPRI","","13 11"
"145",13,"http://www.zeit.de/2006/22/E-Wellenenergie_xml/komplettansicht?print=true",2006,22,"Zeit","Strom aus der Welle","Lothar Lochmaier",12,"Gegenwart, Vergangenheit, Zukunft","Deutschland, Welt, Schottland","","zunehmen Geh”rfindung, Voith-Siemens-Hydro, Wavegen, weltweit-fhrenden Unternehmen-Voith-Siemens-Hydro, technologisch Vorreiter- Wavegen",2,"","","13 12"
"146",14,"http://www.zeit.de/2006/23/Im_Zweifel_gegen_die_Buerger/komplettansicht?print=true",2006,23,"Zeit","Im Zweifel gegen die Brger","Elisabeth Niejahr",1,"Vergangenheit, Gegenwart","Deutschland","","zu-nett Kritiker, konzeptionellen Durcheinander, unerkennbar ”konomische-Konzept, abhanden-kommen Ziele, senken Lohnnebenkosten",-2,"","15 Minuten","14 1"
"147",14,"http://www.zeit.de/2006/23/Im_Zweifel_gegen_die_Buerger/komplettansicht?print=true",2006,23,"Zeit","Im Zweifel gegen die Brger","Elisabeth Niejahr",2,"Vergangenheit,","Deutschland","","Koalitionsverhandlungen, senken Lohnnebenkosten, gering Einnahmen-Anteil",-1,"","","14 2"
"148",14,"http://www.zeit.de/2006/23/Im_Zweifel_gegen_die_Buerger/komplettansicht?print=true",2006,23,"Zeit","Im Zweifel gegen die Brger","Elisabeth Niejahr",3,"Gegenwart, Vergangenheit","Deutschland","","steigend Krankenkassenbeitr„ge, kaum Gesundheitsreform-Einsparungen, berraschen-hohe šberschsse",-1,"","","14 3"
"149",14,"http://www.zeit.de/2006/23/Im_Zweifel_gegen_die_Buerger/komplettansicht?print=true",2006,23,"Zeit","Im Zweifel gegen die Brger","Elisabeth Niejahr",4,"Zukunft, Gegenwart","Deutschland","","andersaussehende Koalitionspolitik-Merkel-Steinbrck -Mntefering, senken Beitr„ge-Merkel-Steinbrck -Mntefering, st„rker-steuerfinanzieren Sozialstaat-Merkel-Steinbrck -Mntefering, keine-verdient Nachsicht",-2,"","","14 4"
"150",15,"http://www.zeit.de/2006/25/Kasten_-rztestreik_xml/komplettansicht?print=true",2006,25,"Zeit","Kampf an allen Fronten","Meyer-Timpe",1,"Vergangenheit, Gegenwart","Deutschland","","ver.di, ind„quat Vertretung-rzte, Marburger-Bund, versch„rft Ausstand, rund-um-die-Uhr Streik, anstehen Verhandlusabschluss",-1,"","10 Minuten","15 1"
"151",15,"http://www.zeit.de/2006/25/Kasten_-rztestreik_xml/komplettansicht?print=true",2006,25,"Zeit","Kampf an allen Fronten","Meyer-Timpe",2,"Vergangenheit, Zukunft","Deutschland","","Verhandlungsabbruch, Streikentscheidung",-1,"","","15 2"
