;Metadaten;;;;;;;Bewertungsteil;;;;;
45;http://www.zeit.de/2009/27/Banken/komplettansicht?print=true;2009;27;Zeit;Der nächste Orkan;Mark Schieritz;14;Gegenwart;Deutschland;-;benötigtes Zusatz-Kapital-Banken, nötige Bilanz-Sanierung-Banken, fragliche Privat-Investoren-Bereitstellung, nötige Staats-Rekapitalisierung;-3;
45;http://www.zeit.de/2009/27/Banken/komplettansicht?print=true;2009;27;Zeit;Der nächste Orkan;Mark Schieritz;15;Gegenwart, Zukunft;Deutschland;-;strategische Regierung, abzustimmendes Bad-Bank-Gesetz, unpopuläre Bankenrettung, auszulagernde Toxik-Wertpapiere, restriktive Bedingungen, möglich Individuell-Banken-Rettung, unwahrscheinlich Wirtschafts-Rettung;-2;
45;http://www.zeit.de/2009/27/Banken/komplettansicht?print=true;2009;27;Zeit;Der nächste Orkan;Mark Schieritz;16;Gegenwart, Vergangenheit;Deutschland, Japan;-;verbesserte Finanzierungsbedingung-Realwirtschaft-Martin-Hellweg, fehlendes Banken-Sanierungs-Konzept-Martin-Hellweg, halbherzige Sanierungs-Stagnation-Japan, möglich-jahrelanger Stillstand, unruhiges Parlament, steigende Ausgabe-Bereitschaft-Parlamentarier-SPD-Finanzexperte-Carsten-Schneider;-2;
45;http://www.zeit.de/2009/27/Banken/komplettansicht?print=true;2009;27;Zeit;Der nächste Orkan;Mark Schieritz;17;Gegenwart, Zukunft;Deutschland;-;geforderte Bedingungs-Lockerung-Bad-Bank-Deutsche-Bank, höhere Steuerzahler-Lasten, fehlende Gegenleistung, bevorzugte Staats-Aktien-Rekapitalisierung-Carsten-Schneider, möglich-verpflichtende Rekapitalisierung, einsetzende Zweit-Runden-Verstaatlichung;-1;
45;http://www.zeit.de/2009/27/Banken/komplettansicht?print=true;2009;27;Zeit;Der nächste Orkan;Mark Schieritz;18;Gegenwart;Deutschland, USA;-;nötige Stresstests, abgelehnte Stresstests-Finanzministerium-Bundesbank, unvergleichbares Bankensystem-Finanzministerium-Bundesbank;-1;
45;http://www.zeit.de/2009/27/Banken/komplettansicht?print=true;2009;27;Zeit;Der nächste Orkan;Mark Schieritz;19;Gegenwart, Zukunft;Deutschland, Welt;-;gefürchtete Test-Ergebnisse, möglich-offenbarte Milliarden-Löcher, schwache Banken-Deutschland, schwierige Bundesregierung-Entscheidungen, möglich Finanzgewerbe-Jobabbau;-2;
45;http://www.zeit.de/2009/27/Banken/komplettansicht?print=true;2009;27;Zeit;Der nächste Orkan;Mark Schieritz;20;Gegenwart;Deutschland;-;unbereites Berlin;0;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen Einschläge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;1;Gegenwart, Zukunft;Welt;-;verschlimmerter Hunger, trauriger Hunger-Rekord-Welternährungsorganisation-UN, startende G8-Initiative-Nahrungsmittel-Versorgung;-2;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen Einschläge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;2;Gegenwart;Welt;-;überraschende Entwicklung, sinkende Nahrungsmittel-Preise, gute Ernten, sinkende Nachfrage-Fleisch, sinkende Nachfrage-Milch, gedrückte Preise, niedriger Ölpreis, konkurrierende Nahrungsmittel-Treibstoffe;1;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen Einschläge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;3;Gegenwart;Entwicklungsländer, Ukraine, Brasilien;-;hohe Lebensmittelpreise-Entwicklungsländer-Auswahl, nicht-funktionaler Markt, steigende Arbeitslosigkeit, sinkende Aussaat-Kredite, sinkende Dünger-Kredite;-2;Ist Entwicklungsländer ein Land? Sonst Welt...
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen Einschläge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;4;Gegenwart;“arme Länder”;;aufgekaufte Ackerflächen, steigende land-grabs, möglich-unterbrochene Landwirtschafts-Produktion, unklar Lebensmittel-Anbau;-2;dito
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen Einschläge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;5;Gegenwart, Zukunft;Welt;-;verlorenes Auto-Verkauf-Geld, negativer Auto-Gewinn-Automobilindustrie, kaum-ausgelastete Fabriken, langsam-steigendes Absatzniveau, schlechte Automobilbauer-Finanzen, negative Automobilbranche-Entwicklung;-2;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen Einschläge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;6;Vergangenheit, Gegenwart, Zukunft;Welt, Deutschland;-;betroffene Automobilindustrie-Deutschland, sinkende Produktionszahlen-Volkswagen-Daimler-BMW-Audi-Opel-Ford-Porsche, halbierte LKW-Produktion, rote LKW-Produzenten-Zahlen, leichte VW-Gewinne, Porsche-Gewinne, möglich-anhaltender Trend;-1;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen Einschläge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;7;Gegenwart;Deutschland;-;weinender Automobilindustrie-Verbands-VDA-Chef-Matthias-Wissmann, erste Talfahrt-Bremsungs-Anzeichen-Matthias-Wissmann, sinkende Minus-Raten-BMW-Daimler;-1;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen Einschläge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;8;Gegenwart;Deutschland, China;-;Glimpflich-davongekommener VW-Konzern, verbliebener Wachsumsmarkt-China, eingeführte Abwrack-Prämie, unterstützter Kleinwagen-Verkauf, steigender Abwrack-Prämien-Konsum, vorgezogene Käufe, möglich Absatz-Einbruch;-1;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen Einschläge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;9;Gegenwart;Deutschland;-;Schwach-schrumpfende Stammbelegschaften, abgebaute Vorkrisen-Stellen, helfende Kurzarbeit, arbeitslose Zeitarbeiter, möglich-leichte Belebung-VDA, möglich-steigende Auslandsaufträge;-2;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen Einschläge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;10;Gegenwart, Zukunft;Deutschland;-;fragliche Stammbelegschaft-Haltung, wachstums-basierte Personal-Planung, möglich-arbeitslose Stammbelegschaft-Branchenexperten;-2;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen Einschläge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;11;Gegenwart, Zukunft;Deutschland;-;tiefster-drohender Einbruch-Maschinenbau, schleichender Anfang, dramatisch-verstärkter Auftrags-Rückgang, einbrechende Produktion-VDMA-Chef-Hannes-Hesse, möglich-verlorene Arbeitsplätze, still-verabschiedete Zeitarbeiter;-3;soll ich die Hysterie in meine Bewertung aufnehmen? 20% Einbruch in einem Sektor ist viel. Aber der Autor lässt das so klingen als sei die Welt am Ende... 2006 haben wir ja nicht in der Steinzeit gelebt
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen Einschläge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;12;Gegenwart;Deutschland;-;viele Maschinenbau-Beschäftigte, erzielter Rekordumsatz, leidende Paradebranche, anhaltende Konjunkturflaute;-1;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen Einschläge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;13;Gegenwart, Zukunft;Deutschland;-;versuchte Stammbelegschaft-Erhaltung, familiengeführte Mittelständler, schwierige Ingenieurs-Suche, schwierige Fachkräfte-Suche, steigender Stellenabbau-Festanstellungen-Heidelberger-Druck-Gildemeister-Schuler;-2;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen Einschläge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;14;Gegenwart, Zukunft;Welt, Deutschland;-;anhaltender Abschwung, aufgerüstete Maschinen-Welt, verzögerter Konjunktur-Branchen-Einbruch, verzögerte Erholung;-2;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen Einschläge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;15;Zukunft;Deutschland;-;erwartete Aufstiegs-Insolvenzen, fehlendes Vorfinanzierungs-Geld, möglich-nötige Staats-Bürgschaften;-1;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen Einschläge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;16;Gegenwart;USA;-;nötige Haushaltsdefizit-Bekämpfung-Arnold-Schwarzenegger, versuchte Fiskal-Zügelung-Kalifornien-Arnold-Schwarzenegger, halluzinatorischer Haushaltsentwurf-Demokraten-Arnold-Schwarzenegger;0;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen Einschläge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;17;Gegenwart;USA;-;drohender Finanzkollaps-Kalifornien, ineffiziente Spielchen, fehlende Gesetzgeber-Einigung-Defizit-Abbau, abgelehnte Ausgabenkürzungen-Demokraten, abgelehnte Steuererhöhungen-Republikaner;-2;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen Einschläge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;18;Gegenwart, Zukunft;USA;-;ausgerufener Finanz-Notstand, begonnene Schuldschein-Zahlung, herabgestuftes Kalifornien-Rating, gesteigerte Dramatik-Budgetprobleme, möglich-wiederholendes Haushalts-Fiasko;-3;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen Einschläge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;19;Gegenwart, Zukunft;USA;-;verhakte Parlament-Regierung, restriktive Gesetzgebung-Kalifornien, unglückliche Direkt-Demokratie-Form, herbeigeführte Reichen-Volksentscheide, nötig-neue Kalifornien-Verfassung-Arnold-Schwarzenegger;-2;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen Einschläge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;20;Gegenwart, Vergangenheit;USA;-;nötig-überholtes Steuersystem, riesige Einnahmen-Ausfälle, starke Einkommenssteuer-Abhängiggkeit, beschränkte Grundsteuer, schwankende Staats-Einnahmen, teure Immobilien, nicht-profitierender Staat;-3;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen Einschläge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;21;Gegenwart, Zukunft;USA;-;nötig Ausgaben-Einschränkung-Schwarzenegger, abgeblockte Budget-Macht-Initiativen, nötig-sinkende Rentenansprüche-Staatsdiener-Schwarzenegger, mögliche  Demokraten-Zusage, aufgestellte Budget-Bedingung, frustrierter Schwarzenegger, andauernder Budget-Konflikt;-2;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen Einschläge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;22;Gegenwart;Russland;-;zuspitzende Krise, ausgegebene Durchhalte-Parolen-Regierung, gefährliches Spiel, schrumpfende Wirtschaft, schrumpfende Devisen-Reserven, staatsdominierte Rohstoff-Produktion, zu-billige Rohstoffe;-2;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen Einschläge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;23;Gegenwart;Russland;-;steigender Ölpreis, falsche Krisen-Ende-Hoffnung-Regierung, anhaltende Wachstumsschwäche, abgemilderte Sozial-Krisen-Folgen, zu-niedrige Unternehmens-Freiheits-Reformen, zu-wenig Wirtschafts-Diversifizierung, abhängige Justiz, unmodernes Bildungs-System, un-funktionale Gesundheits-Fürsroge, unzureichende Korruptions-Bekämpfung;-2;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen Einschläge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;24;Gegenwart;Russland;-;unsicheres Krisen-Ende, drohende Zweit-Krisen-Welle, steigender-fauler Kredit-Anteil-Experten, vorsichtige Finanzmarkt-Entscheider, hohe Zinsen, fehlendes Billig-Geld;-2;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen Einschläge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;25;Gegenwart;Russland;-;glänzende Getreide-Exporte, steigende Börsenkurse, leicht-sinkende Arbeitslosigkeit, dominierende Mono-Stadt-Unternehmen;1;
47;http://www.zeit.de/2009/31/Opel/komplettansicht?print=true;2009;31;Zeit;Erst raus, dann rein;Marc Brost + Heike Buchter;1;Gegenwart;Deutschland, USA;-;nicht-zufällige Springer-Konzern-Bieterkampf-Erkenntnis, wechselnde Bieterkampf-Favouriten;0;
47;http://www.zeit.de/2009/31/Opel/komplettansicht?print=true;2009;31;Zeit;Erst raus, dann rein;Marc Brost + Heike Buchter;2;Gegenwart;Deutschland;-;deutscher Star-Banker, Vorsitzender-Dresdner-Bank-Leonhard-Fischer;0;
47;http://www.zeit.de/2009/31/Opel/komplettansicht?print=true;2009;31;Zeit;Erst raus, dann rein;Marc Brost + Heike Buchter;3;Gegenwart;Deutschland, USA;-;geleitete US-Investment-Firma-RHJ-International-Fischer;-1;
47;http://www.zeit.de/2009/31/Opel/komplettansicht?print=true;2009;31;Zeit;Erst raus, dann rein;Marc Brost + Heike Buchter;4;Gegenwart, Vergangenheit;Deutschland, USA;-;personelle Investment-Firma-Boulevardmedien-Verbindung-Döpfner, neue Personalunion-Vorstand-IHJ-International-Boulevardmedien-Döpfner;-1;
47;http://www.zeit.de/2009/31/Opel/komplettansicht?print=true;2009;31;Zeit;Erst raus, dann rein;Marc Brost + Heike Buchter;5;Gegenwart, Vergangenheit;Deutscland, Österreich, USA;-;irritierende Opel-Übernahme-Wendungen, irritierende Opel-Übernahme Entwicklungen, dramatische Nachtsitzungen, inszenierte Opel-Rettungsaktion-Bundesregierung, favorisierter Opel-Käufer-Magna;0;
47;http://www.zeit.de/2009/31/Opel/komplettansicht?print=true;2009;31;Zeit;Erst raus, dann rein;Marc Brost + Heike Buchter;6;Gegenwart, Vergangenheit;Deutschland, USA;-;gewährter Überbrückungskredit, herausgelöste Adam-Opel-GmbH, führende Treuhänder, hinzugekommene Bürgschaft, große Staatsbürgerschaft;-1;
47;http://www.zeit.de/2009/31/Opel/komplettansicht?print=true;2009;31;Zeit;Erst raus, dann rein;Marc Brost + Heike Buchter;7;Gegenwart;Deutschland, USA;-;offizielle Bieter-Verhandlungen-GM, vorläufiger GM-Favorit, zähe Verhandlungen, getrickste Verhandlungen, getäuschte Verhandlungen, wieder-erstarkte Detroit-Amerikaner-Selbstbewusstsein;-2;
47;http://www.zeit.de/2009/31/Opel/komplettansicht?print=true;2009;31;Zeit;Erst raus, dann rein;Marc Brost + Heike Buchter;8;Gegenwart, Vergangenheit;USA;-;schnelle Insolvenz-Rückkehr-GM, unvorstellbare Rückkehr-GM, jahrelange Rechtsstreits-Experten, quälender Verfall-Experten;0;
47;http://www.zeit.de/2009/31/Opel/komplettansicht?print=true;2009;31;Zeit;Erst raus, dann rein;Marc Brost + Heike Buchter;9;Gegenwart, Vergangenheit;USA;-;ausgenutzte Konkursrecht-Spielräume-Autoteam-Obama, staatlich-finanzierter Notverkauf, abgewickelter Rest, drastisch-reduzierte Schulden-GM, neues Staatsunternehmen-GM;-1;
47;http://www.zeit.de/2009/31/Opel/komplettansicht?print=true;2009;31;Zeit;Erst raus, dann rein;Marc Brost + Heike Buchter;10;Gegenwart;Deutschland, USA;-;spürbare Folgen, altes Verhandlungsgebahren, schmachvolle Zweitplatzierung-GM-Detroit, inakzeptabler Minderheitsgesellschafter-Status-GM-Opel;0;
47;http://www.zeit.de/2009/31/Opel/komplettansicht?print=true;2009;31;Zeit;Erst raus, dann rein;Marc Brost + Heike Buchter;11;Gegenwart;USA;-;schnelle Konkurs-Abweisung-GM, ähnliche Manager-Detroit-GM, alter Marketing-Chef-Bob-Lutz;-2;
47;http://www.zeit.de/2009/31/Opel/komplettansicht?print=true;2009;31;Zeit;Erst raus, dann rein;Marc Brost + Heike Buchter;12;Gegenwart, Vergangenheit;USA;-;selbstbewusstes Detroit, weitermachende GM-Jungs;0;
47;http://www.zeit.de/2009/31/Opel/komplettansicht?print=true;2009;31;Zeit;Erst raus, dann rein;Marc Brost + Heike Buchter;13;Gegenwart, Vergangenheit;USA;-;involvierter Finanzinvestor-Ripplewood, vertrautes Management-GM, durchleuchtete Autobranche-Ripplewood, gesuchte-angeschlagene Zulieferer, gesuchte-sanierungsreife Tochterfirmen;0;
47;http://www.zeit.de/2009/31/Opel/komplettansicht?print=true;2009;31;Zeit;Erst raus, dann rein;Marc Brost + Heike Buchter;14;Gegenwart, Vergangenheit;Deutschland, USA;-;Personalunion-Ripplewood-Ford-Chrysler-Tom-Stalkamp, gute Top-Management-Drähte, alte Deutschland-Verbindung-DaimlerChrysler-Vorstend-Stalkamp, verschwiegener Stalkamp;-2;
47;http://www.zeit.de/2009/31/Opel/komplettansicht?print=true;2009;31;Zeit;Erst raus, dann rein;Marc Brost + Heike Buchter;15;Gegenwart, Zukunft;USA;-;bestrittene Einstiegs-Gerüchte-Ripplewood-IHJ-International, möglich Rückkauf-Platzhalter-Funktion-Ripplewood, üblich-kurzfristige Finanzinvestoren-Haltung;-1;
47;http://www.zeit.de/2009/31/Opel/komplettansicht?print=true;2009;31;Zeit;Erst raus, dann rein;Marc Brost + Heike Buchter;16;Gegenwart, Zukunft;USA;-;geschmiedete Größen-Rückkehr-Pläne, geplanter Delphi-Rückkauf-GM, möglicher Delphi-Rückkauf-GM;0;Ich merke, dass meine Bewertungen negativer werden, denke aber, dass das an den Texten liegt.
48;http://www.zeit.de/2009/33/Konsum/komplettansicht?print=true;2009;33;Zeit;Konsum kommt nicht in Gang;Gunhild Lütge;1;Gegenwart, Vergangenheit;Deutschland;-;Nötig-steigende Einkommen, negative Inflationsrate, fallende Preise, eigentliche Sensation, ungebrochene Kauflaune, nicht-profitierender Einzelhandel;1;
48;http://www.zeit.de/2009/33/Konsum/komplettansicht?print=true;2009;33;Zeit;Konsum kommt nicht in Gang;Gunhild Lütge;2;Vergangenheit;Deutschland;-;niedrigere Energie-Preise, billigeres Heizöl, billigeres Benzin, billigeres Diesel, gestützte Konjunktur-Verbraucher, berliner Geldsegen, nicht-wachsende Löhne, nicht-wachsende Gehälter;1;
48;http://www.zeit.de/2009/33/Konsum/komplettansicht?print=true;2009;33;Zeit;Konsum kommt nicht in Gang;Gunhild Lütge;3;Vergangenheit;Deutschland;-;zurück-fließende Pendlerpauschalen-Milliarden, herabgesetzter Krankenversicherungs-Einheitsbeitrag, hereingespültes Konjunktur-Paket-Geld-Bundesbürger, wirkungsvolle Unterstützung-Niedrig-Einkommen-Pauschalen;2;
48;http://www.zeit.de/2009/33/Konsum/komplettansicht?print=true;2009;33;Zeit;Konsum kommt nicht in Gang;Gunhild Lütge;4;Vergangenheit,Gegenwart;Deutschland;-;ausgelöster Abwrack-Prämie-Konsumrausch, steigende PKW-Neuzulassungen;1;
48;http://www.zeit.de/2009/33/Konsum/komplettansicht?print=true;2009;33;Zeit;Konsum kommt nicht in Gang;Gunhild Lütge;5;Vergangenheit,Gegenwart;Deutschland;-;empfindlicher Einzelhandel-Umsatzschwung, künstlich-angefachter Boom, gebundene Kaufkraft, fehlender Einzelhandel-Konsum, hart-getroffene Sparten, drastischer Umsatzeinbruch-Möbelverband, entzogene Kaufkraft;-1;
48;http://www.zeit.de/2009/33/Konsum/komplettansicht?print=true;2009;33;Zeit;Konsum kommt nicht in Gang;Gunhild Lütge;6;Vergangenheit,Gegenwart;Deutschland;-;hoffnungsvolle Einzelhändler, möglich-stagnierende Umsätze, realer Umsatz-Zurückgang;0;
48;http://www.zeit.de/2009/33/Konsum/komplettansicht?print=true;2009;33;Zeit;Konsum kommt nicht in Gang;Gunhild Lütge;7;Vergangenheit, Gegenwart, Zukunft;Deutschland;-;möglich Strohfeuer-Konjunkturpakete, temporäre Abwrackprämien-Euphorie-Autohäuser-Branchenverband-Chef, konkrete Postbank-Volkswirte, möglich-vorgezogener Konsum, möglich Konsum-Einbruch;-1;
48;http://www.zeit.de/2009/33/Konsum/komplettansicht?print=true;2009;33;Zeit;Konsum kommt nicht in Gang;Gunhild Lütge;8;Vergangenheit, Gegenwart, Zukunft;Deutschland;-;sorgenvolle Marktforscher, möglich-steigende Arbeitslosen-Zahlen, möglich-steigende Insolvenzen, auslaufende Kurzarbeit, ängstliche Deutsche, steigende Zukunftsangst, anhaltender Konsum, möglich-drastische Arbeitsmarkt-Verschlimmerung, möglich-negative Konsum-Entwicklung;-2;
48;http://www.zeit.de/2009/33/Konsum/komplettansicht?print=true;2009;33;Zeit;Konsum kommt nicht in Gang;Gunhild Lütge;9;Vergangenheit,Gegenwart;Deutschland;-;stagnierende Einkommen, getrichene-übertarifliche Betriebs-Leistungen, gestrichene-übertarifliche Betriebs-Boni, sinkende Gesamt-Bruttolohn-Summe;-2;
48;http://www.zeit.de/2009/33/Konsum/komplettansicht?print=true;2009;33;Zeit;Konsum kommt nicht in Gang;Gunhild Lütge;10;Gegenwart;Deutschland;-;nötig-vorsichtiges Prekär-Job-Beschäftigte-Haushalten, stagnierende Effektivlöhne, sinkende Effektivlöhne, spürbare Kostenentlastung, sinkender-privater Verbrauch-Ralph-Solveen-Commerzbank, negative Gehaltsentwicklung-Ralph-Solveen;-2;
48;http://www.zeit.de/2009/33/Konsum/komplettansicht?print=true;2009;33;Zeit;Konsum kommt nicht in Gang;Gunhild Lütge;11;Gegenwart, Zukunft;Deutschland;-;wachsende Konsum-Unterstützer-Zahl-Ökonomen, steigende Einkommens-Schieflage-Dirk-Schumacher-Goldman-Sachs-Chefvolkswirt, nötig Real-Netto-Lohn-Steigerung-Dirk-Schumacher, nötig-lehrende Vergangenheits-Fehler-Institut-der-Deutschen-Wirtschaft-IW, begrenzte Verdienst-Zuwachs-Möglichkeit-Bevölkerungskreise-IW, deutlich-steigende Gewinn-Einkommen-IW, schmälernde Merhwertsteuer-Erhöhung, sinkende Kaufkraft, nötig Klein-und-Mittlere-Einkommens-Entlastung-Michael-Hüther, nötig-sinkende Löhne-Arbeitgeberpräsident-Dieter-Hundt, mögliche Negativ-Spirale-DGB-Ökonom-Hirschel;-2;
49;http://www.zeit.de/2009/34/01-Banken/komplettansicht?print=true;2009;34;Zeit;Der Bankenüberfall;Uwe Jean Heuser;1;Gegenwart;Deutschland, Schweiz, Großbritannien, USA;Frankfurt;staatlich-gerettete Finanzindustrie, gedrehtes-großes Rad, abräumende Geldhäuser, hohe Goldman-Sachs-Bank-Gewinne, zurückgelegte Boni-Milliarden, riesige Gewinne-Barclays-Credit-Suisse-JP-Morgan-Deutsche-Bank, kräftig-verdienende Topleute;-2;
49;http://www.zeit.de/2009/34/01-Banken/komplettansicht?print=true;2009;34;Zeit;Der Bankenüberfall;Uwe Jean Heuser;2;Gegenwart;Welt;-;neue Abermilliarden-Staats-Schulden, ausgelöster Abschwung-Finanzbranche, unbeeindruckte Banken-Führungsetagen, angeschlagenes Gerechtigkeitsempfinden;-3;
49;http://www.zeit.de/2009/34/01-Banken/komplettansicht?print=true;2009;34;Zeit;Der Bankenüberfall;Uwe Jean Heuser;3;Gegenwart;Welt;-;knappe Wirtschafts-Kredite, einige Banken-Schwierigkeiten, gedrehtes-großes-Rad-lucky-few, hohe Gebühren, warm-laufende Aktienspekulanten, unveränderte Derivate-Künstler;-1;
49;http://www.zeit.de/2009/34/01-Banken/komplettansicht?print=true;2009;34;Zeit;Der Bankenüberfall;Uwe Jean Heuser;4;Gegenwart, Zukunft;Welt;-;möglich-nächster Goldrausch, möglich-steigende Umweltunternehmen-Aktienkurse, möglich-attraktiver Klimagasemissions-Handel, mögliche Spekulation;1;
49;http://www.zeit.de/2009/34/01-Banken/komplettansicht?print=true;2009;34;Zeit;Der Bankenüberfall;Uwe Jean Heuser;5;Gegenwart, Vergangenheit;Welt, Amerika;-;volatiles Markt-Lebens-Prinzip, nötige Wellenbewegungen-Markt, ermöglichtest Wachstum, ermöglichte Innovation, unnötige Schwankungs-Verstärkung-Banken, profitable Schwankungen-Banken, nicht-hinnehmbares Verhalten-Banken, hohe Verdienst-Schieflage-Finanzinstitute;-1;
49;http://www.zeit.de/2009/34/01-Banken/komplettansicht?print=true;2009;34;Zeit;Der Bankenüberfall;Uwe Jean Heuser;6;Gegenwart;Welt;-;geforderte Moral-Finanzmanager, unrealistische Forderungen, anhaltende Profit-Orientierung;-1;
49;http://www.zeit.de/2009/34/01-Banken/komplettansicht?print=true;2009;34;Zeit;Der Bankenüberfall;Uwe Jean Heuser;7;Gegenwart;USA;-;Entsetzter-oberster Anwalt-New-York-Andrew-Cuomo, riesige-ausgeschüttete Boni, krankes System, gegeneinander-ausgespielte Institute, gigantischer Profitdruck-Banken-Branche;-2;
49;http://www.zeit.de/2009/34/01-Banken/komplettansicht?print=true;2009;34;Zeit;Der Bankenüberfall;Uwe Jean Heuser;8;Gegenwart;Welt;-;nötig-staatlicher Widerstand, nötig-steigende Bankenregulierung, nötig-begrenztes-schädliches Treiben, nötig-steigendes Eigenkapital, nötig-mäßige Verschuldung, nötig-lückenlose Aufsicht, nötig-kontrollierte Fonds, nötig-offene Banken-Geschäfte, nötige Seriösitäts-Prüfung, nötig-börsennotierte Derivate, nötig-verändertes Banken-Bonus-System;0;
49;http://www.zeit.de/2009/34/01-Banken/komplettansicht?print=true;2009;34;Zeit;Der Bankenüberfall;Uwe Jean Heuser;9;Gegenwart;Welt, Deutschland, Amerika, Großbritannien;-;vorteilhafte Finanz-Stabilität, kräftig-bezahlendes Deutschland, hängenbleibende Gewinne-New-York-London, abgelehnte Regeln-Amerikaner, abgelehnte Regeln-Briten, nötig-kämpfende Regulierer-Deutschen, nötig-umfassende Reformen;-1;
49;http://www.zeit.de/2009/34/01-Banken/komplettansicht?print=true;2009;34;Zeit;Der Bankenüberfall;Uwe Jean Heuser;10;Gegenwart;Deutschland;-;nötige Krisen-Lern-Debatte, möglich-regionale Lösungen, langfristig-positives Eigenkapital-Banken;1;
