;Metadaten;;;;;;;Bewertungsteil;;;;;;;
47;http://www.zeit.de/2009/31/Opel/komplettansicht?print=true;2009;31;Zeit;Erst raus, dann rein;Marc Brost + Heike Buchter;6;Vergangenheit;Deutschland;;hoch StaatsbÅrgschaft-öberbrÅckungskredit-Bundesregierung-Opel;0;;;
47;http://www.zeit.de/2009/31/Opel/komplettansicht?print=true;2009;31;Zeit;Erst raus, dann rein;Marc Brost + Heike Buchter;7;Gegenwart;Deutschland, USA;;steigend Selbstbewusstsein-GM, zÑh Verhandlungen-OpelÅbernahme-GM-Magna-Ripplewood-BAIC;-1;;;
47;http://www.zeit.de/2009/31/Opel/komplettansicht?print=true;2009;31;Zeit;Erst raus, dann rein;Marc Brost + Heike Buchter;8;Vergangenheit, Gegenwart;USA;;gro· Industrieinsolvenz-GM;1;;;
47;http://www.zeit.de/2009/31/Opel/komplettansicht?print=true;2009;31;Zeit;Erst raus, dann rein;Marc Brost + Heike Buchter;9;Vergangenheit, Gegenwart;USA;;Insolvenzverfahren-Firmenrettung-DM-Obama;1;;;
47;http://www.zeit.de/2009/31/Opel/komplettansicht?print=true;2009;31;Zeit;Erst raus, dann rein;Marc Brost + Heike Buchter;10;Gegenwart;USA, Deutschland;;RÅckkehr-Verhandlungsniveau-StÑrke-GM;0;;;
47;http://www.zeit.de/2009/31/Opel/komplettansicht?print=true;2009;31;Zeit;Erst raus, dann rein;Marc Brost + Heike Buchter;11;Gegenwart;USA;;gleichbleibend Kader-FÅhrungsriege-GM;-1;;;
47;http://www.zeit.de/2009/31/Opel/komplettansicht?print=true;2009;31;Zeit;Erst raus, dann rein;Marc Brost + Heike Buchter;12;Gegenwart;USA;;gleichbleibend Management-GM;-1;;;
47;http://www.zeit.de/2009/31/Opel/komplettansicht?print=true;2009;31;Zeit;Erst raus, dann rein;Marc Brost + Heike Buchter;13;Gegenwart;USA;;Ripplewood-Finanzinvestor-Erfahren;1;;;
47;http://www.zeit.de/2009/31/Opel/komplettansicht?print=true;2009;31;Zeit;Erst raus, dann rein;Marc Brost + Heike Buchter;14;Vergangenheit, Gegenwart;USA, Deutschland;;Ripplewood-Stallkamp-Verbindung-Branche-DaimlerChrysler;0;;;
47;http://www.zeit.de/2009/31/Opel/komplettansicht?print=true;2009;31;Zeit;Erst raus, dann rein;Marc Brost + Heike Buchter;15;Gegenwart;USA, Europa;;RHJ-International-GM-Opel-GerÅchte;-1;;;
47;http://www.zeit.de/2009/31/Opel/komplettansicht?print=true;2009;31;Zeit;Erst raus, dann rein;Marc Brost + Heike Buchter;16;Gegenwart, Zukunft;USA;;GM-GerÅchte-öbernahme-Delphi;0;;;
48;http://www.zeit.de/2009/33/Konsum/komplettansicht?print=true;2009;33;Zeit;Konsum kommt nicht in Gang;Gunhild LÅtge;1;Vergangenheit, Gegenwart;Deutschland;;fallend Inflationsrate, Deflation, gleichbleibend Kauflaune-Konsum, fallend Gewinne-Einzelhandel;0;;;
48;http://www.zeit.de/2009/33/Konsum/komplettansicht?print=true;2009;33;Zeit;Konsum kommt nicht in Gang;Gunhild LÅtge;2;Gegenwart;Deutschland;;fallend Energiepreise-Benzinpreise-Heizîlpreise-Dieselpreise, KonjunkturstÅtze-Verbraucher-Konsum;2;;;
48;http://www.zeit.de/2009/33/Konsum/komplettansicht?print=true;2009;33;Zeit;Konsum kommt nicht in Gang;Gunhild LÅtge;3;Vergangenheit, Gegenwart;Deutschland;;Pendlerpauschale-Verfassungsgericht, sinkend Einheitsbeitrag-Gesetzliche-Krankenversicherung, Konjunkturpakete-Kindergeld;3;;;
48;http://www.zeit.de/2009/33/Konsum/komplettansicht?print=true;2009;33;Zeit;Konsum kommt nicht in Gang;Gunhild LÅtge;4;Vergangenheit, Gegenwart;Deutschland;;AbwrackprÑmie, steigend Pkw-Zulassungen;3;;;
48;http://www.zeit.de/2009/33/Konsum/komplettansicht?print=true;2009;33;Zeit;Konsum kommt nicht in Gang;Gunhild LÅtge;5;Vergangenheit, Gegenwart;Deutschland;;kÅnstlich Boom-Konsum, Industriegebunden-Konsum, hoch GewinneinbrÅche-Mîbelhandel;-3;;;
48;http://www.zeit.de/2009/33/Konsum/komplettansicht?print=true;2009;33;Zeit;Konsum kommt nicht in Gang;Gunhild LÅtge;6;Vergangenheit, Gegenwart;Deutschland;;fallend-schrumpfend Gewinne-Einzelhandel;-2;;;
48;http://www.zeit.de/2009/33/Konsum/komplettansicht?print=true;2009;33;Zeit;Konsum kommt nicht in Gang;Gunhild LÅtge;7;Gegenwart, Zukunft;Deutschland;;vorgezogen AutokÑufe-AbwrackprÑmie, temporÑr Aufschwung-Autoindustrie-AbwrackprÑmie, fallend AutoverkÑufe-Zukunft;-2;;;
48;http://www.zeit.de/2009/33/Konsum/komplettansicht?print=true;2009;33;Zeit;Konsum kommt nicht in Gang;Gunhild LÅtge;8;Gegenwart, Zukunft;Deutschland;;steigend Arbeitslosigkeit-BefÅrchtung-Sorgen, steigend-hoch Zukunftsangst-Bevîlkerung-Studie-BCG;-3;"BCG=""Boston Consulting Group""";;
48;http://www.zeit.de/2009/33/Konsum/komplettansicht?print=true;2009;33;Zeit;Konsum kommt nicht in Gang;Gunhild LÅtge;9;Gegenwart, Zukunft;Deutschland;;steigend Lîhne-TarifvertrÑge, fallend Bruttolîhne;-1;;;
48;http://www.zeit.de/2009/33/Konsum/komplettansicht?print=true;2009;33;Zeit;Konsum kommt nicht in Gang;Gunhild LÅtge;10;Gegenwart;Deutschland;;hoch Anteil-Geringverdiener-Minijobs-Zeitarbeit-Arbeitsmarkt-DKB, stagnierend-gleichbleibend-sinkend-fallend Reallîhne-Kostenentlastung-Industrie-Commerzbank;-1;;;
48;http://www.zeit.de/2009/33/Konsum/komplettansicht?print=true;2009;33;Zeit;Konsum kommt nicht in Gang;Gunhild LÅtge;11;Gegenwart, Zukunft;Deutschland;;Forderung-ôkonomen-StÑrkung-Konsum-Goldman-Sachs-Schumacher, Notwendig-Steigerung-Nettolîhne-IW, Forderung-Steigerung-Nettolîhne-Verringerung-Bruttolîhne-Hundth-ArbeitgeberprÑsident, Kritik-DGB;0;;;
49;http://www.zeit.de/2009/34/01-Banken/komplettansicht?print=true;2009;34;Zeit;Der BankenÅberfall;Uwe Jean Heuser;1;Gegenwart;Welt, USA, Gro·britannien, Schweiz, Deutschland;Frankfurt;steigend Gewinne-Investmentbanken, steigend RÅcklagen-GehÑlter-Goldman-Sachs, steigend-hoch GehÑlter-Investment-Banking;2;;;
49;http://www.zeit.de/2009/34/01-Banken/komplettansicht?print=true;2009;34;Zeit;Der BankenÅberfall;Uwe Jean Heuser;2;Gegenwart;Welt;;hoch Schulden-Staaten-Wirtschaftskrise, gering Gerechtigkeit-Investment-Banken-Staaten;-3;;;
49;http://www.zeit.de/2009/34/01-Banken/komplettansicht?print=true;2009;34;Zeit;Der BankenÅberfall;Uwe Jean Heuser;3;Gegenwart;Welt;;steigend Gewinne-Investmentbanken, steigend AktienspÑkulation, gleichbleibend Derivatehandel;-1;;;
49;http://www.zeit.de/2009/34/01-Banken/komplettansicht?print=true;2009;34;Zeit;Der BankenÅberfall;Uwe Jean Heuser;4;Zukunft;Welt;;steigend Perspektive-Umweltunternehmen, steigend Perspektive-Emissionshandel-Investment-Banken;1;;;
49;http://www.zeit.de/2009/34/01-Banken/komplettansicht?print=true;2009;34;Zeit;Der BankenÅberfall;Uwe Jean Heuser;5;Vergangenheit, Gegenwart, Zukunft;Welt;;hoch Gewinne-Finanzbranche, Schieflage-Finanzindustrie;-2;;;
49;http://www.zeit.de/2009/34/01-Banken/komplettansicht?print=true;2009;34;Zeit;Der BankenÅberfall;Uwe Jean Heuser;6;Gegenwart;Welt;;Anreize-Finanzindustrie;1;;;
49;http://www.zeit.de/2009/34/01-Banken/komplettansicht?print=true;2009;34;Zeit;Der BankenÅberfall;Uwe Jean Heuser;7;Vergangenheit, Gegenwart;USA;;hoch GehÑlter-Boni-Finanzindustrie-GewinnunabhÑngig, gigantisch-hoch Profitdruck-Finanzindustrie-Finanzbranche;-2;;;
49;http://www.zeit.de/2009/34/01-Banken/komplettansicht?print=true;2009;34;Zeit;Der BankenÅberfall;Uwe Jean Heuser;8;Zukunft;Welt;;Finanzmarktreform-Vorschlag;2;;;
49;http://www.zeit.de/2009/34/01-Banken/komplettansicht?print=true;2009;34;Zeit;Der BankenÅberfall;Uwe Jean Heuser;9;Gegenwart, Zukunft;Welt, Deutschland, USA, Gro·britannien;;notwendig Finanzmarktreform-Global, niedrig Profite-Finanzindustrie, hoch Profite-Finanzindustrie-London-New-York;-1;;;
49;http://www.zeit.de/2009/34/01-Banken/komplettansicht?print=true;2009;34;Zeit;Der BankenÅberfall;Uwe Jean Heuser;10;Zukunft;Deutschland;;notwendig Finanzmarktreform;1;;;
49;http://www.zeit.de/2009/34/01-Banken/komplettansicht?print=true;2009;34;Zeit;Der BankenÅberfall;Uwe Jean Heuser;11;Gegenwart, Zukunft;Deutschland;;notwendig Finanzmarktreform, Politik-Banken-Selbstschutz-Merkel;0;;;
50;http://www.zeit.de/2009/40/Arbeit-Loehne/komplettansicht?print=true;2009;40;Zeit;Mehr Jobs, weniger Geld;Kolja Rudzio;1;Vergangenheit, Gegenwart;Deutschland;;gering-niedrig Arbeitslosigkeit-Wahlen-Merkel;2;;;
50;http://www.zeit.de/2009/40/Arbeit-Loehne/komplettansicht?print=true;2009;40;Zeit;Mehr Jobs, weniger Geld;Kolja Rudzio;2;Vergangenheit;Deutschland;;positiv Bilanz-Arbeitsmarkt, Ursache-Bilanz-Bundesregierung-Arbeitsmarkt-Wirtschaftsboom-Wirtschaftskrise;0;;;
50;http://www.zeit.de/2009/40/Arbeit-Loehne/komplettansicht?print=true;2009;40;Zeit;Mehr Jobs, weniger Geld;Kolja Rudzio;3;Vergangenheit;Deutschland;;Bankenrettung-Konjunkturprogramme-Kurzarbeit-Verbesserung-Wirtschaft, verzîgert Effekt-Reform-Arbeitsmarkt, Arbeitsmarkt-Bilanz-Effekt-VorgÑngerregierung;1;;;
50;http://www.zeit.de/2009/40/Arbeit-Loehne/komplettansicht?print=true;2009;40;Zeit;Mehr Jobs, weniger Geld;Kolja Rudzio;4;Vergangenheit, Gegenwart;Deutschland, OECD;;fallend-niedrig Arbeitslosigkeit-Erfolg-Deutschland, hoch Arbeitslosigkeit-Durchschnitt-OECD;2;;;
50;http://www.zeit.de/2009/40/Arbeit-Loehne/komplettansicht?print=true;2009;40;Zeit;Mehr Jobs, weniger Geld;Kolja Rudzio;5;Gegenwart;Deutschland;;hoch Zeitarbeit, fallend-gesunken Stundenlîhne-Netto-Real-Durchschnitt;-2;;;
50;http://www.zeit.de/2009/40/Arbeit-Loehne/komplettansicht?print=true;2009;40;Zeit;Mehr Jobs, weniger Geld;Kolja Rudzio;6;Vergangenheit, Gegenwart;Deutschland;;steigend Einkommensungleichheit-Armut-Vergangenheit, fallend Armut-Gegenwart;2;;;
51;http://www.zeit.de/2009/42/PPP/komplettansicht?print=true;2009;42;Zeit;Die nÑchste Privatisierungswelle;Gîtz Hamann;1;Zukunft;Deutschland;;gro·-hoch-nahend Privatisierungswelle-LÑnder-Gemeinden-Prognose;1;;;
51;http://www.zeit.de/2009/42/PPP/komplettansicht?print=true;2009;42;Zeit;Die nÑchste Privatisierungswelle;Gîtz Hamann;2;Gegenwart;Deutschland;;hoch Defizite-LÑnder-Gemeinden-Minusrekorde, steigend Defizite-Kommunen-Deutscher-StÑdtetag;-3;;;
51;http://www.zeit.de/2009/42/PPP/komplettansicht?print=true;2009;42;Zeit;Die nÑchste Privatisierungswelle;Gîtz Hamann;3;Vergangenheit, Gegenwart;Deutschland;;steigend PPP-GeschÑft-Erwartung-Projektgesellschaft-Hochtief;1;"PPP=""Public Private Partnership""";;
51;http://www.zeit.de/2009/42/PPP/komplettansicht?print=true;2009;42;Zeit;Die nÑchste Privatisierungswelle;Gîtz Hamann;4;Vergangenheit, Gegenwart;Deutschland;Offenbach, Hessen, Baden-WÅrttemberg;ungewiss Nutzen-PPP-System-Maut-Toll-Collect, gering Kostenvorteile-PPP-Rechnungshof-Baden-WÅrttemberg;-1;;;
51;http://www.zeit.de/2009/42/PPP/komplettansicht?print=true;2009;42;Zeit;Die nÑchste Privatisierungswelle;Gîtz Hamann;5;Gegenwart;Deutschland;Offenbach, Hessen;umfangreich Vereinbarungen-VertrÑge-PPP;-1;;;
51;http://www.zeit.de/2009/42/PPP/komplettansicht?print=true;2009;42;Zeit;Die nÑchste Privatisierungswelle;Gîtz Hamann;6;Gegenwart, Zukunft;Australien;;hoch-steigend Investitionen-PPP-Meerwasser-Entsalzungsanlage-Stra·en-Hochtief;3;;;
52;http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true;2009;45;Zeit;Auf sie mit GefÅhl;Anna Marohn;1;Gegenwart;Deutschland;;TV-Werbung-QualitÑt;0;;;
52;http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true;2009;45;Zeit;Auf sie mit GefÅhl;Anna Marohn;2;Gegenwart;Deutschland;;niedrig-fallend Einnahmen-Budgets-Werbeagenturen-Verlage-Fernsehsender, TV-Werbung-Neuerungen;-1;;;
52;http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true;2009;45;Zeit;Auf sie mit GefÅhl;Anna Marohn;3;Gegenwart, Zukunft;Deutschland;;fallend Werbeeinnahmen-Medien-Zentralverband-der-Werbewirtschaft;-3;;;
52;http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true;2009;45;Zeit;Auf sie mit GefÅhl;Anna Marohn;4;Gegenwart;Deutschland;;fallend Gewinne-WerbegeschÑft-Gesamtverband-Kommunikationsagenturen-Branchenkenner;-3;;;
52;http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true;2009;45;Zeit;Auf sie mit GefÅhl;Anna Marohn;5;Gegenwart;Deutschland;;steigend Kurzarbeit-Werbeagenturen, Springer-Jacoby-Investorensuche;-3;;;
52;http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true;2009;45;Zeit;Auf sie mit GefÅhl;Anna Marohn;6;Gegenwart;Deutschland;;fallend Preise-TV-Werbespots, wachsend Einnahmen-Onlinewerbung-Google-Rekordergebnis;1;;;
52;http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true;2009;45;Zeit;Auf sie mit GefÅhl;Anna Marohn;7;Zukunft;Deutschland;;fallend Bruttowerbeaufwendungen-Mediaagentur-Manager;-2;;;
52;http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true;2009;45;Zeit;Auf sie mit GefÅhl;Anna Marohn;8;Gegenwart, Zukunft;Deutschland;;Schuldscheine-Unternehmensbeteiligungen-Gewinnbeteiligungen-Bezahlung-TV-Werbung, fallend Werbeeinnahmen-Sender-ProSiebSat.1-Gruppe, steigend Werbeeinnahmen-TV-Aufschwung-Zukunft-Prognose-Hoffnung, hoch Potential-TV-Werbung-Langfristig;1;;;
52;http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true;2009;45;Zeit;Auf sie mit GefÅhl;Anna Marohn;9;Gegenwart, Zukunft;Deutschland;;Probleme-QualitÑt-TV-Werbung-Sebastian-Turner-Scholz&Friends;-2;"Scholz&Friends=""Scholz & Friends""";;
52;http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true;2009;45;Zeit;Auf sie mit GefÅhl;Anna Marohn;10;Zukunft;Deutschland;;neu Konzept-TV-Werbung-Belohnung-Schadensersatz;1;;;
52;http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true;2009;45;Zeit;Auf sie mit GefÅhl;Anna Marohn;11;Gegenwart, Zukunft;Deutschland;;steigend Potential-Zielgruppengerichtet-Werbung-Internet, steigend Druck-TV-Werbung-QualitÑt-KundennÑhe;0;;;
52;http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true;2009;45;Zeit;Auf sie mit GefÅhl;Anna Marohn;12;Gegenwart;Deutschland;;Neuromarketing-Hirnforschung-Werbung-Kaufanreize;1;;;
52;http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true;2009;45;Zeit;Auf sie mit GefÅhl;Anna Marohn;13;Gegenwart;Deutschland;;Werbung-GefÅhle-Emotionsstrategie-Elke-Schwarz-Gerhard-Bittner;1;;;
52;http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true;2009;45;Zeit;Auf sie mit GefÅhl;Anna Marohn;14;Vergangenheit;Deutschland;;Erfolgsbeispiel-TV-Werbung-Deutsche-Telekom-Saatchi&Saatchi;2;"Saatchi&Saatchi=""Saatchi & Saatchi""";;
52;http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true;2009;45;Zeit;Auf sie mit GefÅhl;Anna Marohn;15;Zukunft;Deutschland;;hoch Gewinne-Saatchi&Saatchi-Agentur-Lovemarks;2;;;
52;http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true;2009;45;Zeit;Auf sie mit GefÅhl;Anna Marohn;16;Gegenwart;Deutschland;;Investitionen-Marke-Krise-Abschwung-Preiskampf;-1;;;
53;http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true;2009;46;Zeit;Von wegen Krise;Kolja Rudzio;1;Gegenwart;Deutschland;Frankfurt (Oder), Brandenburg;niedrig Effekt-Krise, hoch Arbeitslosigkeit, gut Wirtschafslage;2;;;
53;http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true;2009;46;Zeit;Von wegen Krise;Kolja Rudzio;2;Gegenwart;Deutschland;Frankfurt (Oder), Brandenburg;fallend Arbeitslosigkeit;3;;;
53;http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true;2009;46;Zeit;Von wegen Krise;Kolja Rudzio;3;Gegenwart, Zukunft;Deutschland;Frankfurt (Oder), Brandenburg;steigend Einnahmen-Gewerbesteuer, fallend Arbeitslosenquote-Arbeitslosigkeit, niedrig Effekt-Wirtschaftsturbulenzen;3;;;
53;http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true;2009;46;Zeit;Von wegen Krise;Kolja Rudzio;4;Gegenwart;Deutschland;Ostdeutschland;fallend Arbeitslosigkeit, stabil Wirtschaft, Sonderkonjunktur, niedrig Arbeitslosigkeit-Rekord;2;;Ostdeutschland korrekte Region?;
53;http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true;2009;46;Zeit;Von wegen Krise;Kolja Rudzio;5;Gegenwart;Deutschland;Ostdeutschland;niedrig Arbeitslosenquote, Statistikregeln-Kurzarbeit-Mangel-VerlÑsslich-Daten;2;;;
53;http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true;2009;46;Zeit;Von wegen Krise;Kolja Rudzio;6;Vergangenheit, Gegenwart;Deutschland;EisenhÅttenstadt, Brandenburg, Leipzig, Sachsen, Brandenburg;hoch-fallend Kurzarbeit-Gro·betriebe-Brandenburg-ArcelorMittal-Krise, steigend-niedrig Auslastung-ArcelorMittal, hoch-fallend Kurzarbeit-BWM, unbetroffen Krise-Solarzellenbranche;2;;;
53;http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true;2009;46;Zeit;Von wegen Krise;Kolja Rudzio;7;Vergangenheit, Gegenwart;Deutschland;Ostdeutschland;niedrig Anzahl-Industriebetriebe-Abbau-DDR-Industrie;-1;;;
53;http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true;2009;46;Zeit;Von wegen Krise;Kolja Rudzio;8;Gegenwart;Deutschland;Ostdeutschland;hoch Dienstleistungen-Binnenwirtschaft, niedrig Exporte-AbhÑngigkeit-Weltwirtschaft, fallend Arbeitslosenquote-Mecklenburg-Vorpommern, steigend Jobs-Sozialversicherungspflichtig-Mecklenburg-Vorpommern;1;;;
53;http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true;2009;46;Zeit;Von wegen Krise;Kolja Rudzio;9;Gegenwart;Deutschland;;hoch Arbeitslosenquote-Ostdeutschland-Relativ-Westdeutschland, unprognostizierbar Entwicklung-Arbeitsmarkt-Ostdeutschland-Agentur-fÅr-Arbeit-Reimund-Becker;1;;;
53;http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true;2009;46;Zeit;Von wegen Krise;Kolja Rudzio;10;Zukunft;Deutschland;;ungewiss Entwicklung-Arbeitsmarkt-Gesamtdeutschland, steigend Weltwirtschaft-Profit-Westdeutschland-IWH, fallend Gewinne-Autoindustrie-ExportmÑrkte-Problem-Westdeutschland-IAB;0;"IWH=""Institut fÅr Wirtschaftsforschung"", IAB=""Institut fÅr Arbeitsmarkt- und Berufsforschung""";;
53;http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true;2009;46;Zeit;Von wegen Krise;Kolja Rudzio;11;Zukunft;Deutschland;Frankfurt (Oder), Brandenburg, Ostdeutschland;steigend Emigration-Junge, niedrig Geburtenrate, fallend-niedrig Jugendarbeitslosigkeit;1;;;
53;http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true;2009;46;Zeit;Von wegen Krise;Kolja Rudzio;12;Vergangenheit;Deutschland;Ostdeutschland;fallend ArbeitskrÑfte, steigend ErwerbstÑtige, fallend-stark Arbeitslosigkeit;2;;;
53;http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true;2009;46;Zeit;Von wegen Krise;Kolja Rudzio;13;Zukunft;Deutschland;Ostdeutschland;Belastung-Demographischer-Faktor, fallend Potential-LeistungsfÑhiger-ArbeitskrÑfte-Wachstumsbremse-IWH, notwendig-steigend Investitionen-Bildung-Fortbildung;-1;;;
53;http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true;2009;46;Zeit;Von wegen Krise;Kolja Rudzio;14;Gegenwart, Zukunft;Deutschland;Ostdeutschland;steigend-notwendig Immigration-Polen;1;;;
53;http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true;2009;46;Zeit;Von wegen Krise;Kolja Rudzio;15;Gegenwart;Deutschland;;steigend Arbeitslosigkeit-Westdeutschland-Quelle-Insolvenzen, fallend Arbeitssuchende-Ostdeutschland;-1;;;
54;http://www.zeit.de/2009/47/Kolumne-Konjunktur/komplettansicht?print=true;2009;47;Zeit;Es geht voran;Mark Schieritz;1;Gegenwart, Zukunft;Deutschland;;steigend Positive-Meldungen-Paradox, steigend Exporte, Mini-Boom, steigend Wirtschaftswachstum-Prognose;3;;;
54;http://www.zeit.de/2009/47/Kolumne-Konjunktur/komplettansicht?print=true;2009;47;Zeit;Es geht voran;Mark Schieritz;2;Gegenwart, Zukunft;Deutschland;;Wohlstand-RÅckgewinnung-Ungewissheit, Vermeidung-Kahlschlag-Arbeitsmarkt-Politik;1;;;
54;http://www.zeit.de/2009/47/Kolumne-Konjunktur/komplettansicht?print=true;2009;47;Zeit;Es geht voran;Mark Schieritz;3;Vergangenheit;Deutschland;;Befristeter-Streik-Privatsektor, niedrig-fallend Investitionen-Firmen, fallend Konsum-Verbraucher;-2;;;
54;http://www.zeit.de/2009/47/Kolumne-Konjunktur/komplettansicht?print=true;2009;47;Zeit;Es geht voran;Mark Schieritz;4;Gegenwart;Deutschland;;steigend Ersparnisse-BÅrger, Konjunkturprogramme-Reaktion-Zukunftsangst-BÅrger, steigend Staatsschuld;-1;;;
54;http://www.zeit.de/2009/47/Kolumne-Konjunktur/komplettansicht?print=true;2009;47;Zeit;Es geht voran;Mark Schieritz;5; Vergangenheit, Gegenwart;Deutschland;;steigend Ersparnisse-Haushalte, fallend Investitionen-Unternehmen, Konjunkturprogramme;1;;;
54;http://www.zeit.de/2009/47/Kolumne-Konjunktur/komplettansicht?print=true;2009;47;Zeit;Es geht voran;Mark Schieritz;6;Gegenwart;Deutschland;;Notwendigkeit-Konjunkturprogramme-Merkel;1;;;
54;http://www.zeit.de/2009/47/Kolumne-Konjunktur/komplettansicht?print=true;2009;47;Zeit;Es geht voran;Mark Schieritz;7;Zukunft;Deutschland;;steigend Investitionen-Konsum-Abbau-Konjunkturprogramme;0;;;
54;http://www.zeit.de/2009/47/Kolumne-Konjunktur/komplettansicht?print=true;2009;47;Zeit;Es geht voran;Mark Schieritz;8;Gegenwart;Deutschland;;steigend Kredite-Haushalte-Firmen;1;;;
54;http://www.zeit.de/2009/47/Kolumne-Konjunktur/komplettansicht?print=true;2009;47;Zeit;Es geht voran;Mark Schieritz;9;Zukunft;Deutschland;;Lîcher-Finanzen-Banken, Steuererhîhung-Zukunft-Aufschwung;1;;;
55;http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true;2009;48;Zeit;"""Dieses Jahr vergisst keiner""";Burkhard Schwenker + Gîtz Hamann + Arne Storn;1;Gegenwart;Deutschland;;fehlend Indikator-Prognose-Wirtschaftskrise-Roland-Berger;-1;;;
55;http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true;2009;48;Zeit;"""Dieses Jahr vergisst keiner""";Burkhard Schwenker + Gîtz Hamann + Arne Storn;2;Gegenwart;Welt;;fallend Weltwirtschaft, hinfÑllig Prognosen-IMF-Korrekturen;-2;;;
55;http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true;2009;48;Zeit;"""Dieses Jahr vergisst keiner""";Burkhard Schwenker + Gîtz Hamann + Arne Storn;3;Gegenwart;Deutschland;;VorstÑnde-Meinungen-Wichtig, hinfÑllig Konjunkturdaten-Bîrsenentwicklung-Budgetplanung;-1;;;
55;http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true;2009;48;Zeit;"""Dieses Jahr vergisst keiner""";Burkhard Schwenker + Gîtz Hamann + Arne Storn;4;Gegenwart;Deutschland;;Reaktion-Management-Kurze-Sicht-Kurzarbeit-Anpassung;1;;;
55;http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true;2009;48;Zeit;"""Dieses Jahr vergisst keiner""";Burkhard Schwenker + Gîtz Hamann + Arne Storn;5;Zukunft;Deutschland;;notwendig Neue-Instrumente-Szenarien;1;;;
55;http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true;2009;48;Zeit;"""Dieses Jahr vergisst keiner""";Burkhard Schwenker + Gîtz Hamann + Arne Storn;6;Vergangenheit;Deutschland, Welt;;verÑndert VerhÑltnis-WirtschaftsfÅhrer-Risiken-Wirtschaftskrise;-1;;;
55;http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true;2009;48;Zeit;"""Dieses Jahr vergisst keiner""";Burkhard Schwenker + Gîtz Hamann + Arne Storn;7;Gegenwart, Zukunft;Deutschland;;Wandel-FÅhrungskrÑfte-Persînlichkeit-Vertrauen, fehlend Sicherheit-Zahlen-Strukturen;1;;;
55;http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true;2009;48;Zeit;"""Dieses Jahr vergisst keiner""";Burkhard Schwenker + Gîtz Hamann + Arne Storn;8;Zukunft;Deutschland, Welt;;steigend Wichtigkeit-Entwicklungsfunktionen-Produktionsfunktionen-Vertriebsfunktionen, fallend Wichtigkeit-Finanzdaten;1;;;
55;http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true;2009;48;Zeit;"""Dieses Jahr vergisst keiner""";Burkhard Schwenker + Gîtz Hamann + Arne Storn;9;Gegenwart;Deutschland;;wichtig Vertrauen-Belegschaft-Vorstand-Glaubhaftigkeit-Sicherheit;1;;;
55;http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true;2009;48;Zeit;"""Dieses Jahr vergisst keiner""";Burkhard Schwenker + Gîtz Hamann + Arne Storn;10;Vergangenheit, Gegenwart;Deutschland;;Beratung-Therapie, Offener-Austausch-Beratung-Unsicherheit;1;;;
