,SN,JM,DC,Artikeln_Nr,Abschnitt,SN.Zeitbezug,SN.Thema,JM.Zeitbezug,JM.Thema,DC.Zeitbezug,DC.Thema,Title,Text,Link
580,-1,NA,-1,52,2,Gegenwart,"niedrig-fallend Einnahmen-Budgets-Werbeagenturen-Verlage-Fernsehsender, TV-Werbung-Neuerungen",,,"Gegenwart, Zukunft","sinken Budget-Einnahmen-Werbeangenturen, neu-begrnden Tun-Zukunft-Werbeagenturen",Werbung: Auf sie mit Gefühl ,"Das Jahr 2009 wird den großen Werbeagenturen, den Verlagen und den Fernsehsendern als großes schwarzes Loch im Gedächtnis bleiben – als eines, in dem ihre Budgets und Einnahmen verschwanden. In diesem Loch ist es auch deshalb so duster, weil die Beteiligten ihr Tun neu begründen müssen. Was kann Markenwerbung in Fernsehen und Presse leisten? Was müssen Werber dafür tun? Es gibt darauf nicht die eine Antwort, sondern viele: von Thomas Ebeling, dem Chef der größten Privat-TV-Kette, vom Werbe-Intellektuellen Sebastian Turner, von Gehirnforschern und von großen Träumern.",http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true
581,-3,NA,-2,52,3,"Gegenwart, Zukunft",fallend Werbeeinnahmen-Medien-Zentralverband-der-Werbewirtschaft,,,Zukunft,deutlich-fallen Werbeeinnahmen-Zukunft-ZAW,Werbung: Auf sie mit Gefühl ,"Die Realität ist bitter genug: Für dieses Jahr erwartet der Zentralverband der deutschen Werbewirtschaft, dass die Werbeeinnahmen der Medien um mindestens 360 Millionen auf deutlich unter 20 Milliarden Euro fallen.",http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true
582,-3,NA,-2,52,4,Gegenwart,fallend Gewinne-Werbegesch?ft-Gesamtverband-Kommunikationsagenturen-Branchenkenner,,,"Gegenwart, Zukunft","melden Minus-GWA, rechnen zweistelligen-Einbruch-Zukunft-Branchenkenner",Werbung: Auf sie mit Gefühl ,Der Gesamtverband Kommunikationsagenturen meldet für seine Mitgliedsfirmen ein Minus im Werbegeschäft von knapp acht Prozent im laufenden Jahr. Branchenkenner ziehen den chronischen Optimismus der Werber ab und rechnen mit einem zweistelligen Einbruch.,http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true
583,-3,NA,-2,52,5,Gegenwart,"steigend Kurzarbeit-Werbeagenturen, Springer-Jacoby-Investorensuche",,,Gegenwart,"Springer&Jacoby, schrumpfen Verlage, kndigen Mitarbeiter, benutzen Kurzarbeit-Agenturen, teilweise Geh„lter-Auszahlung, fehlen Investoren",Werbung: Auf sie mit Gefühl ,"Allerorten schrumpfen Verlage und kündigen Mitarbeiter. Auch auf mehr als die Hälfte der Agenturen trifft das zu. Glück hatten jene, die mit Kurzarbeit über die Runden kamen. Die renommierte Agentur Springer &amp; Jacoby hat ihren Angestellten zuletzt nur noch teilweise die Gehälter ausbezahlt, weil sie nicht den dringend benötigten Investor findet.",
584,1,NA,1,52,6,Gegenwart,"fallend Preise-TV-Werbespots, wachsend Einnahmen-Onlinewerbung-Google-Rekordergebnis",,,Gegenwart,"sinken Werbung-Preise, gewachsen Onlinewerbung, Google, meldet Rekordergebnis-Google",Werbung: Auf sie mit Gefühl ,"Gleichzeitig mussten die Privatsender RTL und Sat.1 ihre Preise für Spots ein weiteres Mal senken, sogar bei Quotenbringern wie der US-Serie Dr. House. Gewachsen ist allein die Onlinewerbung. Google meldete vor ein paar Tagen ein Rekordergebnis.",http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true
585,-2,NA,-1,52,7,Zukunft,fallend Bruttowerbeaufwendungen-Mediaagentur-Manager,,,Zukunft,"fallen Bruttowerbeaufwendungen-Zukunft-Mediaagentur-Manager, debattieren neue-Impulse-Zukunft",Werbung: Auf sie mit Gefühl ,"Für jene, die von Markenwerbung leben, ist das Schlimmste noch nicht mal vorbei, das erwarten zumindest Betroffene. Eine aktuelle Umfrage unter Mediaagentur-Managern, also denen, die mit der Vermittlung von Anzeigenplätzen ihr Geld verdienen, spiegelt das wider: 33 Prozent gehen davon aus, dass die Bruttowerbeaufwendungen im nächsten Jahr weiter fallen. Und deshalb debattiert die Branche, wie sie der Markenwerbung neue Impulse geben könnte.",http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true
586,1,NA,0,52,8,"Gegenwart, Zukunft","Schuldscheine-Unternehmensbeteiligungen-Gewinnbeteiligungen-Bezahlung-TV-Werbung, fallend Werbeeinnahmen-Sender-ProSiebSat.1-Gruppe, steigend Werbeeinnahmen-TV-Aufschwung-Zukunft-Prognose-Hoffnung, hoch Potential-TV-Werbung-Langfristig",,,"Gegenwart, Zukunft","auszustellen Schuldenscheine-Zukunft-Ebeling, ProSiebenSat.1, abzutragen Krediten-Berg-ProSiebenSat.1, Werbeeinnahmen-Einbruch, wollen schwarze-Zahlen-Zukunft-Investoren, Pepsi, k”dern Mittelst„ndler-Ebeling, ungengend Wende, Aufschwung-Werbegelder-Zukunft-Ebeling, langfristig Nonplusultra-Fernsehwerbung-Ebeling",Werbung: Auf sie mit Gefühl ,"Schuldscheine auszustellen, schlägt Thomas Ebeling vor. Der Mann ist um seinen Job nicht gerade zu beneiden, denn die von ihm geführte ProSiebenSat.1-Gruppe hat selbst einen Berg an Krediten abzutragen. Verkraften muss sie außerdem einen Einbruch der Werbeeinnahmen um bis zu 15 Prozent, und die Finanzinvestoren, denen die Senderkette gehört, wollen schwarze Zahlen sehen. Also ködert Ebeling, der seine Karriere als Marketingverantwortlicher von Pepsi startete, jetzt Mittelständler, die es sich bislang nicht leisten konnten, in Fernsehwerbung zu investieren. Statt mit Barem dürfen sie künftig mit Anteilen ihres Unternehmens oder einer Gewinnbeteiligung zahlen. Zehn Partner gibt es immerhin schon. Aber für eine größere Wende taugt die Idee vorerst nicht, das weiß man auch bei ProSiebenSat.1. Der Vorstandschef tröstet sich und andere deshalb mit der Überzeugung, dass die Werbegelder im Aufschwung wiederkommen. Denn es habe noch niemand bewiesen, dass sich große Marken im Internet aufbauen ließen. »Wer eine große Kampagne plant, der kommt an TV nicht vorbei«, sagt er. Fernsehwerbung bleibe auch langfristig das Nonplusultra.",http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true
587,-2,NA,-1,52,9,"Gegenwart, Zukunft",Probleme-Qualit?t-TV-Werbung-Sebastian-Turner-Scholz&Friends,,,Zukunft,"Nervbremse-Fernsehwerbung-Turner, Scholz&Friends, dstere Zukunft-FernsehwerbungTurner, „ndern Fernsehwerbung-Turner, bestrafen nervige-Werbung-Turner",Werbung: Auf sie mit Gefühl ,"Fernsehwerbung brauche eine Nervbremse, hält Sebastian Turner dagegen. Der Topmann von der Werbeagentur Scholz &amp; Friends geht die Sache radikaler an und prophezeit der Fernsehwerbung eine düstere Zukunft, wenn sie sich nicht bald grundlegend ändere. »Letztlich brüllen wir die Leute jeden Abend in ihren Wohnzimmern an, das lassen die sich nicht mehr lange bieten«, meint Turner. Das sollten auch die Chefs der Fernsehsender bedenken und andere Bedingungen schaffen, wenn sie sich nicht ihr Geschäftsmodell kaputt machen wollten. Seine Forderung: Nervige Werbung müsse bestraft werden.",
588,1,NA,0,52,10,Zukunft,neu Konzept-TV-Werbung-Belohnung-Schadensersatz,,,Gegenwart,"Corny, einfhren Schmerzensgeld-Werbung-Zukunft-Turner, Schadenersatz-Werbung-Zukunft-Turner, berdenkenswert Schadenersatz-Ebeling, ",Werbung: Auf sie mit Gefühl ,"Zappen etwa viele Menschen weg, wenn sie vor Johannes B. Kerner flüchten, der mit einem blonden Bauernbart vor einem Heuballen »kernige« Corny-Riegel anpreist, dann müsste die Herstellerfirma Schwartau nach Turners Idee für den Spot mehr zahlen. Es wäre sozusagen Schmerzensgeld. Man kann es aber auch Schadenersatz nennen, denn die nachfolgenden Spots erreichen weniger Zuschauer. TV-Chef Ebeling findet Turners Einfall allenfalls »überdenkenswert«, auch wenn er persönlich einem Konzept, das mit einer Belohnung arbeitet, wenn die Quote konstant bleibt, mehr abgewinnen könnte.",http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true
589,0,NA,0,52,11,"Gegenwart, Zukunft","steigend Potential-Zielgruppengerichtet-Werbung-Internet, steigend Druck-TV-Werbung-Qualit?t-Kundenn?he",,,Gegenwart,unternehmerischer Ich-Botschaften-Ende-Turner,Werbung: Auf sie mit Gefühl ,"Was Turner umtreibt, ist »die Steigerung der Fernbedienung«. Das Internet biete nun mal Abertausende von Kanälen und Tausende von Zielgruppen – nie war das Weiter- und Wegschalten so leicht. Daraus leitet Turner das Ende unternehmerischer Ich-Botschaften ab. »Die Frage ist nicht, was will Persil Frau Müller sagen, sondern was will Frau Müller von Persil hören.«",http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true
590,1,NA,0,52,12,Gegenwart,Neuromarketing-Hirnforschung-Werbung-Kaufanreize,,,Gegenwart,"Neuromarketing, erkunden Kaufanreize, blind Werbung",Werbung: Auf sie mit Gefühl ,"Direkt ins Gehirn von Frau Müller zu schauen, das wäre eine Lösung, und an der arbeiten seit einigen Jahren die Neuromarketing-Forscher. Sie messen Hirnströme und versuchen dadurch zu ergründen, wie und wann das menschliche Gehirn die empfangenen Werbebotschaften am ehesten in Kaufanreize umsetzt. »Die Marketing- und Werbeleute werfen seit einem Jahrhundert Spaghetti an die Wand – in der Hoffnung, dass sie kleben bleiben«, schreibt der Werber und Markenguru Martin Lindstrom in seinem Buch Buyology – Warum wir kaufen, was wir kaufen. Fasst man die Ergebnisse der jungen Wissenschaftsdisziplin knapp zusammen, so kann man sagen: Menschen kaufen, wenn Marken es schaffen, im Gehirn ähnliche Reize wie Hunger und Begierde auszulösen. Also gilt es gezielt jene Worte und Bilder zu finden, die in einer Zielgruppe die entsprechenden Hirnregionen anregen. Das immerhin lässt sich an Testpersonen nun ziemlich zuverlässig überprüfen.",http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true
591,1,NA,0,52,13,Gegenwart,Werbung-Gefhle-Emotionsstrategie-Elke-Schwarz-Gerhard-Bittner,,,Gegenwart,"BMW, ausl”sen Gefhlsbotschaften, auszul”sen Haben-wollen-Anreiz",Werbung: Auf sie mit Gefühl ,"Die Unternehmensberaterin Elke Schwarz hat gerade zusammen mit ihrem Kollegen Gerhard Bittner ein Buch zum Thema veröffentlicht, und darin geht es konsequenterweise um drei Dinge: Gefühle, Gefühle und noch mal Gefühle. Was sie meint, verdeutlicht sie an einem Beispiel eines Autoherstellers. BMW sei die Gefühlsausbeute mit der Botschaft von »Freude« mustergültig gelungen. Ein solches Wort löse in einer Tausendstel Sekunde eine Vielzahl von Erinnerungen aus. Für so eine »Emotionsstrategie« müsse man allerdings jenes Lebensgefühl identifizieren, das am besten zur Marke passe, und einen Weg finden, wie man es am geschicktesten mit ihr verknüpfe. Dann habe man die Chance, so Schwarz, diesen unwillkürlichen »Haben wollen«-Reiz auszulösen.",http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true
592,2,NA,0,52,14,Vergangenheit,Erfolgsbeispiel-TV-Werbung-Deutsche-Telekom-Saatchi&Saatchi,,,Gegenwart,"Deutsche-Telekom, Saatchi&Saatchi, ausl”st Gefhle-Werbung, freiwillig anschauen-Werbung",Werbung: Auf sie mit Gefühl ,"Haben wollen, erleben wollen, dazugehören – wenn Werbung solche Gefühle auslöst, fangen Kunden sogar an, nach Reklame zu suchen. Diesen Traum erlebten die Werber von Saatchi &amp; Saatchi kürzlich. Bei ihrem Spot für die Deutsche Telekom regnen Millionen roter Rosenblätter in Buenos Aires auf eine Menschenmenge nieder. Dazu haucht die Dänin Agnes Obel mit zarter Stimme den Song Just so. Nach der Ausstrahlung im Fernsehen haben mehr als 100.000 Menschen freiwillig den Spot bei YouTube angeguckt.",
593,2,NA,1,52,15,Zukunft,hoch Gewinne-Saatchi&Saatchi-Agentur-Lovemarks,,,"Gegenwart, Zukunft","kreieren Emotionen-Werbung-Zukunft, Saatchi&Saatchi, verbucht Umsatz-Saatchi&Saatchi, erschaffen Lovemarks-Zukunft-Saatchi&Saatchi",Werbung: Auf sie mit Gefühl ,"»Wir wollen echte Emotionen kreieren und nicht mehr Werbung machen, die als Werbung decodiert wird«, sagt Michael Samak, Deutschland-Chef der Agentur. Mit diesem Konzept hat Saatchi &amp; Saatchi immerhin ein Umsatzplus von 20 Prozent in diesem Krisenjahr verbucht. »Lovemarks«, Liebesmarken, will die Agentur erschaffen. Gemeint sind Marken, die weit über anderen stehen, nicht nur Mode sind und denen kleinere Mängel verziehen werden.",
594,-1,NA,-1,52,16,Gegenwart,Investitionen-Marke-Krise-Abschwung-Preiskampf,,,"Gegenwart, Zukunft","Preiskampf-Werbeagenturen, kaputt-macht Zukunft-Werbeagenturen-Turner, argen Liquidit„tsn”ten",Werbung: Auf sie mit Gefühl ,"Gerade Krisenzeiten gelten als gute Zeiten, um in die Marke zu investieren. Wo wenig geworben wird, fällt es leichter, aufzufallen. Nur setzen viele in der Not lieber auf Preiskampf. »Auch wenn man sich so für die Zukunft viel kaputt macht«, wie Sebastian Turner sagt. Die gegenteilige Strategie sei richtig, werde aber zu selten umgesetzt, weiß der Werber. Turner hat allerdings auch Verständnis für Firmen, die nicht anders können, weil sie gerade in argen Liquiditätsnöten stecken. »Das ist dann so, als sagt man jemandem, der kurz vorm Ertrinken ist, dass er kraulen soll und nicht brustschwimmen.«",http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true
595,2,NA,1,53,1,Gegenwart,"niedrig Effekt-Krise, hoch Arbeitslosigkeit, gut Wirtschafslage",,,Gegenwart,"fehlen Wirtschaftskrise-Anzeichen, hoch Arbeitslosigkeit",20 Jahre Mauerfall: Von wegen Krise ,"Im Terminkalender von Martin Patzelt findet die Finanz- und Wirtschaftskrise nicht statt. Keine Krisensitzungen mit Unternehmern, keine Gespräche mit Insolvenzverwaltern, keine hektischen Telefonate mit der Arbeitsagentur. Stattdessen: ein Grußwort beim Verband der Hauseigentümer, Empfang der neuen Studenten im Rathaus, eine Reise nach Bulgarien wegen der neuen Städtepartnerschaft. Martin Patzelt ist Oberbürgermeister von Frankfurt an der Oder. Einer Stadt, in der die Arbeitslosigkeit hoch und die Wirtschaftslage schon allein deshalb ein wichtiges Thema ist. Aber in der aktuellen Krise, die ja die schlimmste seit 1929 sein soll, ist alles anders.",http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true
596,3,NA,1,53,2,Gegenwart,fallend Arbeitslosigkeit,,,Gegenwart,sinkt Arbeitslosigkeit,20 Jahre Mauerfall: Von wegen Krise ,"Statt zu steigen, sinkt die Arbeitslosigkeit.",http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true
597,3,NA,2,53,3,"Gegenwart, Zukunft","steigend Einnahmen-Gewerbesteuer, fallend Arbeitslosenquote-Arbeitslosigkeit, niedrig Effekt-Wirtschaftsturbulenzen",,,Gegenwart,"gesunken Erwerbslose-Anzahl, neuen Tiefstand, vorbeiziehen Wirtschaftstorbulenzen, floriert Stadt, steigen Gewerbesteuer-Einnahmen",20 Jahre Mauerfall: Von wegen Krise ,"Vor einem Jahr zählte die örtliche Agentur für Arbeit fast 5000 Erwerbslose. Heute sind es 4600. Die Arbeitslosenquote ging von 14,8 auf 13,9 Prozent zurück – auf einen neuen Tiefstand. Es scheint, als würden die weltweiten Wirtschaftsturbulenzen an Frankfurt (Oder) vorbeiziehen. Die Stadt an der polnischen Grenze floriert. »Selbst bei den Gewerbesteuern«, berichtet der OB frohgemut, »müssen wir uns im Gegensatz zu vielen anderen keine Sorgen machen. Gerade haben wir für die vergangenen Jahre eine große Nachzahlung bekommen.«",http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true
598,2,NA,1,53,4,Gegenwart,"fallend Arbeitslosigkeit, stabil Wirtschaft, Sonderkonjunktur, niedrig Arbeitslosigkeit-Rekord",,,Gegenwart,"stabile Wirtschaftkaum-steigend Arbeitslosenzahlen, sinkend Arbeitslosenzahlen, Sonderkonjunktur-Ostdeutschland, Weltwirtschaftskrise, l„ngsten Rezession, neuen-niedrig Rekordarbeitslosigkeit-Ostdeutschland ",20 Jahre Mauerfall: Von wegen Krise ,"Eine zumindest stabile Wirtschaft, kaum steigende oder sogar sinkende Arbeitslosenzahlen – das kommt gar nicht so selten vor in Deutschlands Osten. Weite Teile der Region stecken in einer Art Sonderkonjunktur. Ostdeutschland ist, inmitten der Weltwirtschaftskrise und nach der tiefsten und längsten Rezession in der Geschichte der Bundesrepublik, bei einer neuen Rekordarbeitslosigkeit angelangt: der niedrigsten seit der Wiedervereinigung. Im Oktober verzeichnete der Osten einschließlich Berlins erstmals weniger als eine Million Arbeitslose, genau 999694. Nur im ersten Jahr nach der Wiedervereinigung waren es einmal weniger, aber damals wurden im Beitrittsgebiet noch weitere gut zwei Millionen Menschen ohne Job in allerlei »Maßnahmen« versteckt. Heute verbergen sich hinter den Kulissen der offiziellen Statistik weit weniger real Beschäftigungslose.",http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true
599,2,NA,1,53,5,Gegenwart,"niedrig Arbeitslosenquote, Statistikregeln-Kurzarbeit-Mangel-Verl?sslich-Daten",,,Gegenwart,"anzweifeln Zahlen, neue Statistikregeln, sch”nen Bild, fehlen verl„ssliche-Daten, ostdeutsche Arbeitsmarkt-Verbesserung, schrumpfende Bev”lkerung, verringert Arbeitslosen-Erwerbsbev”lkerung-Verh„ltnis",20 Jahre Mauerfall: Von wegen Krise ,"Man kann die Zahlen der vergangenen Monate anzweifeln. In begrenztem Maß dürften neue Statistikregeln das Bild schönen. Für viele entlastende Faktoren wie die Kurzarbeit fehlen auch noch verlässliche Daten. Über die Jahre betrachtet, besteht aber kein Zweifel: Die Verbesserung am ostdeutschen Arbeitsmarkt ist echt. Und es steckt mehr dahinter als bloß eine schrumpfende Bevölkerung. Denn die Zahl der Arbeitslosen hat sich auch im Verhältnis zur Erwerbsbevölkerung verringert. Das zeigt die Arbeitslosenquote, die ebenfalls einzig im Jahr 1991 niedriger lag als heute.",http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true
600,2,NA,1,53,6,"Vergangenheit, Gegenwart","hoch-fallend Kurzarbeit-Gro betriebe-Brandenburg-ArcelorMittal-Krise, steigend-niedrig Auslastung-ArcelorMittal, hoch-fallend Kurzarbeit-BWM, unbetroffen Krise-Solarzellenbranche",,,"Gegenwart, Zukunft","wirtschaftliche Einbruch, geschickt Kurzarbeit-Belegschaft, ArcelorMittal, weltweiten Abschwung, gering Werk-Auslastung-ArcelorMittal, reduzieren Arbeitszeit, gestiegen Werk-Auslastung-ArcelorMittal, BMW, abbauen Kurzarbeit-Zukunft-BMW, neu-eingestellt Leiharbeiter-BMW, kaum-erfasst Rezession-Solarzellenbranche",20 Jahre Mauerfall: Von wegen Krise ,"Der wirtschaftliche Einbruch geht nicht völlig spurlos am Osten vorbei. Auch im Raum Frankfurt (Oder) haben einige große Firmen ihre Belegschaften in Kurzarbeit geschickt. Vor allem das Stahlwerk von ArcelorMittal in Eisenhüttenstadt wurde vom weltweiten Abschwung getroffen. Zeitweilig war es nur zu 40 Prozent ausgelastet. Schon im Dezember mussten deshalb alle 2800 Beschäftigten ihre Arbeitszeit reduzieren. Inzwischen ist die Auslastung aber wieder auf 70 Prozent gestiegen, und die Kurzarbeit wird schrittweise zurückgenommen. ArcelorMittal ist auf ähnlichem Weg wie der Autobauer BMW, der bis Jahresende deutschlandweit die Kurzarbeit abbauen will – und in Leipzig bereits 300 Leiharbeiter neu eingestellt hat. Andere Großbetriebe im Osten, etwa aus der in Brandenburg stark vertretenen Solarzellenbranche, wurden von vornherein kaum von der Rezession erfasst.",http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true
601,-1,NA,-1,53,7,"Vergangenheit, Gegenwart",niedrig Anzahl-Industriebetriebe-Abbau-DDR-Industrie,,,gegenwart,"berwinden Konjunkturtier, wenig Fabriken-Ostdeutschland, kurzfristig Vorteil-Ludwig, nachwirken DDR-Industrien-Abbau, wenig produzierende-Unternehmen-Ostdeutschland",20 Jahre Mauerfall: Von wegen Krise ,"Viele Industriebetriebe kommen schneller als erwartet durch das Konjunkturtief. Aber der Osten profitiert auch davon, dass es dort gar nicht so viele Fabriken gibt. »Dieser Nachteil«, sagt Udo Ludwig, Professor am Institut für Wirtschaftsforschung Halle (IWH), »wird zumindest kurzfristig zum Vorteil.« Noch immer wirkt der massive Abbau der alten DDR-Industrien nach. An ihre Stelle sind bis heute weit weniger neue produzierende Unternehmen getreten, als es der Wirtschaftsstruktur im Westen entspräche.",http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true
602,1,NA,1,53,8,Gegenwart,"hoch Dienstleistungen-Binnenwirtschaft, niedrig Exporte-Abh?ngigkeit-Weltwirtschaft, fallend Arbeitslosenquote-Mecklenburg-Vorpommern, steigend Jobs-Sozialversicherungspflichtig-Mecklenburg-Vorpommern",,,Gegenwart,"st„rker Dienstleistung-Ausrichtung-Ostdeutschland, schwach Export-Abh„ngigkeit-Ostdeutschland, weniger-spren Weltwirtschaftskrise, sank Arbeitslosenquote, stieg sozialversicherungspflichtigen-Jobs-Anzahl",20 Jahre Mauerfall: Von wegen Krise ,"Dafür sind die ehemals neuen Länder stärker auf Dienstleistungen und die Binnenwirtschaft ausgerichtet. Sie hängen nicht so stark vom Export ab und spüren daher die Weltwirtschaftskrise II weniger stark. Nicht zufällig schnitt in den vergangenen zwölf Monaten Mecklenburg-Vorpommern verhältnismäßig gut ab – die Arbeitslosenquote sank von 12,5 auf 11,8 Prozent, die Zahl der sozialversicherungspflichtigen Jobs stieg. Im Osten insgesamt entstanden 11.000 mehr solcher Stellen. Die zusätzlichen Milliarden dagegen, die Nürnberg derzeit für die Stützung des Arbeitsmarktes ausgibt, fließen vor allem nach Bayern, Nordrhein-Westfalen und Baden-Württemberg.",http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true
603,1,NA,1,53,9,Gegenwart,"hoch Arbeitslosenquote-Ostdeutschland-Relativ-Westdeutschland, unprognostizierbar Entwicklung-Arbeitsmarkt-Ostdeutschland-Agentur-fr-Arbeit-Reimund-Becker",,,Gegenwart,"hoch Arbeitslosenquote-Ostdeutschland, unprognostizierbar Krise-Arbeitsmarkt, vorsichtig Experten, geringer Arbeitlosen-Vorhersagen-Becker",20 Jahre Mauerfall: Von wegen Krise ,"Das alles ändert nichts daran, dass die Arbeitslosenquote in den meisten ostdeutschen Gebieten immer noch deutlich über der in westlichen Regionen liegt. Nur im Vergleich der vergangenen zwanzig Jahre steht das ehemalige DDR-Gebiet eben besser da als je zuvor. Wie es weitergeht, hängt vom weiteren Verlauf der Krise ab. Die hat sich, zumindest in Bezug auf den Arbeitsmarkt, bisher als geradezu unprognostizierbar erwiesen. Entsprechend vorsichtig sind die Experten geworden. »Inzwischen liegen die Vorhersagen ja schon bei einer halben Million weniger Arbeitslosen, als am Anfang befürchtet«, sagt Raimund Becker, Vorstand bei der Bundesagentur für Arbeit.",http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true
604,0,NA,0,53,10,Zukunft,"ungewiss Entwicklung-Arbeitsmarkt-Gesamtdeutschland, steigend Weltwirtschaft-Profit-Westdeutschland-IWH, fallend Gewinne-Autoindustrie-Exportm?rkte-Problem-Westdeutschland-IAB",,,"Gegenwart, Zukunft","profizieren Aufschwung-Zukunft-Westdeutschland-Ludwig, zurckfallen Aufschwung-Zukunft-Ostdeutschland-Ludwig, IWH, dauerhaft-schrumpfen Autoindustrie-Zukunft, stagnieren Exportm„rkte-Zukunft, IAB,  nachhaltigere ostdeutsche-Wirtschaft-Zukunft-Walwei",20 Jahre Mauerfall: Von wegen Krise ,"Wenn aber eine Erholung einsetzt, glauben viele Experten, könnte es schnell vorbei sein mit dem Vorteil der Ostländer. »Zieht die Weltwirtschaft wieder richtig an, profitiert der Westen, und der Osten fällt wieder zurück«, glaubt IWH-Forscher Ludwig. Sicher ist das aber keineswegs. Was ist, wenn nach der Krise nicht alles so weitergeht wie vorher? Wenn die Autoindustrie dauerhaft schrumpft und die Exportmärkte nicht im alten Umfang zurückkehren? »Womöglich erweist sich dann sogar die ostdeutsche Wirtschaft als die nachhaltigere«, sagt Ulrich Walwei, Vizedirektor des Instituts für Arbeitsmarkt- und Berufsforschung (IAB) in Nürnberg.",http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true
605,1,NA,1,53,11,Zukunft,"steigend Emigration-Junge, niedrig Geburtenrate, fallend-niedrig Jugendarbeitslosigkeit",,,"Gegenwart, Zukunft","droht Demografie-Zukunft, verlassen Heimat-junge-Ostdeutsche, einbrechen Geburtenrate, undbesetz Lehrstellen-Franfurt-Oder",20 Jahre Mauerfall: Von wegen Krise ,"Langfristig droht jedoch ein anderes Phänomen zum Problem zu werden, das heute noch für Entlastung sorgt: die Demografie. Seit der Wende haben viele, vor allem jüngere Ostdeutsche ihre Heimat verlassen, außerdem brach nach dem Mauerfall die Geburtenrate ein. 20 Jahre später drängen immer weniger junge Leute auf den Arbeitsmarkt. Das führt gerade bei der Jugendarbeitslosigkeit zu erfreulichen Zahlen. »Wir hatten«, erzählt etwa der Pressesprecher der Arbeitsagentur Frankfurt (Oder), »im gesamten Bezirk Ende September exakt fünf unversorgte Bewerber für Ausbildungsplätze. 60 Lehrstellen blieben unbesetzt.«",http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true
606,2,NA,1,53,12,Vergangenheit,"fallend Arbeitskr?fte, steigend Erwerbst?tige, fallend-stark Arbeitslosigkeit",,,Gegenwart,"natrlich-abschmilzt Arbeitslosenzahl, unabh„ngig positiver-Trend-Schrumpfung, IAB, sinken potenziele-Arbeitskr„fte-Anzahl-Ostdeutschland, stieg Erwerbst„tigen-Zahl, start-sinken Arbeitslosen-Zahl",20 Jahre Mauerfall: Von wegen Krise ,"Vielen erscheint da nur natürlich, dass die Arbeitslosenzahl langsam abschmilzt. Auch wenn Experten wie Walwei betonen, dass der positive Trend der vergangenen Jahre keineswegs bloß das Ergebnis von Schrumpfung ist. Nach Berechnung des IAB leben heute zwar 350.000 potenzielle Arbeitskräfte weniger im Osten als noch 2005, dennoch stieg die Zahl der Erwerbstätigen im gleichen Zeitraum um 240000. Weil beides zusammenkam – weniger Menschen und mehr Jobs –, nahm die Zahl der Arbeitslosen sogar um mehr als eine halbe Million ab.",http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true
607,-1,NA,-1,53,13,Zukunft,"Belastung-Demographischer-Faktor, fallend Potential-Leistungsf?higer-Arbeitskr?fte-Wachstumsbremse-IWH, notwendig-steigend Investitionen-Bildung-Fortbildung",,,"Gegenwart, Zukunft","groáe demografische-Belastung, sinken Leistungspotenzial-Arbeitskr„fte-Ludwig, IWH, Wachstumsbremse-Ludwig, Nachwuchssuche-šberlebensfrage-Zukunft-Ludwig, verst„rkte Bildungsinvestitionen-Zukunft-Ludwig ",20 Jahre Mauerfall: Von wegen Krise ,"Doch so schön sich das alles in den vergangenen Jahren gefügt hat, gilt der demografische Faktor auf lange Sicht als große Belastung. »Das Potenzial leistungsfähiger Arbeitskräfte wird kleiner«, warnt IWH-Forscher Ludwig. »Das ist eine Wachstumsbremse.« Für einzelne Unternehmen könne es sogar zu einer »Überlebensfrage« werden, ob sie den nötigen Nachwuchs fänden. Kurzfristig lösen lässt sich das Problem aus Sicht Ludwigs nicht. Nötig seien auf jeden Fall verstärkte Investitionen in Bildung und Fortbildung, auch für Ältere.",http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true
