"",BBEX3.D.ARS.EUR.CA.AC.000,BBEX3.D.ARS.EUR.CA.AC.000_FLAGS
2010-11-22,.,No value available
2010-11-23,5.29010,
2010-11-24,5.28180,
2010-11-25,5.28965,
2010-11-26,5.24005,
2010-11-27,.,No value available
2010-11-28,.,No value available
2010-11-29,5.19280,
2010-11-30,5.16775,
2010-12-01,5.20640,
2010-12-02,5.23295,
2010-12-03,5.29485,
2010-12-04,.,No value available
2010-12-05,.,No value available
2010-12-06,5.26120,
2010-12-07,5.26590,
2010-12-08,.,No value available
2010-12-09,5.22860,
2010-12-10,5.23225,
2010-12-11,.,No value available
2010-12-12,.,No value available
2010-12-13,5.29210,
2010-12-14,5.30605,
2010-12-15,5.24400,
2010-12-16,5.22910,
2010-12-17,5.19695,
2010-12-18,.,No value available
2010-12-19,.,No value available
2010-12-20,5.18430,
2010-12-21,5.18335,
2010-12-22,5.17060,
2010-12-23,5.18955,
2010-12-24,.,No value available
2010-12-25,.,No value available
2010-12-26,.,No value available
2010-12-27,5.20730,
2010-12-28,5.20100,
2010-12-29,5.21765,
2010-12-30,5.24585,
2010-12-31,.,No value available
2011-01-01,.,No value available
2011-01-02,.,No value available
2011-01-03,5.28775,
2011-01-04,5.25810,
2011-01-05,5.21170,
2011-01-06,5.14610,
2011-01-07,5.10760,
2011-01-08,.,No value available
2011-01-09,.,No value available
2011-01-10,5.12700,
2011-01-11,5.13055,
2011-01-12,5.17625,
2011-01-13,5.28660,
2011-01-14,5.28215,
2011-01-15,.,No value available
2011-01-16,.,No value available
2011-01-17,5.26170,
2011-01-18,5.29795,
2011-01-19,5.34550,
2011-01-20,5.33480,
2011-01-21,5.38435,
2011-01-22,.,No value available
2011-01-23,.,No value available
2011-01-24,5.41280,
2011-01-25,5.41650,
2011-01-26,5.42995,
2011-01-27,5.44630,
2011-01-28,5.41675,
2011-01-29,.,No value available
2011-01-30,.,No value available
2011-01-31,5.46100,
2011-02-01,5.51455,
2011-02-02,5.50845,
2011-02-03,5.45420,
2011-02-04,5.43290,
2011-02-05,.,No value available
2011-02-06,.,No value available
2011-02-07,5.41725,
2011-02-08,5.46050,
2011-02-09,5.48130,
2011-02-10,5.45100,
2011-02-11,5.41050,
2011-02-12,.,No value available
2011-02-13,.,No value available
2011-02-14,5.39825,
2011-02-15,5.41015,
2011-02-16,5.42390,
2011-02-17,5.44560,
2011-02-18,5.47585,
2011-02-19,.,No value available
2011-02-20,.,No value available
2011-02-21,5.47915,
2011-02-22,5.46950,
2011-02-23,5.51380,
2011-02-24,5.52765,
2011-02-25,5.51540,
2011-02-26,.,No value available
2011-02-27,.,No value available
2011-02-28,5.53040,
2011-03-01,5.53500,
2011-03-02,5.55965,
2011-03-03,5.58675,
2011-03-04,5.60495,
2011-03-05,.,No value available
2011-03-06,.,No value available
2011-03-07,.,No value available
2011-03-08,.,No value available
2011-03-09,5.57505,
2011-03-10,5.53820,
2011-03-11,5.56135,
2011-03-12,.,No value available
2011-03-13,.,No value available
2011-03-14,5.61000,
2011-03-15,5.61335,
2011-03-16,5.58160,
2011-03-17,5.63365,
2011-03-18,5.69435,
2011-03-19,.,No value available
2011-03-20,.,No value available
2011-03-21,5.71445,
2011-03-22,5.71545,
2011-03-23,5.67925,
2011-03-24,.,No value available
2011-03-25,.,No value available
2011-03-26,.,No value available
2011-03-27,.,No value available
2011-03-28,5.66880,
2011-03-29,5.67185,
2011-03-30,5.69215,
2011-03-31,5.72445,
2011-04-01,5.73495,
2011-04-02,.,No value available
2011-04-03,.,No value available
2011-04-04,5.72560,
2011-04-05,5.73375,
2011-04-06,5.77810,
2011-04-07,5.75975,
2011-04-08,5.81710,
2011-04-09,.,No value available
2011-04-10,.,No value available
2011-04-11,5.82110,
2011-04-12,5.84410,
2011-04-13,5.83350,
2011-04-14,5.86065,
2011-04-15,5.84435,
2011-04-16,.,No value available
2011-04-17,.,No value available
2011-04-18,5.76415,
2011-04-19,5.81810,
2011-04-20,5.88330,
2011-04-21,.,No value available
2011-04-22,.,No value available
2011-04-23,.,No value available
2011-04-24,.,No value available
2011-04-25,5.92135,
2011-04-26,5.94455,
2011-04-27,5.98265,
2011-04-28,6.01795,
2011-04-29,6.02075,
2011-04-30,.,No value available
2011-05-01,.,No value available
2011-05-02,6.03595,
2011-05-03,6.01985,
2011-05-04,6.02700,
2011-05-05,5.90950,
2011-05-06,5.83785,
2011-05-07,.,No value available
2011-05-08,.,No value available
2011-05-09,5.82185,
2011-05-10,5.83545,
2011-05-11,5.76720,
2011-05-12,5.79465,
2011-05-13,5.73025,
2011-05-14,.,No value available
2011-05-15,.,No value available
2011-05-16,5.77515,
2011-05-17,5.77780,
2011-05-18,5.79750,
2011-05-19,5.81970,
2011-05-20,5.78125,
2011-05-21,.,No value available
2011-05-22,.,No value available
2011-05-23,5.71760,
2011-05-24,5.73775,
2011-05-25,.,No value available
2011-05-26,5.74015,
2011-05-27,5.80275,
2011-05-28,.,No value available
2011-05-29,.,No value available
2011-05-30,5.80765,
2011-05-31,5.85005,
2011-06-01,5.85385,
2011-06-02,5.89640,
2011-06-03,5.95215,
2011-06-04,.,No value available
2011-06-05,.,No value available
2011-06-06,5.94210,
2011-06-07,5.97870,
2011-06-08,5.94250,
2011-06-09,5.91055,
2011-06-10,5.83535,
2011-06-11,.,No value available
2011-06-12,.,No value available
2011-06-13,.,No value available
2011-06-14,5.89625,
2011-06-15,5.76860,
2011-06-16,5.76450,
2011-06-17,5.82255,
2011-06-18,.,No value available
2011-06-19,.,No value available
2011-06-20,.,No value available
2011-06-21,5.86720,
2011-06-22,5.87315,
2011-06-23,5.78425,
2011-06-24,5.78770,
2011-06-25,.,No value available
2011-06-26,.,No value available
2011-06-27,5.82235,
2011-06-28,5.85910,
2011-06-29,5.90045,
2011-06-30,5.93520,
2011-07-01,5.93480,
2011-07-02,.,No value available
2011-07-03,.,No value available
2011-07-04,5.94905,
2011-07-05,5.93165,
2011-07-06,5.86160,
2011-07-07,5.88470,
2011-07-08,5.84130,
2011-07-09,.,No value available
2011-07-10,.,No value available
2011-07-11,5.74955,
2011-07-12,5.74340,
2011-07-13,5.80330,
2011-07-14,5.81195,
2011-07-15,5.80880,
2011-07-16,.,No value available
2011-07-17,.,No value available
2011-07-18,5.77975,
2011-07-19,5.83505,
2011-07-20,.,No value available
2011-07-21,5.91965,
2011-07-22,5.91260,
2011-07-23,.,No value available
2011-07-24,.,No value available
2011-07-25,5.91715,
2011-07-26,5.97440,
2011-07-27,5.91490,
2011-07-28,5.90125,
2011-07-29,5.92990,
2011-07-30,.,No value available
2011-07-31,.,No value available
2011-08-01,5.87910,
2011-08-02,5.85580,
2011-08-03,5.91955,
2011-08-04,5.84630,
2011-08-05,5.89650,
2011-08-06,.,No value available
2011-08-07,.,No value available
2011-08-08,5.86880,
2011-08-09,5.88095,
2011-08-10,5.87560,
2011-08-11,5.87550,
2011-08-12,5.89400,
2011-08-13,.,No value available
2011-08-14,.,No value available
2011-08-15,5.97940,
2011-08-16,5.96610,
2011-08-17,5.98350,
2011-08-18,5.94065,
2011-08-19,5.98440,
2011-08-20,.,No value available
2011-08-21,.,No value available
2011-08-22,.,No value available
2011-08-23,6.00220,
2011-08-24,6.00505,
2011-08-25,5.98490,
2011-08-26,6.03220,
2011-08-27,.,No value available
2011-08-28,.,No value available
2011-08-29,6.04090,
2011-08-30,6.01885,
2011-08-31,6.00645,
2011-09-01,6.00185,
2011-09-02,5.93780,
2011-09-03,.,No value available
2011-09-04,.,No value available
2011-09-05,5.90030,
2011-09-06,5.86300,
2011-09-07,5.88670,
2011-09-08,5.81070,
2011-09-09,5.72550,
2011-09-10,.,No value available
2011-09-11,.,No value available
2011-09-12,5.67745,
2011-09-13,5.74275,
2011-09-14,5.74945,
2011-09-15,5.80690,
2011-09-16,5.76925,
2011-09-17,.,No value available
2011-09-18,.,No value available
2011-09-19,5.71060,
2011-09-20,5.70225,
2011-09-21,5.74510,
2011-09-22,5.62400,
2011-09-23,5.64580,
2011-09-24,.,No value available
2011-09-25,.,No value available
2011-09-26,5.62860,
2011-09-27,5.70310,
2011-09-28,5.68595,
2011-09-29,5.67925,
2011-09-30,5.62990,
2011-10-01,.,No value available
2011-10-02,.,No value available
2011-10-03,5.54370,
2011-10-04,5.54825,
2011-10-05,5.58525,
2011-10-06,5.62315,
2011-10-07,5.61310,
2011-10-08,.,No value available
2011-10-09,.,No value available
2011-10-10,.,No value available
2011-10-11,5.73265,
2011-10-12,5.79305,
2011-10-13,5.77355,
2011-10-14,5.82105,
2011-10-15,.,No value available
2011-10-16,.,No value available
2011-10-17,5.78585,
2011-10-18,5.77410,
2011-10-19,5.80555,
2011-10-20,5.78740,
2011-10-21,5.83290,
2011-10-22,.,No value available
2011-10-23,.,No value available
2011-10-24,5.87980,
2011-10-25,5.87395,
2011-10-26,5.84950,
2011-10-27,5.99325,
2011-10-28,5.97090,
2011-10-29,.,No value available
2011-10-30,.,No value available
2011-10-31,5.87980,
2011-11-01,5.80200,
2011-11-02,5.81560,
2011-11-03,5.85835,
2011-11-04,5.84120,
2011-11-05,.,No value available
2011-11-06,.,No value available
2011-11-07,5.82510,
2011-11-08,5.84420,
2011-11-09,5.76930,
2011-11-10,5.77280,
2011-11-11,5.84715,
2011-11-12,.,No value available
2011-11-13,.,No value available
2011-11-14,5.79170,
2011-11-15,5.74610,
2011-11-16,5.73160,
2011-11-17,5.70355,
2011-11-18,5.72905,
2011-11-19,.,No value available
2011-11-20,.,No value available
2011-11-21,5.72785,
2011-11-22,5.72965,
2011-11-23,5.66880,
2011-11-24,5.65825,
2011-11-25,5.61960,
2011-11-26,.,No value available
2011-11-27,.,No value available
2011-11-28,.,No value available
2011-11-29,5.66955,
2011-11-30,5.72830,
2011-12-01,5.73775,
2011-12-02,5.71050,
2011-12-03,.,No value available
2011-12-04,.,No value available
2011-12-05,5.74010,
2011-12-06,5.70465,
2011-12-07,5.71355,
2011-12-08,.,No value available
2011-12-09,.,No value available
2011-12-10,.,No value available
2011-12-11,.,No value available
2011-12-12,5.62380,
2011-12-13,5.56675,
2011-12-14,5.53700,
2011-12-15,5.54685,
2011-12-16,5.55210,
2011-12-17,.,No value available
2011-12-18,.,No value available
2011-12-19,5.55550,
2011-12-20,5.59010,
2011-12-21,5.58500,
2011-12-22,5.57390,
2011-12-23,5.57390,
2011-12-24,.,No value available
2011-12-25,.,No value available
2011-12-26,5.57390,
2011-12-27,5.59285,
2011-12-28,5.53985,
2011-12-29,5.54330,
2011-12-30,5.56000,
2011-12-31,.,No value available
2012-01-01,.,No value available
2012-01-02,.,No value available
2012-01-03,5.59000,
2012-01-04,5.54970,
2012-01-05,5.48800,
2012-01-06,5.46685,
2012-01-07,.,No value available
2012-01-08,.,No value available
2012-01-09,5.46990,
2012-01-10,5.48195,
2012-01-11,5.44805,
2012-01-12,5.50730,
2012-01-13,5.44035,
2012-01-14,.,No value available
2012-01-15,.,No value available
2012-01-16,5.44495,
2012-01-17,5.47070,
2012-01-18,5.52570,
2012-01-19,5.55840,
2012-01-20,5.56355,
2012-01-21,.,No value available
2012-01-22,.,No value available
2012-01-23,5.60450,
2012-01-24,5.61230,
2012-01-25,5.62785,
2012-01-26,5.67450,
2012-01-27,5.69170,
2012-01-28,.,No value available
2012-01-29,.,No value available
2012-01-30,5.66585,
2012-01-31,5.64125,
2012-02-01,5.68650,
2012-02-02,5.66790,
2012-02-03,5.66580,
2012-02-04,.,No value available
2012-02-05,.,No value available
2012-02-06,5.66970,
2012-02-07,5.72415,
2012-02-08,5.72945,
2012-02-09,5.74820,
2012-02-10,5.70490,
2012-02-11,.,No value available
2012-02-12,.,No value available
2012-02-13,5.71185,
2012-02-14,5.67725,
2012-02-15,5.65565,
2012-02-16,5.67690,
2012-02-17,5.69855,
2012-02-18,.,No value available
2012-02-19,.,No value available
2012-02-20,.,No value available
2012-02-21,.,No value available
2012-02-22,5.74405,
2012-02-23,5.77095,
2012-02-24,5.83725,
2012-02-25,.,No value available
2012-02-26,.,No value available
2012-02-27,.,No value available
2012-02-28,5.83300,
2012-02-29,5.79140,
2012-03-01,5.75770,
2012-03-02,5.69945,
2012-03-03,.,No value available
2012-03-04,.,No value available
2012-03-05,5.70765,
2012-03-06,5.65895,
2012-03-07,5.67450,
2012-03-08,5.72720,
2012-03-09,5.66940,
2012-03-10,.,No value available
2012-03-11,.,No value available
2012-03-12,5.69110,
2012-03-13,5.69770,
2012-03-14,5.64565,
2012-03-15,5.67560,
2012-03-16,5.71555,
2012-03-17,.,No value available
2012-03-18,.,No value available
2012-03-19,5.75080,
2012-03-20,5.75340,
2012-03-21,5.73650,
2012-03-22,5.73000,
2012-03-23,5.76875,
2012-03-24,.,No value available
2012-03-25,.,No value available
2012-03-26,5.80145,
2012-03-27,5.80275,
2012-03-28,5.79495,
2012-03-29,5.79895,
2012-03-30,5.81210,
2012-03-31,.,No value available
2012-04-01,.,No value available
2012-04-02,.,No value available
2012-04-03,5.81870,
2012-04-04,5.73930,
2012-04-05,.,No value available
2012-04-06,.,No value available
2012-04-07,.,No value available
2012-04-08,.,No value available
2012-04-09,5.72625,
2012-04-10,5.71270,
2012-04-11,5.72710,
2012-04-12,5.77260,
2012-04-13,5.71925,
2012-04-14,.,No value available
2012-04-15,.,No value available
2012-04-16,5.74590,
2012-04-17,5.74765,
2012-04-18,5.74040,
2012-04-19,5.74830,
2012-04-20,5.79680,
2012-04-21,.,No value available
2012-04-22,.,No value available
2012-04-23,5.76435,
2012-04-24,5.79415,
2012-04-25,5.79945,
2012-04-26,5.81615,
2012-04-27,5.83110,
2012-04-28,.,No value available
2012-04-29,.,No value available
2012-04-30,.,No value available
2012-05-01,.,No value available
2012-05-02,5.79810,
2012-05-03,5.79500,
2012-05-04,5.76900,
2012-05-05,.,No value available
2012-05-06,.,No value available
2012-05-07,5.76705,
2012-05-08,5.75690,
2012-05-09,5.73075,
2012-05-10,5.72725,
2012-05-11,5.71310,
2012-05-12,.,No value available
2012-05-13,.,No value available
2012-05-14,5.68070,
2012-05-15,5.63300,
2012-05-16,5.63270,
2012-05-17,5.63650,
2012-05-18,5.64665,
2012-05-19,.,No value available
2012-05-20,.,No value available
2012-05-21,5.68275,
2012-05-22,5.65770,
2012-05-23,5.59575,
2012-05-24,5.57700,
2012-05-25,.,No value available
2012-05-26,.,No value available
2012-05-27,.,No value available
2012-05-28,5.58245,
2012-05-29,5.55520,
2012-05-30,5.51415,
2012-05-31,5.50350,
2012-06-01,5.52085,
2012-06-02,.,No value available
2012-06-03,.,No value available
2012-06-04,5.56195,
2012-06-05,5.55705,
2012-06-06,5.61990,
2012-06-07,5.62800,
2012-06-08,5.58320,
2012-06-09,.,No value available
2012-06-10,.,No value available
2012-06-11,5.58730,
2012-06-12,5.59040,
2012-06-13,5.63410,
2012-06-14,5.63650,
2012-06-15,5.65615,
2012-06-16,.,No value available
2012-06-17,.,No value available
2012-06-18,5.63385,
2012-06-19,5.70395,
2012-06-20,.,No value available
2012-06-21,5.63985,
2012-06-22,5.64265,
2012-06-23,.,No value available
2012-06-24,.,No value available
2012-06-25,5.61640,
2012-06-26,5.61700,
2012-06-27,5.60970,
2012-06-28,5.59255,
2012-06-29,5.70525,
2012-06-30,.,No value available
2012-07-01,.,No value available
2012-07-02,5.66800,
2012-07-03,5.68015,
2012-07-04,5.65160,
2012-07-05,5.58630,
2012-07-06,5.54560,
2012-07-07,.,No value available
2012-07-08,.,No value available
2012-07-09,.,No value available
2012-07-10,5.53975,
2012-07-11,5.54525,
2012-07-12,5.51925,
2012-07-13,5.54130,
2012-07-14,.,No value available
2012-07-15,.,No value available
2012-07-16,5.55570,
2012-07-17,5.56150,
2012-07-18,5.56400,
2012-07-19,5.56900,
2012-07-20,5.52580,
2012-07-21,.,No value available
2012-07-22,.,No value available
2012-07-23,5.51695,
2012-07-24,5.48890,
2012-07-25,5.52805,
2012-07-26,5.59305,
2012-07-27,5.61995,
2012-07-28,.,No value available
2012-07-29,.,No value available
2012-07-30,5.58670,
2012-07-31,5.62070,
2012-08-01,5.62085,
2012-08-02,5.55435,
2012-08-03,5.65215,
2012-08-04,.,No value available
2012-08-05,.,No value available
2012-08-06,5.66910,
2012-08-07,5.67280,
2012-08-08,5.65500,
2012-08-09,5.62820,
2012-08-10,5.63445,
2012-08-11,.,No value available
2012-08-12,.,No value available
2012-08-13,5.65680,
2012-08-14,5.65570,
2012-08-15,5.63570,
2012-08-16,5.67885,
2012-08-17,5.66300,
2012-08-18,.,No value available
2012-08-19,.,No value available
2012-08-20,.,No value available
2012-08-21,5.73760,
2012-08-22,5.73240,
2012-08-23,5.77775,
2012-08-24,5.77355,
2012-08-25,.,No value available
2012-08-26,.,No value available
2012-08-27,5.76705,
2012-08-28,5.79750,
2012-08-29,5.77625,
2012-08-30,5.76650,
2012-08-31,5.80740,
2012-09-01,.,No value available
2012-09-02,.,No value available
2012-09-03,5.82340,
2012-09-04,5.81520,
2012-09-05,5.83750,
2012-09-06,5.85890,
2012-09-07,5.93610,
2012-09-08,.,No value available
2012-09-09,.,No value available
2012-09-10,5.93375,
2012-09-11,5.96685,
2012-09-12,5.98580,
2012-09-13,6.02020,
2012-09-14,6.09915,
2012-09-15,.,No value available
2012-09-16,.,No value available
2012-09-17,6.10075,
2012-09-18,6.07065,
2012-09-19,6.08425,
2012-09-20,6.03670,
2012-09-21,6.06655,
2012-09-22,.,No value available
2012-09-23,.,No value available
2012-09-24,.,No value available
2012-09-25,6.04615,
2012-09-26,6.00445,
2012-09-27,6.03415,
2012-09-28,6.01580,
2012-09-29,.,No value available
2012-09-30,.,No value available
2012-10-01,6.03475,
2012-10-02,6.05200,
2012-10-03,6.04320,
2012-10-04,6.10470,
2012-10-05,6.11145,
2012-10-06,.,No value available
2012-10-07,.,No value available
2012-10-08,.,No value available
2012-10-09,6.03830,
2012-10-10,6.05355,
2012-10-11,6.07875,
2012-10-12,6.09350,
2012-10-13,.,No value available
2012-10-14,.,No value available
2012-10-15,6.09440,
2012-10-16,6.14720,
2012-10-17,6.18475,
2012-10-18,6.17125,
2012-10-19,6.14405,
2012-10-20,.,No value available
2012-10-21,.,No value available
2012-10-22,6.16200,
2012-10-23,6.12785,
2012-10-24,6.12680,
2012-10-25,6.12870,
2012-10-26,6.11920,
2012-10-27,.,No value available
2012-10-28,.,No value available
2012-10-29,6.11100,
2012-10-30,6.14905,
2012-10-31,6.15535,
2012-11-01,6.14340,
2012-11-02,6.09610,
2012-11-03,.,No value available
2012-11-04,.,No value available
2012-11-05,6.07170,
2012-11-06,.,No value available
2012-11-07,6.06225,
2012-11-08,6.05780,
2012-11-09,6.05390,
2012-11-10,.,No value available
2012-11-11,.,No value available
2012-11-12,6.05850,
2012-11-13,6.05500,
2012-11-14,6.07675,
2012-11-15,6.09905,
2012-11-16,6.08280,
2012-11-17,.,No value available
2012-11-18,.,No value available
2012-11-19,6.12700,
2012-11-20,6.13190,
2012-11-21,6.15205,
2012-11-22,6.17790,
2012-11-23,6.23145,
2012-11-24,.,No value available
2012-11-25,.,No value available
2012-11-26,.,No value available
2012-11-27,6.21425,
2012-11-28,6.22540,
2012-11-29,6.24015,
2012-11-30,6.26465,
2012-12-01,.,No value available
2012-12-02,.,No value available
2012-12-03,6.29685,
2012-12-04,6.32120,
2012-12-05,6.32260,
2012-12-06,6.26885,
2012-12-07,6.26805,
2012-12-08,.,No value available
2012-12-09,.,No value available
2012-12-10,6.26615,
2012-12-11,6.30415,
2012-12-12,6.35205,
2012-12-13,6.34490,
2012-12-14,6.40070,
2012-12-15,.,No value available
2012-12-16,.,No value available
2012-12-17,6.40080,
2012-12-18,6.44195,
2012-12-19,6.45850,
2012-12-20,6.46140,
2012-12-21,6.43335,
2012-12-22,.,No value available
2012-12-23,.,No value available
2012-12-24,.,No value available
2012-12-25,.,No value available
2012-12-26,6.46680,
2012-12-27,6.46635,
2012-12-28,6.47065,
2012-12-29,.,No value available
2012-12-30,.,No value available
2012-12-31,6.47155,
2013-01-01,.,No value available
2013-01-02,6.46015,
2013-01-03,6.43530,
2013-01-04,6.40160,
2013-01-05,.,No value available
2013-01-06,.,No value available
2013-01-07,6.43905,
2013-01-08,6.41975,
2013-01-09,6.42500,
2013-01-10,6.51795,
2013-01-11,6.57655,
2013-01-12,.,No value available
2013-01-13,.,No value available
2013-01-14,6.58910,
2013-01-15,6.57310,
2013-01-16,6.54370,
2013-01-17,6.58920,
2013-01-18,6.56840,
2013-01-19,.,No value available
2013-01-20,.,No value available
2013-01-21,6.57620,
2013-01-22,6.56945,
2013-01-23,6.58070,
2013-01-24,6.61105,
2013-01-25,6.65280,
2013-01-26,.,No value available
2013-01-27,.,No value available
2013-01-28,6.66330,
2013-01-29,6.68295,
2013-01-30,6.73075,
2013-01-31,.,No value available
2013-02-01,6.78345,
2013-02-02,.,No value available
2013-02-03,.,No value available
2013-02-04,6.71920,
2013-02-05,6.74335,
2013-02-06,6.72015,
2013-02-07,6.66775,
2013-02-08,6.64675,
2013-02-09,.,No value available
2013-02-10,.,No value available
2013-02-11,.,No value available
2013-02-12,.,No value available
2013-02-13,6.70725,
2013-02-14,6.64990,
2013-02-15,6.66625,
2013-02-16,.,No value available
2013-02-17,.,No value available
2013-02-18,6.67995,
2013-02-19,6.69895,
2013-02-20,.,No value available
2013-02-21,6.61115,
2013-02-22,6.60945,
2013-02-23,.,No value available
2013-02-24,.,No value available
2013-02-25,6.61525,
2013-02-26,6.54975,
2013-02-27,6.57650,
2013-02-28,6.57880,
2013-03-01,6.55505,
2013-03-02,.,No value available
2013-03-03,.,No value available
2013-03-04,6.54800,
2013-03-05,6.56195,
2013-03-06,6.55055,
2013-03-07,6.60710,
2013-03-08,6.54615,
2013-03-09,.,No value available
2013-03-10,.,No value available
2013-03-11,6.58745,
2013-03-12,6.58780,
2013-03-13,6.56205,
2013-03-14,6.58785,
2013-03-15,6.62430,
2013-03-16,.,No value available
2013-03-17,.,No value available
2013-03-18,6.58080,
2013-03-19,6.52955,
2013-03-20,6.57190,
2013-03-21,6.55935,
2013-03-22,6.60865,
2013-03-23,.,No value available
2013-03-24,.,No value available
2013-03-25,6.55985,
2013-03-26,6.55735,
2013-03-27,6.51810,
2013-03-28,.,No value available
2013-03-29,.,No value available
2013-03-30,.,No value available
2013-03-31,.,No value available
2013-04-01,.,No value available
2013-04-02,.,No value available
2013-04-03,6.56715,
2013-04-04,6.62140,
2013-04-05,6.66175,
2013-04-06,.,No value available
2013-04-07,.,No value available
2013-04-08,6.65535,
2013-04-09,6.69895,
2013-04-10,6.68805,
2013-04-11,6.72265,
2013-04-12,6.71770,
2013-04-13,.,No value available
2013-04-14,.,No value available
2013-04-15,6.70935,
2013-04-16,6.77440,
2013-04-17,6.70020,
2013-04-18,6.71850,
2013-04-19,6.72555,
2013-04-20,.,No value available
2013-04-21,.,No value available
2013-04-22,6.71965,
2013-04-23,6.69945,
2013-04-24,6.70950,
2013-04-25,6.70745,
2013-04-26,6.72115,
2013-04-27,.,No value available
2013-04-28,.,No value available
2013-04-29,6.75675,
2013-04-30,6.79850,
2013-05-01,.,No value available
2013-05-02,6.75980,
2013-05-03,6.78890,
2013-05-04,.,No value available
2013-05-05,.,No value available
2013-05-06,6.78515,
2013-05-07,6.79295,
2013-05-08,6.83715,
2013-05-09,6.81570,
2013-05-10,6.76000,
2013-05-11,.,No value available
2013-05-12,.,No value available
2013-05-13,6.76465,
2013-05-14,6.75010,
2013-05-15,6.71045,
2013-05-16,6.72820,
2013-05-17,6.69610,
2013-05-18,.,No value available
2013-05-19,.,No value available
2013-05-20,6.72905,
2013-05-21,6.74440,
2013-05-22,6.72885,
2013-05-23,6.78630,
2013-05-24,6.78130,
2013-05-25,.,No value available
2013-05-26,.,No value available
2013-05-27,6.78590,
2013-05-28,6.75490,
2013-05-29,6.79420,
2013-05-30,6.86720,
2013-05-31,6.82770,
2013-06-01,.,No value available
2013-06-02,.,No value available
2013-06-03,6.89850,
2013-06-04,6.88370,
2013-06-05,6.90055,
2013-06-06,6.99130,
2013-06-07,6.98365,
2013-06-08,.,No value available
2013-06-09,.,No value available
2013-06-10,7.00290,
2013-06-11,7.02330,
2013-06-12,7.06200,
2013-06-13,7.07930,
2013-06-14,7.08120,
2013-06-15,.,No value available
2013-06-16,.,No value available
2013-06-17,7.09210,
2013-06-18,7.13680,
2013-06-19,7.14595,
2013-06-20,.,No value available
2013-06-21,.,No value available
2013-06-22,.,No value available
2013-06-23,.,No value available
2013-06-24,7.00685,
2013-06-25,6.99405,
2013-06-26,6.95850,
2013-06-27,6.98315,
2013-06-28,6.98190,
2013-06-29,.,No value available
2013-06-30,.,No value available
2013-07-01,7.01675,
2013-07-02,6.98920,
2013-07-03,6.99655,
2013-07-04,6.95405,
2013-07-05,6.91010,
2013-07-06,.,No value available
2013-07-07,.,No value available
2013-07-08,6.92980,
2013-07-09,.,No value available
2013-07-10,6.93405,
2013-07-11,7.04330,
2013-07-12,7.06540,
2013-07-13,.,No value available
2013-07-14,.,No value available
2013-07-15,7.06610,
2013-07-16,7.11885,
2013-07-17,7.12055,
2013-07-18,7.12335,
2013-07-19,7.15110,
2013-07-20,.,No value available
2013-07-21,.,No value available
2013-07-22,7.18130,
2013-07-23,7.19405,
2013-07-24,7.17985,
2013-07-25,7.23210,
2013-07-26,7.25520,
2013-07-27,.,No value available
2013-07-28,.,No value available
2013-07-29,7.26070,
2013-07-30,7.26485,
2013-07-31,7.28875,
2013-08-01,7.25995,
2013-08-02,7.30265,
2013-08-03,.,No value available
2013-08-04,.,No value available
2013-08-05,7.29410,
2013-08-06,.,No value available
2013-08-07,.,No value available
2013-08-08,7.33200,
2013-08-09,7.37110,
2013-08-10,.,No value available
2013-08-11,.,No value available
2013-08-12,7.36285,
2013-08-13,7.34785,
2013-08-14,7.35305,
2013-08-15,7.41655,
2013-08-16,7.42090,
2013-08-17,.,No value available
2013-08-18,.,No value available
2013-08-19,.,No value available
2013-08-20,7.48080,
2013-08-21,7.46645,
2013-08-22,7.47670,
2013-08-23,7.50180,
2013-08-24,.,No value available
2013-08-25,.,No value available
2013-08-26,7.50245,
2013-08-27,7.53120,
2013-08-28,7.50570,
2013-08-29,7.47235,
2013-08-30,7.46830,
2013-08-31,.,No value available
2013-09-01,.,No value available
2013-09-02,7.47775,
2013-09-03,7.47055,
2013-09-04,7.50625,
2013-09-05,7.45005,
2013-09-06,7.47820,
2013-09-07,.,No value available
2013-09-08,.,No value available
2013-09-09,7.54295,
2013-09-10,7.55305,
2013-09-11,7.59005,
2013-09-12,7.58360,
2013-09-13,7.59365,
2013-09-14,.,No value available
2013-09-15,.,No value available
2013-09-16,7.62415,
2013-09-17,7.64490,
2013-09-18,7.66670,
2013-09-19,7.76265,
2013-09-20,7.77075,
2013-09-21,.,No value available
2013-09-22,.,No value available
2013-09-23,7.76530,
2013-09-24,7.75495,
2013-09-25,7.77915,
2013-09-26,7.77190,
2013-09-27,7.80195,
2013-09-28,.,No value available
2013-09-29,.,No value available
2013-09-30,7.81235,
2013-10-01,7.82180,
2013-10-02,7.85880,
2013-10-03,7.88845,
2013-10-04,7.85045,
2013-10-05,.,No value available
2013-10-06,.,No value available
2013-10-07,7.87865,
2013-10-08,7.87650,
2013-10-09,7.84190,
2013-10-10,7.85700,
2013-10-11,7.87325,
2013-10-12,.,No value available
2013-10-13,.,No value available
2013-10-14,.,No value available
2013-10-15,7.85345,
2013-10-16,7.88370,
2013-10-17,7.97245,
2013-10-18,7.98185,
2013-10-19,.,No value available
2013-10-20,.,No value available
2013-10-21,7.99510,
2013-10-22,8.05780,
2013-10-23,8.05745,
2013-10-24,8.07625,
2013-10-25,8.09655,
2013-10-26,.,No value available
2013-10-27,.,No value available
2013-10-28,8.09900,
