"",BBEX3.D.TRY.USD.CA.AB.000,BBEX3.D.TRY.USD.CA.AB.000_FLAGS
2013-10-12,.,No value available
2013-10-13,.,No value available
2013-10-14,.,No value available
2013-10-15,.,No value available
2013-10-16,.,No value available
2013-10-17,.,No value available
2013-10-18,.,No value available
2013-10-19,.,No value available
2013-10-20,.,No value available
2013-10-21,1.9799,
2013-10-22,1.9782,
2013-10-23,1.9837,
2013-10-24,1.9773,
2013-10-25,1.9796,
2013-10-26,.,No value available
2013-10-27,.,No value available
2013-10-28,1.9888,
2013-10-29,.,No value available
2013-10-30,.,No value available
2013-10-31,1.9923,
2013-11-01,1.9930,
2013-11-02,.,No value available
2013-11-03,.,No value available
2013-11-04,2.0099,
2013-11-05,2.0214,
2013-11-06,2.0271,
2013-11-07,2.0299,
2013-11-08,2.0343,
2013-11-09,.,No value available
2013-11-10,.,No value available
2013-11-11,2.0302,
2013-11-12,2.0395,
2013-11-13,2.0537,
2013-11-14,2.0553,
2013-11-15,2.0479,
2013-11-16,.,No value available
2013-11-17,.,No value available
2013-11-18,2.0411,
2013-11-19,2.0238,
2013-11-20,2.0206,
2013-11-21,2.0134,
2013-11-22,2.0217,
2013-11-23,.,No value available
2013-11-24,.,No value available
2013-11-25,2.0201,
2013-11-26,2.0005,
2013-11-27,2.0107,
2013-11-28,2.0190,
2013-11-29,2.0203,
2013-11-30,.,No value available
2013-12-01,.,No value available
2013-12-02,2.0211,
2013-12-03,2.0319,
2013-12-04,2.0395,
2013-12-05,2.0492,
2013-12-06,2.0519,
2013-12-07,.,No value available
2013-12-08,.,No value available
2013-12-09,2.0431,
2013-12-10,2.0349,
2013-12-11,2.0301,
2013-12-12,2.0330,
2013-12-13,2.0407,
2013-12-14,.,No value available
2013-12-15,.,No value available
2013-12-16,2.0441,
2013-12-17,2.0373,
2013-12-18,2.0409,
2013-12-19,2.0459,
2013-12-20,2.0645,
2013-12-21,.,No value available
2013-12-22,.,No value available
2013-12-23,2.0928,
2013-12-24,2.0914,
2013-12-25,2.0849,
2013-12-26,.,No value available
2013-12-27,2.0994,
2013-12-28,.,No value available
2013-12-29,.,No value available
2013-12-30,2.1642,
2013-12-31,2.1381,
2014-01-01,.,No value available
2014-01-02,2.1343,
2014-01-03,2.1757,
2014-01-04,.,No value available
2014-01-05,.,No value available
2014-01-06,2.1726,
2014-01-07,2.1918,
2014-01-08,2.1762,
2014-01-09,2.1796,
2014-01-10,2.1884,
2014-01-11,.,No value available
2014-01-12,.,No value available
2014-01-13,2.1800,
2014-01-14,2.1759,
2014-01-15,2.1949,
2014-01-16,2.1951,
2014-01-17,2.2100,
2014-01-18,.,No value available
2014-01-19,.,No value available
2014-01-20,2.2124,
2014-01-21,2.2425,
2014-01-22,2.2455,
2014-01-23,2.2591,
2014-01-24,2.2782,
2014-01-25,.,No value available
2014-01-26,.,No value available
2014-01-27,2.3184,
2014-01-28,2.3470,
2014-01-29,2.2699,
2014-01-30,2.2274,
2014-01-31,2.2837,
2014-02-01,.,No value available
2014-02-02,.,No value available
2014-02-03,2.2737,
2014-02-04,2.2675,
2014-02-05,2.2601,
2014-02-06,2.2434,
2014-02-07,2.2289,
2014-02-08,.,No value available
2014-02-09,.,No value available
2014-02-10,2.2209,
2014-02-11,2.2287,
2014-02-12,2.2064,
2014-02-13,2.1962,
2014-02-14,2.2042,
2014-02-15,.,No value available
2014-02-16,.,No value available
2014-02-17,2.1884,
2014-02-18,2.1849,
2014-02-19,2.1830,
2014-02-20,2.1920,
2014-02-21,2.2121,
2014-02-22,.,No value available
2014-02-23,.,No value available
2014-02-24,2.2012,
2014-02-25,2.1845,
2014-02-26,2.2086,
2014-02-27,2.2120,
2014-02-28,2.2382,
2014-03-01,.,No value available
2014-03-02,.,No value available
2014-03-03,2.2168,
2014-03-04,2.2225,
2014-03-05,2.2159,
2014-03-06,2.2114,
2014-03-07,2.2039,
2014-03-08,.,No value available
2014-03-09,.,No value available
2014-03-10,2.1912,
2014-03-11,2.2158,
2014-03-12,2.2260,
2014-03-13,2.2499,
2014-03-14,2.2284,
2014-03-15,.,No value available
2014-03-16,.,No value available
2014-03-17,2.2362,
2014-03-18,2.2256,
2014-03-19,2.2265,
2014-03-20,2.2252,
2014-03-21,2.2413,
2014-03-22,.,No value available
2014-03-23,.,No value available
2014-03-24,2.2390,
2014-03-25,2.2410,
2014-03-26,2.2359,
2014-03-27,2.2161,
2014-03-28,2.1951,
2014-03-29,.,No value available
2014-03-30,.,No value available
2014-03-31,2.1938,
2014-04-01,2.1596,
2014-04-02,2.1531,
2014-04-03,2.1350,
2014-04-04,2.1393,
2014-04-05,.,No value available
2014-04-06,.,No value available
2014-04-07,2.1393,
2014-04-08,2.1221,
2014-04-09,2.0978,
2014-04-10,2.1084,
2014-04-11,2.1031,
2014-04-12,.,No value available
2014-04-13,.,No value available
2014-04-14,2.1215,
2014-04-15,2.1306,
2014-04-16,2.1301,
2014-04-17,2.1360,
2014-04-18,2.1341,
2014-04-19,.,No value available
2014-04-20,.,No value available
2014-04-21,2.1322,
2014-04-22,2.1368,
2014-04-23,2.1410,
2014-04-24,.,No value available
2014-04-25,2.1425,
2014-04-26,.,No value available
2014-04-27,.,No value available
2014-04-28,2.1378,
2014-04-29,2.1351,
2014-04-30,2.1218,
2014-05-01,.,No value available
2014-05-02,2.1193,
2014-05-03,.,No value available
2014-05-04,.,No value available
2014-05-05,2.1111,
2014-05-06,2.1004,
2014-05-07,2.0970,
2014-05-08,2.0960,
2014-05-09,2.0784,
2014-05-10,.,No value available
2014-05-11,.,No value available
2014-05-12,2.0804,
2014-05-13,2.0792,
2014-05-14,2.0749,
2014-05-15,2.0748,
2014-05-16,2.0807,
2014-05-17,.,No value available
2014-05-18,.,No value available
2014-05-19,2.1019,
2014-05-20,.,No value available
2014-05-21,2.1083,
2014-05-22,2.1110,
2014-05-23,2.0958,
2014-05-24,.,No value available
2014-05-25,.,No value available
2014-05-26,2.0883,
2014-05-27,2.0885,
2014-05-28,2.1011,
2014-05-29,2.1083,
2014-05-30,2.0959,
2014-05-31,.,No value available
2014-06-01,.,No value available
2014-06-02,2.0954,
2014-06-03,2.0998,
2014-06-04,2.1054,
2014-06-05,2.1237,
2014-06-06,2.1126,
2014-06-07,.,No value available
2014-06-08,.,No value available
2014-06-09,2.0934,
2014-06-10,2.0818,
2014-06-11,2.0904,
2014-06-12,2.0952,
2014-06-13,2.1096,
2014-06-14,.,No value available
2014-06-15,.,No value available
2014-06-16,2.1236,
2014-06-17,2.1414,
2014-06-18,2.1384,
2014-06-19,2.1472,
2014-06-20,2.1306,
2014-06-21,.,No value available
2014-06-22,.,No value available
2014-06-23,2.1411,
2014-06-24,2.1431,
2014-06-25,2.1351,
2014-06-26,2.1423,
2014-06-27,2.1330,
2014-06-28,.,No value available
2014-06-29,.,No value available
2014-06-30,2.1272,
2014-07-01,2.1264,
2014-07-02,2.1232,
2014-07-03,2.1312,
2014-07-04,2.1352,
2014-07-05,.,No value available
2014-07-06,.,No value available
2014-07-07,2.1320,
2014-07-08,2.1354,
2014-07-09,2.1290,
2014-07-10,2.1275,
2014-07-11,2.1271,
2014-07-12,.,No value available
2014-07-13,.,No value available
2014-07-14,2.1260,
2014-07-15,2.1216,
2014-07-16,2.1238,
2014-07-17,2.1267,
2014-07-18,2.1259,
2014-07-19,.,No value available
2014-07-20,.,No value available
2014-07-21,2.1304,
2014-07-22,2.1213,
2014-07-23,2.1217,
2014-07-24,2.0958,
2014-07-25,2.0940,
2014-07-26,.,No value available
2014-07-27,.,No value available
2014-07-28,.,No value available
2014-07-29,.,No value available
2014-07-30,.,No value available
2014-07-31,2.0956,
2014-08-01,2.1371,
2014-08-02,.,No value available
2014-08-03,.,No value available
2014-08-04,2.1485,
2014-08-05,2.1351,
2014-08-06,2.1302,
2014-08-07,2.1658,
2014-08-08,2.1625,
2014-08-09,.,No value available
2014-08-10,.,No value available
2014-08-11,2.1722,
2014-08-12,2.1528,
2014-08-13,2.1651,
2014-08-14,2.1627,
2014-08-15,2.1596,
2014-08-16,.,No value available
2014-08-17,.,No value available
2014-08-18,2.1600,
2014-08-19,2.1720,
2014-08-20,2.1671,
2014-08-21,2.1719,
2014-08-22,2.1803,
2014-08-23,.,No value available
2014-08-24,.,No value available
2014-08-25,2.1806,
2014-08-26,2.1815,
2014-08-27,2.1726,
2014-08-28,2.1620,
2014-08-29,2.1658,
2014-08-30,.,No value available
2014-08-31,.,No value available
2014-09-01,2.1623,
2014-09-02,2.1644,
2014-09-03,2.1712,
2014-09-04,2.1656,
2014-09-05,2.1603,
2014-09-06,.,No value available
2014-09-07,.,No value available
2014-09-08,2.1674,
2014-09-09,2.1666,
2014-09-10,2.1940,
2014-09-11,2.2062,
2014-09-12,2.1963,
2014-09-13,.,No value available
2014-09-14,.,No value available
2014-09-15,2.2054,
2014-09-16,2.2184,
2014-09-17,2.2132,
2014-09-18,2.2098,
2014-09-19,2.2263,
2014-09-20,.,No value available
2014-09-21,.,No value available
2014-09-22,2.2272,
2014-09-23,2.2440,
2014-09-24,2.2360,
2014-09-25,2.2366,
2014-09-26,2.2523,
2014-09-27,.,No value available
2014-09-28,.,No value available
2014-09-29,2.2598,
2014-09-30,2.2830,
2014-10-01,2.2813,
2014-10-02,2.2871,
2014-10-03,2.2771,
2014-10-04,.,No value available
2014-10-05,.,No value available
2014-10-06,.,No value available
2014-10-07,.,No value available
2014-10-08,.,No value available
2014-10-09,2.2921,
2014-10-10,2.2614,
2014-10-11,.,No value available
2014-10-12,.,No value available
2014-10-13,2.2830,
2014-10-14,2.2742,
2014-10-15,2.2824,
2014-10-16,2.2737,
2014-10-17,2.2770,
2014-10-18,.,No value available
2014-10-19,.,No value available
2014-10-20,2.2550,
2014-10-21,2.2492,
2014-10-22,2.2436,
2014-10-23,2.2484,
2014-10-24,2.2426,
2014-10-25,.,No value available
2014-10-26,.,No value available
2014-10-27,2.2418,
2014-10-28,2.2398,
2014-10-29,.,No value available
2014-10-30,.,No value available
2014-10-31,2.2211,
2014-11-01,.,No value available
2014-11-02,.,No value available
2014-11-03,2.2067,
2014-11-04,2.2290,
2014-11-05,2.2276,
2014-11-06,2.2389,
2014-11-07,2.2427,
2014-11-08,.,No value available
2014-11-09,.,No value available
2014-11-10,2.2748,
2014-11-11,2.2509,
2014-11-12,2.2676,
2014-11-13,2.2621,
2014-11-14,2.2491,
2014-11-15,.,No value available
2014-11-16,.,No value available
2014-11-17,2.2460,
2014-11-18,2.2325,
2014-11-19,2.2245,
2014-11-20,2.2315,
2014-11-21,2.2357,
2014-11-22,.,No value available
2014-11-23,.,No value available
2014-11-24,2.2258,
2014-11-25,2.2300,
2014-11-26,2.2322,
2014-11-27,2.2255,
2014-11-28,2.2189,
2014-11-29,.,No value available
2014-11-30,.,No value available
2014-12-01,2.2141,
2014-12-02,2.2241,
2014-12-03,2.2236,
2014-12-04,2.2393,
2014-12-05,2.2403,
2014-12-06,.,No value available
2014-12-07,.,No value available
2014-12-08,2.2398,
2014-12-09,2.2768,
2014-12-10,2.2632,
2014-12-11,2.2645,
2014-12-12,2.2640,
2014-12-13,.,No value available
2014-12-14,.,No value available
2014-12-15,2.2823,
2014-12-16,2.3226,
2014-12-17,2.3714,
2014-12-18,2.3696,
2014-12-19,2.3272,
2014-12-20,.,No value available
2014-12-21,.,No value available
2014-12-22,2.3263,
2014-12-23,2.3212,
2014-12-24,2.3206,
2014-12-25,2.3251,
2014-12-26,2.3219,
2014-12-27,.,No value available
2014-12-28,.,No value available
2014-12-29,2.3224,
2014-12-30,2.3277,
2014-12-31,2.3230,
2015-01-01,.,No value available
2015-01-02,2.3311,
2015-01-03,.,No value available
2015-01-04,.,No value available
2015-01-05,2.3491,
2015-01-06,2.3453,
2015-01-07,2.3319,
2015-01-08,2.3297,
2015-01-09,2.3118,
2015-01-10,.,No value available
2015-01-11,.,No value available
2015-01-12,2.3047,
2015-01-13,2.2932,
2015-01-14,2.2819,
2015-01-15,2.2968,
2015-01-16,2.2844,
2015-01-17,.,No value available
2015-01-18,.,No value available
2015-01-19,2.3125,
2015-01-20,2.3424,
2015-01-21,2.3400,
2015-01-22,2.3435,
2015-01-23,2.3507,
2015-01-24,.,No value available
2015-01-25,.,No value available
2015-01-26,2.3379,
2015-01-27,2.3639,
2015-01-28,2.3604,
2015-01-29,2.3664,
2015-01-30,2.4057,
2015-01-31,.,No value available
2015-02-01,.,No value available
2015-02-02,2.4219,
2015-02-03,2.4280,
2015-02-04,2.4194,
2015-02-05,2.4141,
2015-02-06,2.4485,
2015-02-07,.,No value available
2015-02-08,.,No value available
2015-02-09,2.4386,
2015-02-10,2.4901,
2015-02-11,2.4841,
2015-02-12,2.4941,
2015-02-13,2.4930,
2015-02-14,.,No value available
2015-02-15,.,No value available
2015-02-16,2.4722,
2015-02-17,2.4569,
2015-02-18,2.4526,
2015-02-19,2.4656,
2015-02-20,2.4462,
2015-02-21,.,No value available
2015-02-22,.,No value available
2015-02-23,2.4575,
2015-02-24,2.4817,
2015-02-25,2.4810,
2015-02-26,2.4642,
2015-02-27,2.4831,
"","General: Currency conversion effective from 1 January 2005: 1,000,000 Turkish lira (TRL) = 1 New Turkish lira (TRY), designated as Turkish lira (TRY) since 1 January 2009.",
"","Source: Central Bank of Turkey, Ankara.",
