"",2005-11-16,2005-12-16,2006-01-16,2006-02-16,2006-03-28,2006-06-16,2006-06-26,2006-07-03,2006-07-17,2006-08-16,2006-09-14,2006-10-16,2006-11-17,2006-12-15,2007-01-16,2007-02-16,2007-03-21,2007-04-16,2007-05-10,2007-06-15,2007-07-13,2007-08-16,2007-09-14,2007-10-15,2007-11-16,2007-12-14,2008-01-16,2008-02-15,2008-03-17,2008-04-14,2008-05-16,2008-06-19,2008-07-14,2008-08-15,2008-09-16,2008-10-16,2008-11-17,2008-12-16,2009-01-16,2009-02-16,2009-03-16,2010-03-04,2010-03-15,2010-04-16,2010-05-17,2010-06-15,2010-07-14,2010-08-16,2010-09-15,2010-10-15,2010-11-15,2010-12-14,2011-01-17,2011-02-14,2011-03-17,2011-04-15,2011-05-16,2011-06-15,2011-07-15,2011-08-15,2011-09-15,2011-10-17,2011-11-14,2011-12-15,2012-01-16,2012-02-14,2012-03-15,2012-04-16,2012-05-14,2012-06-15,2012-07-16,2012-08-15,2012-09-17,2012-10-15,2012-11-14,2012-12-17,2013-01-16,2013-02-15,2013-04-15,2013-05-15,2013-06-17,2013-07-15,2013-08-12,2013-09-16,2013-10-15,2013-11-15,2013-12-16,2014-01-16,2014-02-17,2014-03-17,2014-04-15,2014-05-15,2014-06-16,2014-07-15,2014-08-15,2014-09-15,2014-10-15,2014-11-17,2014-12-15,2015-01-16,2015-02-17
2001-04,102.67,102.75,102.75,102.75,102.75,102.75,102.63,102.63,102.63,102.63,102.63,102.63,102.64,102.64,102.65,102.65,102.65,102.65,102.64,102.64,102.62,102.62,102.62,102.62,102.62,102.62,102.62,102.59,102.59,102.56,102.56,102.56,102.56,102.60,102.60,102.60,102.60,102.60,102.60,102.60,102.60,100.91,100.91,100.91,100.91,100.91,100.91,100.91,100.91,100.91,100.91,100.91,100.91,100.91,100.91,100.91,100.91,100.91,100.91,100.91,100.91,100.91,100.91,100.91,100.91,100.91,100.91,100.91,100.91,100.91,100.91,100.91,100.91,100.91,100.91,100.91,100.91,100.91,95.39,95.39,95.39,95.39,95.39,95.39,95.39,95.39,95.39,95.39,95.39,95.39,95.39,95.39,95.39,95.39,95.39,95.39,95.39,95.39,95.39,95.39,95.39
2001-05,103.29,103.10,103.10,103.12,103.12,103.12,103.12,103.12,103.12,103.12,103.12,103.12,103.14,103.14,103.15,103.15,103.15,103.15,103.14,103.14,103.65,103.65,103.65,103.63,103.63,103.63,103.63,103.66,103.66,103.65,103.65,103.65,103.65,103.67,103.67,103.67,103.67,103.67,103.67,103.67,103.67,101.97,101.97,101.97,101.97,101.97,101.97,101.97,101.97,101.97,101.97,101.97,101.97,101.97,101.97,101.97,101.97,101.97,101.97,101.97,101.97,101.97,101.97,101.97,101.97,101.97,101.97,101.97,101.97,101.97,101.97,101.97,101.97,101.97,101.97,101.97,101.97,101.97,96.39,96.39,96.39,96.39,96.39,96.39,96.39,96.39,96.39,96.39,96.39,96.39,96.39,96.39,96.39,96.39,96.39,96.39,96.39,96.39,96.39,96.39,96.39
2001-06,102.45,102.22,102.22,102.23,102.23,102.23,102.36,102.36,102.36,102.36,102.36,102.36,102.38,102.38,102.34,102.34,102.34,102.34,102.31,102.31,102.27,102.27,102.27,102.28,102.28,102.28,102.28,102.26,102.26,102.25,102.25,102.25,102.25,102.12,102.13,102.13,102.13,102.13,102.13,102.13,102.13,100.45,100.45,100.45,100.45,100.45,100.45,100.45,100.45,100.45,100.45,100.45,100.45,100.45,100.45,100.45,100.45,100.45,100.45,100.45,100.45,100.45,100.45,100.45,100.45,100.45,100.45,100.45,100.45,100.45,100.45,100.45,100.45,100.45,100.45,100.45,100.45,100.45,94.95,94.95,94.95,94.95,94.95,94.95,94.95,94.95,94.95,94.95,94.95,94.95,94.95,94.95,94.95,94.95,94.95,94.95,94.95,94.95,94.95,94.95,94.95
2001-07,102.51,102.34,102.34,102.36,102.36,102.36,102.29,102.29,102.29,102.29,102.29,102.29,102.29,102.29,102.28,102.28,102.28,102.28,102.26,102.26,102.23,102.23,102.23,102.23,102.23,102.23,102.23,102.20,102.20,102.19,102.19,102.19,102.19,102.21,102.21,102.21,102.21,102.21,102.21,102.21,102.21,100.53,100.53,100.53,100.53,100.53,100.53,100.53,100.53,100.53,100.53,100.53,100.53,100.53,100.53,100.53,100.53,100.53,100.53,100.53,100.53,100.53,100.53,100.53,100.53,100.53,100.53,100.53,100.53,100.53,100.53,100.53,100.53,100.53,100.53,100.53,100.53,100.53,95.03,95.03,95.03,95.03,95.03,95.03,95.03,95.03,95.03,95.03,95.03,95.03,95.03,95.03,95.03,95.03,95.03,95.03,95.03,95.03,95.03,95.03,95.03
2001-08,102.24,102.26,102.26,102.30,102.30,102.30,102.42,102.42,102.42,102.42,102.42,102.42,102.42,102.42,102.46,102.46,102.46,102.46,102.43,102.43,102.33,102.33,102.33,102.37,102.37,102.37,102.37,102.33,102.33,102.34,102.34,102.34,102.34,102.36,102.36,102.36,102.36,102.36,102.36,102.36,102.36,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,95.17,95.17,95.17,95.17,95.17,95.17,95.17,95.17,95.17,95.17,95.17,95.17,95.17,95.17,95.17,95.17,95.17,95.17,95.17,95.17,95.17,95.17,95.17
2001-09,102.28,102.39,102.39,102.40,102.40,102.40,102.25,102.25,102.25,102.25,102.25,102.25,102.14,102.14,102.09,102.09,102.09,102.09,102.07,102.07,102.02,102.02,102.02,102.02,102.02,102.02,102.02,102.03,102.03,102.11,102.11,102.11,102.11,102.05,102.05,102.05,102.05,102.05,102.05,102.05,102.05,100.37,100.37,100.37,100.37,100.37,100.37,100.37,100.37,100.37,100.37,100.37,100.37,100.37,100.37,100.37,100.37,100.37,100.37,100.37,100.37,100.37,100.37,100.37,100.37,100.37,100.37,100.37,100.37,100.37,100.37,100.37,100.37,100.37,100.37,100.37,100.37,100.37,94.88,94.88,94.88,94.88,94.88,94.88,94.88,94.88,94.88,94.88,94.88,94.88,94.88,94.88,94.88,94.88,94.88,94.88,94.88,94.88,94.88,94.88,94.88
2001-10,102.26,102.27,102.27,102.29,102.29,102.29,102.34,102.34,102.34,102.34,102.34,102.34,102.34,102.34,102.31,102.31,102.31,102.31,102.29,102.29,102.27,102.27,102.27,102.26,102.26,102.26,102.26,102.27,102.27,102.27,102.27,102.27,102.27,102.23,102.23,102.23,102.23,102.23,102.23,102.23,102.23,100.55,100.55,100.55,100.55,100.55,100.55,100.55,100.55,100.55,100.55,100.55,100.55,100.55,100.55,100.55,100.55,100.55,100.55,100.55,100.55,100.55,100.55,100.55,100.55,100.55,100.55,100.55,100.55,100.55,100.55,100.55,100.55,100.55,100.55,100.55,100.55,100.55,95.05,95.05,95.05,95.05,95.05,95.05,95.05,95.05,95.05,95.05,95.05,95.05,95.05,95.05,95.05,95.05,95.05,95.05,95.05,95.05,95.05,95.05,95.05
2001-11,101.89,101.91,101.91,101.93,101.93,101.93,102.03,102.03,102.03,102.03,102.03,102.03,102.03,102.03,102.06,102.06,102.06,102.06,102.04,102.04,101.99,101.99,101.99,101.99,101.99,101.99,101.99,102.00,102.00,102.00,102.00,102.00,102.00,102.02,102.02,102.02,102.02,102.02,102.02,102.02,102.02,100.34,100.34,100.34,100.34,100.34,100.34,100.34,100.34,100.34,100.34,100.34,100.34,100.34,100.34,100.34,100.34,100.34,100.34,100.34,100.34,100.34,100.34,100.34,100.34,100.34,100.34,100.34,100.34,100.34,100.34,100.34,100.34,100.34,100.34,100.34,100.34,100.34,94.85,94.85,94.85,94.85,94.85,94.85,94.85,94.85,94.85,94.85,94.85,94.85,94.85,94.85,94.85,94.85,94.85,94.85,94.85,94.85,94.85,94.85,94.85
2001-12,102.41,102.44,102.44,102.34,102.34,102.34,102.24,102.24,102.24,102.24,102.24,102.24,102.25,102.25,102.24,102.24,102.24,102.24,102.21,102.21,102.22,102.22,102.22,102.22,102.22,102.22,102.22,102.22,102.22,102.20,102.20,102.20,102.20,102.24,102.24,102.24,102.24,102.24,102.24,102.24,102.24,100.56,100.56,100.56,100.56,100.56,100.56,100.56,100.56,100.56,100.56,100.56,100.56,100.56,100.56,100.56,100.56,100.56,100.56,100.56,100.56,100.56,100.56,100.56,100.56,100.56,100.56,100.56,100.56,100.56,100.56,100.56,100.56,100.56,100.56,100.56,100.56,100.56,95.06,95.06,95.06,95.06,95.06,95.06,95.06,95.06,95.06,95.06,95.06,95.06,95.06,95.06,95.06,95.06,95.06,95.06,95.06,95.06,95.06,95.06,95.06
2002-01,100.95,101.20,101.20,101.20,101.20,101.20,101.26,101.26,101.26,101.26,101.26,101.26,101.28,101.28,101.32,101.32,101.32,101.32,101.29,101.29,101.27,101.27,101.27,101.26,101.26,101.26,101.26,101.28,101.28,101.28,101.28,101.28,101.28,101.29,101.29,101.29,101.29,101.29,101.29,101.29,101.29,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,94.18,94.18,94.18,94.18,94.18,94.18,94.18,94.18,94.18,94.18,94.18,94.18,94.18,94.18,94.18,94.18,94.18,94.18,94.18,94.18,94.18,94.18,94.18
2002-02,101.06,101.08,101.08,101.07,101.07,101.07,101.01,101.01,101.01,101.01,101.01,101.01,101.03,101.03,101.04,101.04,101.04,101.04,101.01,101.01,101.00,101.00,101.00,101.00,101.00,101.00,101.00,101.00,101.00,100.99,100.99,100.99,100.99,101.01,101.01,101.01,101.01,101.01,101.01,101.01,101.01,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91
2002-03,101.12,101.19,101.19,101.16,101.16,101.16,100.90,100.90,100.90,100.90,100.90,100.90,100.94,100.94,100.91,100.91,100.91,100.91,100.88,100.88,100.87,100.87,100.87,100.86,100.86,100.86,100.86,100.86,100.86,100.84,100.84,100.84,100.84,100.88,100.88,100.88,100.88,100.88,100.88,100.88,100.88,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,93.79,93.79,93.79,93.79,93.79,93.79,93.79,93.79,93.79,93.79,93.79,93.79,93.79,93.79,93.79,93.79,93.79,93.79,93.79,93.79,93.79,93.79,93.79
2002-04,100.65,100.65,100.65,100.64,100.64,100.64,100.72,100.72,100.72,100.72,100.72,100.72,100.76,100.76,100.80,100.80,100.80,100.80,100.77,100.77,100.74,100.74,100.74,100.73,100.73,100.73,100.73,100.69,100.69,100.67,100.67,100.67,100.67,100.71,100.71,100.71,100.71,100.71,100.71,100.71,100.71,99.06,99.06,99.06,99.06,99.06,99.06,99.06,99.06,99.06,99.06,99.06,99.06,99.06,99.06,99.06,99.06,99.06,99.06,99.06,99.06,99.06,99.06,99.06,99.06,99.06,99.06,99.06,99.06,99.06,99.06,99.06,99.06,99.06,99.06,99.06,99.06,99.06,93.64,93.64,93.64,93.64,93.64,93.64,93.64,93.64,93.64,93.64,93.64,93.64,93.64,93.64,93.64,93.64,93.64,93.64,93.64,93.64,93.64,93.64,93.64
2002-05,100.91,100.85,100.85,100.85,100.85,100.85,100.92,100.92,100.92,100.92,100.92,100.92,100.95,100.95,100.96,100.96,100.96,100.96,100.92,100.92,101.14,101.14,101.14,101.11,101.11,101.11,101.11,101.11,101.11,101.10,101.10,101.10,101.10,101.12,101.12,101.12,101.12,101.12,101.12,101.12,101.12,99.46,99.46,99.46,99.46,99.46,99.46,99.46,99.46,99.46,99.46,99.46,99.46,99.46,99.46,99.46,99.46,99.46,99.46,99.46,99.46,99.46,99.46,99.46,99.46,99.46,99.46,99.46,99.46,99.46,99.46,99.46,99.46,99.46,99.46,99.46,99.46,99.46,94.02,94.02,94.02,94.02,94.02,94.02,94.02,94.02,94.02,94.02,94.02,94.02,94.02,94.02,94.02,94.02,94.02,94.02,94.02,94.02,94.02,94.02,94.02
2002-06,103.19,103.03,103.03,103.01,103.01,103.01,102.92,102.92,102.92,102.92,102.92,102.92,102.93,102.93,102.84,102.84,102.84,102.84,102.81,102.81,102.77,102.77,102.77,102.78,102.78,102.78,102.78,102.75,102.75,102.71,102.71,102.71,102.71,102.61,102.62,102.62,102.62,102.62,102.62,102.62,102.62,100.93,100.93,100.93,100.93,100.93,100.93,100.93,100.93,100.93,100.93,100.93,100.93,100.93,100.93,100.93,100.93,100.93,100.93,100.93,100.93,100.93,100.93,100.93,100.93,100.93,100.93,100.93,100.93,100.93,100.93,100.93,100.93,100.93,100.93,100.93,100.93,100.93,95.41,95.41,95.41,95.41,95.41,95.41,95.41,95.41,95.41,95.41,95.41,95.41,95.41,95.41,95.41,95.41,95.41,95.41,95.41,95.41,95.41,95.41,95.41
2002-07,102.93,102.60,102.60,102.63,102.63,102.63,102.79,102.79,102.79,102.79,102.79,102.79,102.79,102.79,102.81,102.81,102.81,102.81,102.77,102.77,102.72,102.72,102.73,102.72,102.72,102.72,102.72,102.70,102.70,102.70,102.70,102.70,102.70,102.73,102.72,102.72,102.72,102.72,102.72,102.72,102.72,101.03,101.03,101.03,101.03,101.03,101.03,101.03,101.03,101.03,101.03,101.03,101.03,101.03,101.03,101.03,101.03,101.03,101.03,101.03,101.03,101.03,101.03,101.03,101.03,101.03,101.03,101.03,101.03,101.03,101.03,101.03,101.03,101.03,101.03,101.03,101.03,101.03,95.50,95.50,95.50,95.50,95.50,95.50,95.50,95.50,95.50,95.50,95.50,95.50,95.50,95.50,95.50,95.50,95.50,95.50,95.50,95.50,95.50,95.50,95.50
2002-08,101.83,101.89,101.89,101.93,101.93,101.93,101.92,101.92,101.92,101.92,101.92,101.92,101.90,101.90,101.90,101.90,101.90,101.90,101.86,101.86,101.80,101.80,101.80,101.84,101.84,101.84,101.84,101.81,101.81,101.80,101.80,101.80,101.80,101.85,101.85,101.85,101.85,101.85,101.85,101.85,101.85,100.18,100.18,100.18,100.18,100.18,100.18,100.18,100.18,100.18,100.18,100.18,100.18,100.18,100.18,100.18,100.18,100.18,100.18,100.18,100.18,100.18,100.18,100.18,100.18,100.18,100.18,100.18,100.18,100.18,100.18,100.18,100.18,100.18,100.18,100.18,100.18,100.18,94.70,94.70,94.70,94.70,94.70,94.70,94.70,94.70,94.70,94.70,94.70,94.70,94.70,94.70,94.70,94.70,94.70,94.70,94.70,94.70,94.70,94.70,94.70
2002-09,101.47,101.58,101.58,101.62,101.62,101.62,101.73,101.73,101.73,101.73,101.73,101.73,101.54,101.54,101.54,101.54,101.54,101.54,101.50,101.50,101.47,101.47,101.47,101.48,101.48,101.48,101.48,101.50,101.50,101.65,101.65,101.65,101.65,101.53,101.53,101.53,101.53,101.53,101.53,101.53,101.53,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39
2002-10,101.52,101.53,101.53,101.57,101.57,101.57,101.64,101.64,101.64,101.64,101.64,101.64,101.63,101.63,101.56,101.56,101.56,101.56,101.52,101.52,101.59,101.59,101.60,101.60,101.60,101.60,101.60,101.63,101.63,101.64,101.64,101.64,101.64,101.55,101.54,101.54,101.54,101.54,101.54,101.54,101.54,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,94.40,94.40,94.40,94.40,94.40,94.40,94.40,94.40,94.40,94.40,94.40,94.40,94.40,94.40,94.40,94.40,94.40,94.40,94.40,94.40,94.40,94.40,94.40
2002-11,101.47,101.55,101.55,101.64,101.64,101.64,101.48,101.48,101.48,101.48,101.48,101.48,101.47,101.47,101.49,101.49,101.49,101.49,101.45,101.45,101.46,101.46,101.47,101.47,101.47,101.47,101.47,101.49,101.49,101.48,101.48,101.48,101.48,101.52,101.52,101.52,101.52,101.52,101.52,101.52,101.52,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39
2002-12,101.89,101.94,101.94,101.82,101.82,101.82,101.79,101.79,101.79,101.79,101.79,101.79,101.81,101.81,101.84,101.84,101.84,101.84,101.81,101.81,101.85,101.85,101.85,101.85,101.85,101.85,101.85,101.85,101.85,101.84,101.84,101.84,101.84,101.88,101.88,101.88,101.88,101.88,101.88,101.88,101.88,100.21,100.21,100.21,100.21,100.21,100.21,100.21,100.21,100.21,100.21,100.21,100.21,100.21,100.21,100.21,100.21,100.21,100.21,100.21,100.21,100.21,100.21,100.21,100.21,100.21,100.21,100.21,100.21,100.21,100.21,100.21,100.21,100.21,100.21,100.21,100.21,100.21,94.73,94.73,94.73,94.73,94.73,94.73,94.73,94.73,94.73,94.73,94.73,94.73,94.73,94.73,94.73,94.73,94.73,94.73,94.73,94.73,94.73,94.73,94.73
2003-01,101.22,101.35,101.35,101.33,101.33,101.33,101.39,101.39,101.39,101.39,101.39,101.39,101.42,101.42,101.49,101.49,101.49,101.49,101.45,101.45,101.48,101.48,101.48,101.48,101.48,101.48,101.48,101.48,101.48,101.48,101.48,101.48,101.48,101.51,101.50,101.50,101.50,101.50,101.50,101.50,101.50,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,94.37,94.37,94.37,94.37,94.37,94.37,94.37,94.37,94.37,94.37,94.37,94.37,94.37,94.37,94.37,94.37,94.37,94.37,94.37,94.37,94.37,94.37,94.37
2003-02,101.75,101.76,101.76,101.72,101.72,101.72,101.66,101.66,101.66,101.66,101.66,101.66,101.71,101.71,101.75,101.75,101.75,101.75,101.71,101.71,101.73,101.73,101.72,101.72,101.72,101.72,101.72,101.71,101.71,101.70,101.70,101.70,101.70,101.73,101.73,101.73,101.73,101.73,101.73,101.73,101.73,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,94.58,94.58,94.58,94.58,94.58,94.58,94.58,94.58,94.58,94.58,94.58,94.58,94.58,94.58,94.58,94.58,94.58,94.58,94.58,94.58,94.58,94.58,94.58
2003-03,101.23,101.25,101.25,101.18,101.18,101.18,100.95,100.95,100.95,100.95,100.95,100.95,101.03,101.03,101.01,101.01,101.01,101.01,100.96,100.96,100.96,100.96,100.96,100.95,100.95,100.95,100.95,100.93,100.93,100.90,100.90,100.90,100.90,100.95,100.94,100.94,100.94,100.94,100.94,100.94,100.94,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,93.85,93.85,93.85,93.85,93.85,93.85,93.85,93.85,93.85,93.85,93.85,93.85,93.85,93.85,93.85,93.85,93.85,93.85,93.85,93.85,93.85,93.85,93.85
2003-04,101.97,101.91,101.91,101.88,101.88,101.88,101.94,101.94,101.94,101.94,101.94,101.94,102.05,102.05,102.10,102.10,102.10,102.10,102.04,102.04,101.99,101.99,101.98,101.96,101.96,101.96,101.96,101.92,101.92,101.89,101.89,101.89,101.89,101.93,101.93,101.93,101.93,101.93,101.93,101.93,101.93,100.26,100.26,100.26,100.26,100.26,100.26,100.26,100.26,100.26,100.26,100.26,100.26,100.26,100.26,100.26,100.26,100.26,100.26,100.26,100.26,100.26,100.26,100.26,100.26,100.26,100.26,100.26,100.26,100.26,100.26,100.26,100.26,100.26,100.26,100.26,100.26,100.26,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77,94.77
2003-05,101.35,101.51,101.51,101.48,101.48,101.48,101.38,101.38,101.38,101.38,101.38,101.38,101.38,101.38,101.35,101.35,101.35,101.35,101.31,101.31,101.19,101.19,101.18,101.15,101.15,101.15,101.15,101.10,101.10,101.07,101.07,101.07,101.07,101.10,101.10,101.10,101.10,101.10,101.10,101.10,101.10,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,94.00,94.00,94.00,94.00,94.00,94.00,94.00,94.00,94.00,94.00,94.00,94.00,94.00,94.00,94.00,94.00,94.00,94.00,94.00,94.00,94.00,94.00,94.00
2003-06,101.30,101.15,101.15,101.15,101.15,101.15,101.24,101.24,101.24,101.24,101.24,101.24,101.24,101.24,101.16,101.16,101.16,101.16,101.12,101.12,101.04,101.04,101.03,101.03,101.03,101.03,101.03,100.99,100.99,100.96,100.96,100.96,100.96,100.85,100.86,100.86,100.86,100.86,100.86,100.86,100.86,99.20,99.20,99.20,99.20,99.20,99.20,99.20,99.20,99.20,99.20,99.20,99.20,99.20,99.20,99.20,99.20,99.20,99.20,99.20,99.20,99.20,99.20,99.20,99.20,99.20,99.20,99.20,99.20,99.20,99.20,99.20,99.20,99.20,99.20,99.20,99.20,99.20,93.77,93.77,93.77,93.77,93.77,93.77,93.77,93.77,93.77,93.77,93.77,93.77,93.77,93.77,93.77,93.77,93.77,93.77,93.77,93.77,93.77,93.77,93.77
2003-07,101.24,100.73,100.73,100.77,100.77,100.77,100.97,100.97,100.97,100.97,100.97,100.97,100.96,100.96,100.95,100.95,100.95,100.95,100.89,100.89,100.86,100.86,100.87,100.87,100.87,100.87,100.87,100.85,100.85,100.85,100.85,100.85,100.85,100.88,100.88,100.88,100.88,100.88,100.88,100.88,100.88,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,93.79,93.79,93.79,93.79,93.79,93.79,93.79,93.79,93.79,93.79,93.79,93.79,93.79,93.79,93.79,93.79,93.79,93.79,93.79,93.79,93.79,93.79,93.79
2003-08,101.49,101.64,101.64,101.69,101.69,101.69,101.54,101.54,101.54,101.54,101.54,101.54,101.47,101.47,101.41,101.41,101.41,101.41,101.36,101.36,101.36,101.36,101.36,101.42,101.42,101.42,101.42,101.41,101.41,101.39,101.39,101.39,101.39,101.46,101.46,101.46,101.46,101.46,101.46,101.46,101.46,99.79,99.79,99.79,99.79,99.79,99.79,99.79,99.79,99.79,99.79,99.79,99.79,99.79,99.79,99.79,99.79,99.79,99.79,99.79,99.79,99.79,99.79,99.79,99.79,99.79,99.79,99.79,99.79,99.79,99.79,99.79,99.79,99.79,99.79,99.79,99.79,99.79,94.33,94.33,94.33,94.33,94.33,94.33,94.33,94.33,94.33,94.33,94.33,94.33,94.33,94.33,94.33,94.33,94.33,94.33,94.33,94.33,94.33,94.33,94.33
2003-09,101.73,101.87,101.87,101.96,101.96,101.96,102.26,102.26,102.26,102.26,102.26,102.26,101.98,101.98,102.04,102.04,102.04,102.04,101.99,101.99,101.99,101.99,102.00,102.01,102.01,102.01,102.01,102.08,102.08,102.26,102.26,102.26,102.26,102.12,102.12,102.12,102.12,102.12,102.12,102.12,102.12,100.44,100.44,100.44,100.44,100.44,100.44,100.44,100.44,100.44,100.44,100.44,100.44,100.44,100.44,100.44,100.44,100.44,100.44,100.44,100.44,100.44,100.44,100.44,100.44,100.44,100.44,100.44,100.44,100.44,100.44,100.44,100.44,100.44,100.44,100.44,100.44,100.44,94.94,94.94,94.94,94.94,94.94,94.94,94.94,94.94,94.94,94.94,94.94,94.94,94.94,94.94,94.94,94.94,94.94,94.94,94.94,94.94,94.94,94.94,94.94
2003-10,100.88,100.89,100.89,100.92,100.92,100.92,101.07,101.07,101.07,101.07,101.07,101.07,101.06,101.06,100.95,100.95,100.95,100.95,100.89,100.89,101.05,101.05,101.06,101.07,101.07,101.07,101.07,101.15,101.15,101.17,101.17,101.17,101.17,101.01,101.01,101.01,101.01,101.01,101.01,101.01,101.01,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91
2003-11,101.70,101.87,101.87,102.09,102.09,102.09,101.63,101.63,101.63,101.63,101.63,101.63,101.63,101.63,101.63,101.63,101.63,101.63,101.58,101.58,101.64,101.64,101.64,101.66,101.66,101.66,101.66,101.68,101.68,101.65,101.65,101.65,101.65,101.73,101.73,101.73,101.73,101.73,101.73,101.73,101.73,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,100.06,94.58,94.58,94.58,94.58,94.58,94.58,94.58,94.58,94.58,94.58,94.58,94.58,94.58,94.58,94.58,94.58,94.58,94.58,94.58,94.58,94.58,94.58,94.58
